"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_2",28.5714285714286,14.2857142857143,50,25,33.3333333333333,33.3333333333333,25
