"cluster","n_archetypes","pct_total_arch","pct_rest_arch"
"1",16898,90.0938366389422,100
"2",585,3.1190019193858,9.90616336105779
"3",251,1.33823843036895,6.787161441672
"4",70,0.373213904883771,5.44892301130305
"5",86,0.458519940285775,5.07570910641928
"6",61,0.325229259970143,4.61718916613351
"7",111,0.591810620601408,4.29195990616337
"8",91,0.485178076348902,3.70014928556196
"Restantes",603,3.21497120921305,0
