"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",34,15.962441314554,100
"2",32,15.0234741784038,84.037558685446
"3",29,13.6150234741784,69.0140845070423
"Restantes",118,55.3990610328638,0
