"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",16.6666666666667,16.6666666666667,41.1764705882353,60,20,11.1111111111111,58.8235294117647,31.25
"cluster_3",23.5294117647059,10.5263157894737,26.3157894736842,26.3157894736842,20,17.6470588235294,22.7272727272727,16.6666666666667
"cluster_4",33.3333333333333,11.1111111111111,21.0526315789474,15,21.4285714285714,26.6666666666667,30,25
