"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,8,25,0.003125
4,56,298,0.03725
5,210,3704,0.463
6,677,28292,3.5365
7,1588,70298,8.78725
8,3533,124227,15.528375
9,5342,259889,32.486125
10,10263,408226,51.02825
11,12365,442154,55.26925
12,20009,577749,72.218625
13,21922,635491,79.436375
14,27853,745214,93.15175
15,28938,783293,97.911625
16,31216,796778,99.59725
17,31527,798826,99.85325
18,32002,799796,99.9745
19,32039,799856,99.982
20,32136,799984,99.998
