"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",1,0.480769230769231,100
"2",1,0.480769230769231,99.5192307692308
"3",1,0.480769230769231,99.0384615384615
"Restantes",205,98.5576923076923,0
