"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",50,16.6666666666667,0,0,0,20,0,0
"cluster_3",40,33.3333333333333,40,40,66.6666666666667,16.6666666666667,60,50
