"pattern_id"
1313
1444
1597
1931
2179
2449
2664
2818
2899
2944
3218
3600
3659
3902
3947
3968
4099
4390
4459
4570
4644
4786
4855
4917
5182
5308
5399
5520
5599
5985
6009
6020
6111
6113
6190
6213
6660
6771
6824
6889
6914
7006
7021
7123
7187
7218
7356
7397
7405
7444
7667
7684
7711
7795
7832
8016
8279
8297
8311
8421
8446
8484
9172
9387
9397
9448
9449
9457
9559
9594
9631
9667
9696
9710
9752
9769
10043
10057
10725
10920
11180
11220
11263
11268
11347
11437
11603
11649
11699
11753
11839
11974
12050
12504
12775
12822
12883
12906
13019
13114
13167
13287
13289
13312
13382
13440
13503
13534
13617
13618
13621
13641
13656
13782
13810
13859
13872
13888
14015
14051
14055
14144
14187
14241
14286
14337
14382
14758
14838
14847
14923
14981
15023
15087
15099
15252
15692
15722
15763
15784
15926
15958
15960
15984
15995
16194
16243
16345
16382
16409
16449
16497
16614
16695
16870
16872
16875
16886
16889
16975
17084
17197
17257
17406
17595
17597
17798
17805
17863
17865
17869
17922
17954
17975
