analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance
WHY_EUROPE,matrix_32_ext_0_1,2,100,100,0,0,138.29,127.57,0.052339925952408,0.0027242262366838463,0.7489480619130369,0.05151869347812415,0.059658546220357475,0.007858173979845702,-1480.8739755228914,57.135795274028474,0.3522691619047904,NA,0.6477308380952096,NA
WHY_EUROPE,matrix_32_ext_0_1,3,100,100,0,0,138.29,127.57,0.04558995005497481,0.002391323691027752,0.8003802614514651,0.05339029808587027,0.05266100917546867,0.008832966764289534,-1421.0570835511076,51.9929460981601,0.28280202516522696,NA,0.717197974834773,NA
WHY_EUROPE,matrix_32_ext_0_1,4,100,100,0,0,138.29,127.57,0.04049925113556553,0.0020927485618935818,0.837704795035772,0.05415674866675355,0.04680197939963085,0.010479894466559,-1347.2733484733901,48.639402261175704,0.22978464194221046,NA,0.7702153580577895,NA
WHY_EUROPE,matrix_32_ext_0_1,5,100,100,0,0,138.29,127.57,0.03622275394070933,0.0018213481957153482,0.8683171088071829,0.056259447455908426,0.041587079341323385,0.011473360761081464,-1267.629454195736,44.809611399940636,0.2050128890727716,NA,0.7949871109272284,NA
WHY_EUROPE,matrix_32_ext_0_1,6,100,100,0,0,138.29,127.57,0.03249837903285305,0.0016603336093257502,0.8948501302590349,0.05999307770245359,0.03617059771396356,0.013510803663426288,-1185.519311620002,42.45127078004076,0.18694914170047114,NA,0.8130508582995288,NA
WHY_EUROPE,matrix_32_ext_0_1,7,100,100,1,0,138.29,127.57,0.029261140517719126,0.0015292345581447366,0.91950179905666,0.06150709060915987,0.030681927891040895,0.014860470018392033,-1103.130579376866,38.79505201548837,0.17410645120246662,NA,0.8258935487975334,NA
WHY_EUROPE,matrix_32_ext_0_1,8,100,100,3,0,138.29,127.57,0.026410666283889384,0.001414743579434206,0.9400879334883961,0.06368432823426655,0.02588758140466797,0.015591855373868717,-1019.7133359835766,35.696910045696036,0.1657350781820613,NA,0.8342649218179387,NA
WHY_EUROPE,matrix_32_pos_0_1,2,100,100,0,0,138.29,127.57,0.0648748099749864,0.0033932800098960417,0.5488376508127891,0.05659801151093793,0.08037160322272548,0.006729873292053326,-1308.1704774653313,64.4792370630181,0.16017082390311416,NA,0.8398291760968858,NA
WHY_EUROPE,matrix_32_pos_0_1,3,100,100,0,0,138.29,127.57,0.052398681996269195,0.0032143290574444586,0.6517257832198612,0.06042463752172533,0.07011948591865867,0.007417720504065748,-1302.9865717474188,58.934064957208115,0.12358549098320532,NA,0.8764145090167947,NA
WHY_EUROPE,matrix_32_pos_0_1,4,100,100,0,0,138.29,127.57,0.04523122165450574,0.0025238661834918806,0.7154517755974837,0.05729306690066927,0.06297476281259143,0.007459179344005137,-1258.2172086749479,50.74860734151518,0.13630473772924986,NA,0.8636952622707501,NA
WHY_EUROPE,matrix_32_pos_0_1,5,100,100,0,0,138.29,127.57,0.039541012732249865,0.002173838475515356,0.7672518076458859,0.05527223531050138,0.05651824106825055,0.007649890213900175,-1200.6377550918623,43.90664203579423,0.13560914782763653,NA,0.8643908521723634,NA
WHY_EUROPE,matrix_32_pos_0_1,6,100,100,1,0,138.29,127.57,0.03493586498294473,0.001969854974694099,0.808186801339053,0.05488790572790628,0.0508355252826332,0.008069190538805431,-1133.5740153888682,39.27944850976564,0.13287150896717778,NA,0.8671284910328222,NA
WHY_EUROPE,matrix_32_pos_0_1,7,100,100,2,0,138.29,127.57,0.031068298332859786,0.001735603273217048,0.8430104950603248,0.05559802813175326,0.04541413236237194,0.009066283784598011,-1061.653864634219,36.65186343879368,0.12807730736531456,NA,0.8719226926346855,NA
WHY_EUROPE,matrix_32_pos_0_1,8,100,100,5,0,138.29,127.57,0.02776428258829048,0.001564125908401225,0.8703308343779543,0.056737125074161975,0.04051450186499565,0.010459951526530422,-985.6247298551546,33.78308845550818,0.12457204170293032,NA,0.8754279582970697,NA
WHY_EUROPE,matrix_32_raw_0_1,2,100,100,0,0,138.29,127.57,0.07137268629762354,0.004911581549503474,0.5056283940248316,0.060603676699308086,0.09042411715899751,0.0069846617245648505,-1205.0029555308702,73.66635746902489,0.06571371427424316,NA,0.9342862857257569,NA
WHY_EUROPE,matrix_32_raw_0_1,3,100,100,0,0,138.29,127.57,0.053287724524261365,0.0038404395390346678,0.6558808381980908,0.05693444709484514,0.07495000438209969,0.00755446454243654,-1264.0564914091806,63.34456513230618,0.08129581990136914,NA,0.9187041800986309,NA
WHY_EUROPE,matrix_32_raw_0_1,4,100,100,0,0,138.29,127.57,0.04452988892306614,0.002591271310048235,0.7325980403699897,0.04932057896633094,0.06566559401121386,0.0072905619308554,-1240.4160038255839,50.574015852490106,0.10872980834014746,NA,0.8912701916598526,NA
WHY_EUROPE,matrix_32_raw_0_1,5,100,100,1,0,138.29,127.57,0.038316633306656404,0.002143099368478064,0.7843322342388307,0.048887377557106294,0.05853111122629846,0.008000270852085009,-1189.3570871694726,45.68819847654029,0.11461755635646113,NA,0.8853824436435389,NA
WHY_EUROPE,matrix_32_raw_0_1,6,100,100,1,0,138.29,127.57,0.03363560770046114,0.0017854117867021587,0.8212537228737063,0.0472622636691663,0.052824308513249686,0.008450867495408205,-1124.137230448542,39.535807808508736,0.11651617719492854,NA,0.8834838228050714,NA
WHY_EUROPE,matrix_32_raw_0_1,7,100,100,1,0,138.29,127.57,0.029802057113566947,0.0016374869163021848,0.8512435296424543,0.04752184476225113,0.047564018758353116,0.009708471947721882,-1052.9687082049588,35.31723674020581,0.11791057672760362,NA,0.8820894232723964,NA
WHY_EUROPE,matrix_32_raw_0_1,8,100,100,2,0,138.29,127.57,0.02655313904657497,0.001489803992733976,0.8768580397641321,0.04947925108776246,0.04272964533018412,0.010682657057929373,-978.8521171042778,33.22978938028392,0.11738345881491326,NA,0.8826165411850867,NA
WHY_EUROPE,matrix_32_z_abs,2,100,100,0,0,138.29,127.57,0.0559118790301532,0.0032361732169307674,0.6437573490510129,0.0806327049041509,0.055626314999930704,0.007485821954907623,-1509.2524213709714,54.85789496078588,0.26713283506988506,NA,0.732867164930115,NA
WHY_EUROPE,matrix_32_z_abs,3,100,100,0,0,138.29,127.57,0.04967695543514707,0.0027960774659720362,0.708746068318957,0.0814146107238078,0.049765060554749635,0.008024501064401309,-1438.5921246960968,49.54730155778298,0.21007462712094882,NA,0.7899253728790512,NA
WHY_EUROPE,matrix_32_z_abs,4,100,100,0,0,138.29,127.57,0.04462008331797114,0.0024502199721566555,0.7592577560297538,0.08089006842170698,0.044676021870722775,0.00897465294712845,-1359.026384992647,45.344697295055205,0.1736586868621359,NA,0.8263413131378641,NA
WHY_EUROPE,matrix_32_z_abs,5,100,100,0,0,138.29,127.57,0.04019522119292473,0.0021865118528316754,0.8044231222424004,0.08204000808296187,0.03957652304648404,0.010274083019297161,-1276.708346371033,41.677895092302236,0.15754441213631554,NA,0.8424555878636845,NA
WHY_EUROPE,matrix_32_z_abs,6,100,100,0,0,138.29,127.57,0.03637914782316406,0.0019715189752320663,0.8405069363654117,0.08279623099276175,0.035067826942461286,0.011139904150815401,-1191.2624086484057,38.68679872246297,0.1420109692727127,NA,0.8579890307272873,NA
WHY_EUROPE,matrix_32_z_abs,7,100,100,0,0,138.29,127.57,0.03290607758351347,0.0018012248243909252,0.8753400974012757,0.08320498260084469,0.030022293311273682,0.012455954157397559,-1106.5743515489746,35.168406521110946,0.13210995613732404,NA,0.867890043862676,NA
WHY_EUROPE,matrix_32_z_abs,8,100,100,3,0,138.29,127.57,0.029798193307383383,0.0016489916836394923,0.9084134614648718,0.08846003657435,0.024495749515526834,0.014546448273921401,-1022.6358588452756,33.39650527963096,0.12510197839489565,NA,0.8748980216051043,NA
