bootstrap_id,target_sample_type,dataset_source,n,prop_within_type
1,abstention,diego,289,0.5711462450592886
1,abstention,rv,88,0.17391304347826086
1,abstention,why,129,0.2549407114624506
1,voter,rv,494,1
2,abstention,diego,279,0.5513833992094862
2,abstention,rv,86,0.16996047430830039
2,abstention,why,141,0.27865612648221344
2,voter,rv,494,1
3,abstention,diego,269,0.5316205533596838
3,abstention,rv,86,0.16996047430830039
3,abstention,why,151,0.2984189723320158
3,voter,rv,494,1
4,abstention,diego,290,0.5731225296442688
4,abstention,rv,88,0.17391304347826086
4,abstention,why,128,0.25296442687747034
4,voter,rv,494,1
5,abstention,diego,281,0.5553359683794467
5,abstention,rv,103,0.20355731225296442
5,abstention,why,122,0.24110671936758893
5,voter,rv,494,1
6,abstention,diego,294,0.5810276679841897
6,abstention,rv,98,0.19367588932806323
6,abstention,why,114,0.22529644268774704
6,voter,rv,494,1
7,abstention,diego,276,0.5454545454545454
7,abstention,rv,94,0.1857707509881423
7,abstention,why,136,0.26877470355731226
7,voter,rv,494,1
8,abstention,diego,287,0.567193675889328
8,abstention,rv,92,0.18181818181818182
8,abstention,why,127,0.2509881422924901
8,voter,rv,494,1
9,abstention,diego,286,0.5652173913043478
9,abstention,rv,103,0.20355731225296442
9,abstention,why,117,0.23122529644268774
9,voter,rv,494,1
10,abstention,diego,288,0.5691699604743083
10,abstention,rv,94,0.1857707509881423
10,abstention,why,124,0.2450592885375494
10,voter,rv,494,1
11,abstention,diego,275,0.5434782608695652
11,abstention,rv,97,0.191699604743083
11,abstention,why,134,0.2648221343873518
11,voter,rv,494,1
12,abstention,diego,287,0.567193675889328
12,abstention,rv,81,0.1600790513833992
12,abstention,why,138,0.2727272727272727
12,voter,rv,494,1
13,abstention,diego,270,0.5335968379446641
13,abstention,rv,89,0.17588932806324112
13,abstention,why,147,0.29051383399209485
13,voter,rv,494,1
14,abstention,diego,274,0.541501976284585
14,abstention,rv,93,0.18379446640316205
14,abstention,why,139,0.274703557312253
14,voter,rv,494,1
15,abstention,diego,285,0.5632411067193676
15,abstention,rv,99,0.1956521739130435
15,abstention,why,122,0.24110671936758893
15,voter,rv,494,1
16,abstention,diego,268,0.5296442687747036
16,abstention,rv,85,0.16798418972332016
16,abstention,why,153,0.30237154150197626
16,voter,rv,494,1
17,abstention,diego,281,0.5553359683794467
17,abstention,rv,104,0.20553359683794467
17,abstention,why,121,0.2391304347826087
17,voter,rv,494,1
18,abstention,diego,266,0.525691699604743
18,abstention,rv,114,0.22529644268774704
18,abstention,why,126,0.2490118577075099
18,voter,rv,494,1
19,abstention,diego,289,0.5711462450592886
19,abstention,rv,94,0.1857707509881423
19,abstention,why,123,0.24308300395256918
19,voter,rv,494,1
20,abstention,diego,288,0.5691699604743083
20,abstention,rv,95,0.18774703557312253
20,abstention,why,123,0.24308300395256918
20,voter,rv,494,1
