"pattern","freq","best_archetype_within_K","best_dist_within_K","best_sim_jaccard_within_K"
"pattern_2",2760156,"Stubborn",5,0
"pattern_3",2203514,"Stubborn",9,0
"pattern_4",1201147,"Stubborn",4,0
"pattern_1",626171,"Stubborn",6,0
"pattern_5",213752,"Stubborn",8,0
"pattern_9",189333,"Stubborn",3,0
"pattern_7",187315,"Stubborn",4,0
"pattern_8",172540,"Stubborn",6,0
"pattern_11",168301,"Stubborn",7,0
"pattern_15",51323,"Stubborn",8,0
"pattern_14",49306,"Stubborn",5,0
"pattern_6",47081,"Stubborn",2,0
"pattern_10",36726,"Stubborn",7,0
"pattern_12",25362,"Stubborn",7,0
"pattern_17",24218,"Stubborn",8,0
"pattern_20",14963,"Stubborn",7,0
"pattern_13",7860,"Stubborn",6,0
"pattern_19",3275,"Stubborn",3,0
"pattern_22",2917,"Stubborn",2,0
"pattern_18",2557,"Stubborn",3,0
"pattern_21",2037,"Stubborn",6,0
"pattern_26",2034,"Stubborn",8,0
"pattern_23",903,"Stubborn",7,0
"pattern_34",812,"Stubborn",2,1
"pattern_16",735,"Stubborn",5,0
"pattern_28",723,"Stubborn",5,0
"pattern_31",690,"Stubborn",7,0
"pattern_27",666,"Stubborn",7,0
"pattern_25",573,"Stubborn",5,0
"pattern_24",559,"Stubborn",8,0
"pattern_30",513,"Stubborn",6,0
"pattern_36",459,"Stubborn",6,0
"pattern_32",336,"Stubborn",3,0
"pattern_33",273,"Stubborn",6,0
"pattern_29",208,"Stubborn",4,0
"pattern_35",172,"Stubborn",7,0
"pattern_37",160,"Stubborn",6,0
"pattern_41",85,"Stubborn",7,0
"pattern_40",68,"Stubborn",7,0
"pattern_39",30,"Stubborn",5,0
"pattern_44",25,"Stubborn",6,0
"pattern_38",22,"Stubborn",3,0
"pattern_43",13,"Stubborn",2,0
"pattern_47",11,"Stubborn",3,0
"pattern_53",11,"Stubborn",3,0
"pattern_61",9,"Stubborn",4,0
"pattern_48",7,"Stubborn",6,0
"pattern_46",6,"Fearful",8,0
"pattern_57",6,"Stubborn",4,0
"pattern_42",5,"Stubborn",3,0
"pattern_51",5,"Influencer",7,0
"pattern_49",3,"Stubborn",4,0
"pattern_52",3,"Stubborn",4,0
"pattern_50",2,"Stubborn",5,0
"pattern_54",2,"Influencer",7,0
"pattern_55",2,"Stubborn",4,0
"pattern_58",2,"Stubborn",6,0
"pattern_59",2,"Stubborn",4,0
"pattern_64",2,"Stubborn",5,0
"pattern_45",1,"Stubborn",6,0
"pattern_56",1,"Stubborn",7,0
"pattern_60",1,"Stubborn",5,0
"pattern_62",1,"Fearful",4,0
"pattern_63",1,"Stubborn",4,0
"pattern_65",1,"Fearful",7,0
"pattern_66",1,"Stubborn",5,0
"pattern_67",1,"Stubborn",5,0
"pattern_68",1,"Stubborn",7,0
