bootstrap_id,self_classification_archetype_model,n,total_n,prop
88,Missing,372,1000,0.372
88,None,18,1000,0.018
88,Stubborn,54,1000,0.054
88,Uninterested,19,1000,0.019
89,Activist,60,1000,0.06
89,Careful,186,1000,0.186
89,Early adopter,3,1000,0.003
89,Fearful,88,1000,0.088
89,Homo economicus,181,1000,0.181
89,Influencer,21,1000,0.021
89,Missing,389,1000,0.389
89,None,13,1000,0.013
89,Stubborn,49,1000,0.049
89,Uninterested,10,1000,0.01
90,Activist,56,1000,0.056
90,Careful,184,1000,0.184
90,Early adopter,7,1000,0.007
90,Fearful,98,1000,0.098
90,Homo economicus,180,1000,0.18
90,Influencer,26,1000,0.026
90,Missing,378,1000,0.378
90,None,15,1000,0.015
90,Stubborn,41,1000,0.041
90,Uninterested,15,1000,0.015
91,Activist,76,1000,0.076
91,Careful,198,1000,0.198
91,Early adopter,8,1000,0.008
91,Fearful,92,1000,0.092
91,Homo economicus,161,1000,0.161
91,Influencer,27,1000,0.027
91,Missing,364,1000,0.364
91,None,14,1000,0.014
91,Stubborn,44,1000,0.044
91,Uninterested,16,1000,0.016
92,Activist,80,1000,0.08
92,Careful,182,1000,0.182
92,Early adopter,6,1000,0.006
92,Fearful,85,1000,0.085
92,Homo economicus,149,1000,0.149
92,Influencer,34,1000,0.034
92,Missing,393,1000,0.393
92,None,15,1000,0.015
92,Stubborn,36,1000,0.036
92,Uninterested,20,1000,0.02
93,Activist,71,1000,0.071
93,Careful,185,1000,0.185
93,Early adopter,5,1000,0.005
93,Fearful,84,1000,0.084
93,Homo economicus,183,1000,0.183
93,Influencer,21,1000,0.021
93,Missing,381,1000,0.381
93,None,11,1000,0.011
93,Stubborn,45,1000,0.045
93,Uninterested,14,1000,0.014
94,Activist,73,1000,0.073
94,Careful,166,1000,0.166
94,Early adopter,9,1000,0.009
94,Fearful,92,1000,0.092
94,Homo economicus,178,1000,0.178
94,Influencer,24,1000,0.024
94,Missing,385,1000,0.385
94,None,15,1000,0.015
94,Stubborn,41,1000,0.041
94,Uninterested,17,1000,0.017
95,Activist,67,1000,0.067
95,Careful,160,1000,0.16
95,Early adopter,10,1000,0.01
95,Fearful,96,1000,0.096
95,Homo economicus,172,1000,0.172
95,Influencer,27,1000,0.027
95,Missing,397,1000,0.397
95,None,16,1000,0.016
95,Stubborn,42,1000,0.042
95,Uninterested,13,1000,0.013
96,Activist,66,1000,0.066
96,Careful,175,1000,0.175
96,Early adopter,6,1000,0.006
96,Fearful,94,1000,0.094
96,Homo economicus,185,1000,0.185
96,Influencer,27,1000,0.027
96,Missing,369,1000,0.369
96,None,15,1000,0.015
96,Stubborn,51,1000,0.051
96,Uninterested,12,1000,0.012
97,Activist,74,1000,0.074
97,Careful,182,1000,0.182
97,Early adopter,5,1000,0.005
97,Fearful,98,1000,0.098
97,Homo economicus,152,1000,0.152
97,Influencer,36,1000,0.036
97,Missing,390,1000,0.39
97,None,12,1000,0.012
97,Stubborn,41,1000,0.041
97,Uninterested,10,1000,0.01
98,Activist,69,1000,0.069
98,Careful,175,1000,0.175
98,Early adopter,4,1000,0.004
98,Fearful,97,1000,0.097
98,Homo economicus,165,1000,0.165
98,Influencer,28,1000,0.028
98,Missing,374,1000,0.374
98,None,21,1000,0.021
98,Stubborn,45,1000,0.045
98,Uninterested,22,1000,0.022
99,Activist,69,1000,0.069
99,Careful,198,1000,0.198
99,Early adopter,6,1000,0.006
99,Fearful,82,1000,0.082
99,Homo economicus,175,1000,0.175
99,Influencer,19,1000,0.019
99,Missing,385,1000,0.385
99,None,14,1000,0.014
99,Stubborn,35,1000,0.035
99,Uninterested,17,1000,0.017
100,Activist,80,1000,0.08
100,Careful,169,1000,0.169
100,Early adopter,6,1000,0.006
100,Fearful,92,1000,0.092
100,Homo economicus,177,1000,0.177
100,Influencer,31,1000,0.031
100,Missing,375,1000,0.375
100,None,16,1000,0.016
100,Stubborn,49,1000,0.049
100,Uninterested,5,1000,0.005
101,Activist,68,1000,0.068
101,Careful,196,1000,0.196
101,Early adopter,11,1000,0.011
101,Fearful,87,1000,0.087
101,Homo economicus,171,1000,0.171
101,Influencer,30,1000,0.03
101,Missing,370,1000,0.37
101,None,11,1000,0.011
101,Stubborn,44,1000,0.044
101,Uninterested,12,1000,0.012
102,Activist,80,1000,0.08
102,Careful,188,1000,0.188
102,Early adopter,4,1000,0.004
102,Fearful,79,1000,0.079
102,Homo economicus,186,1000,0.186
102,Influencer,21,1000,0.021
102,Missing,373,1000,0.373
102,None,21,1000,0.021
102,Stubborn,40,1000,0.04
102,Uninterested,8,1000,0.008
103,Activist,60,1000,0.06
103,Careful,196,1000,0.196
103,Early adopter,9,1000,0.009
103,Fearful,96,1000,0.096
103,Homo economicus,171,1000,0.171
103,Influencer,15,1000,0.015
103,Missing,373,1000,0.373
103,None,23,1000,0.023
103,Stubborn,49,1000,0.049
103,Uninterested,8,1000,0.008
104,Activist,62,1000,0.062
104,Careful,167,1000,0.167
104,Early adopter,10,1000,0.01
104,Fearful,78,1000,0.078
104,Homo economicus,198,1000,0.198
104,Influencer,25,1000,0.025
104,Missing,397,1000,0.397
104,None,21,1000,0.021
104,Stubborn,32,1000,0.032
104,Uninterested,10,1000,0.01
105,Activist,72,1000,0.072
105,Careful,179,1000,0.179
105,Early adopter,9,1000,0.009
105,Fearful,103,1000,0.103
105,Homo economicus,176,1000,0.176
105,Influencer,25,1000,0.025
105,Missing,368,1000,0.368
105,None,13,1000,0.013
105,Stubborn,43,1000,0.043
105,Uninterested,12,1000,0.012
106,Activist,71,1000,0.071
106,Careful,146,1000,0.146
106,Early adopter,10,1000,0.01
106,Fearful,94,1000,0.094
106,Homo economicus,183,1000,0.183
106,Influencer,29,1000,0.029
106,Missing,385,1000,0.385
106,None,16,1000,0.016
106,Stubborn,50,1000,0.05
106,Uninterested,16,1000,0.016
107,Activist,80,1000,0.08
107,Careful,168,1000,0.168
107,Early adopter,6,1000,0.006
107,Fearful,91,1000,0.091
107,Homo economicus,166,1000,0.166
107,Influencer,23,1000,0.023
107,Missing,384,1000,0.384
107,None,17,1000,0.017
107,Stubborn,51,1000,0.051
107,Uninterested,14,1000,0.014
108,Activist,79,1000,0.079
108,Careful,190,1000,0.19
108,Early adopter,9,1000,0.009
108,Fearful,74,1000,0.074
108,Homo economicus,169,1000,0.169
108,Influencer,22,1000,0.022
108,Missing,387,1000,0.387
108,None,14,1000,0.014
108,Stubborn,36,1000,0.036
108,Uninterested,20,1000,0.02
109,Activist,78,1000,0.078
109,Careful,184,1000,0.184
109,Early adopter,4,1000,0.004
109,Fearful,85,1000,0.085
109,Homo economicus,178,1000,0.178
109,Influencer,26,1000,0.026
109,Missing,381,1000,0.381
109,None,11,1000,0.011
109,Stubborn,40,1000,0.04
109,Uninterested,13,1000,0.013
110,Activist,70,1000,0.07
110,Careful,201,1000,0.201
110,Early adopter,12,1000,0.012
110,Fearful,85,1000,0.085
110,Homo economicus,161,1000,0.161
110,Influencer,18,1000,0.018
110,Missing,371,1000,0.371
110,None,15,1000,0.015
110,Stubborn,52,1000,0.052
110,Uninterested,15,1000,0.015
111,Activist,71,1000,0.071
111,Careful,170,1000,0.17
111,Early adopter,8,1000,0.008
111,Fearful,99,1000,0.099
111,Homo economicus,176,1000,0.176
111,Influencer,25,1000,0.025
111,Missing,372,1000,0.372
111,None,19,1000,0.019
111,Stubborn,47,1000,0.047
111,Uninterested,13,1000,0.013
112,Activist,63,1000,0.063
112,Careful,199,1000,0.199
112,Early adopter,6,1000,0.006
112,Fearful,87,1000,0.087
112,Homo economicus,169,1000,0.169
112,Influencer,27,1000,0.027
112,Missing,377,1000,0.377
112,None,17,1000,0.017
112,Stubborn,42,1000,0.042
112,Uninterested,13,1000,0.013
113,Activist,64,1000,0.064
113,Careful,193,1000,0.193
113,Early adopter,10,1000,0.01
113,Fearful,81,1000,0.081
113,Homo economicus,158,1000,0.158
113,Influencer,35,1000,0.035
113,Missing,376,1000,0.376
113,None,15,1000,0.015
113,Stubborn,59,1000,0.059
113,Uninterested,9,1000,0.009
114,Activist,74,1000,0.074
114,Careful,204,1000,0.204
114,Early adopter,5,1000,0.005
114,Fearful,93,1000,0.093
114,Homo economicus,162,1000,0.162
114,Influencer,32,1000,0.032
114,Missing,369,1000,0.369
114,None,12,1000,0.012
114,Stubborn,42,1000,0.042
114,Uninterested,7,1000,0.007
115,Activist,63,1000,0.063
115,Careful,178,1000,0.178
115,Early adopter,10,1000,0.01
115,Fearful,75,1000,0.075
115,Homo economicus,195,1000,0.195
115,Influencer,28,1000,0.028
115,Missing,376,1000,0.376
115,None,14,1000,0.014
115,Stubborn,45,1000,0.045
115,Uninterested,16,1000,0.016
116,Activist,67,1000,0.067
116,Careful,182,1000,0.182
116,Early adopter,7,1000,0.007
116,Fearful,105,1000,0.105
116,Homo economicus,169,1000,0.169
116,Influencer,27,1000,0.027
116,Missing,365,1000,0.365
116,None,18,1000,0.018
116,Stubborn,45,1000,0.045
116,Uninterested,15,1000,0.015
117,Activist,78,1000,0.078
117,Careful,172,1000,0.172
117,Early adopter,5,1000,0.005
117,Fearful,75,1000,0.075
117,Homo economicus,174,1000,0.174
117,Influencer,26,1000,0.026
117,Missing,389,1000,0.389
117,None,22,1000,0.022
117,Stubborn,49,1000,0.049
117,Uninterested,10,1000,0.01
118,Activist,73,1000,0.073
118,Careful,181,1000,0.181
118,Early adopter,12,1000,0.012
118,Fearful,87,1000,0.087
118,Homo economicus,171,1000,0.171
118,Influencer,22,1000,0.022
118,Missing,384,1000,0.384
118,None,20,1000,0.02
118,Stubborn,30,1000,0.03
118,Uninterested,20,1000,0.02
119,Activist,66,1000,0.066
119,Careful,189,1000,0.189
119,Early adopter,9,1000,0.009
119,Fearful,86,1000,0.086
119,Homo economicus,177,1000,0.177
119,Influencer,23,1000,0.023
119,Missing,373,1000,0.373
119,None,22,1000,0.022
119,Stubborn,41,1000,0.041
119,Uninterested,14,1000,0.014
120,Activist,69,1000,0.069
120,Careful,185,1000,0.185
120,Early adopter,11,1000,0.011
120,Fearful,87,1000,0.087
120,Homo economicus,195,1000,0.195
120,Influencer,27,1000,0.027
120,Missing,363,1000,0.363
120,None,13,1000,0.013
120,Stubborn,39,1000,0.039
120,Uninterested,11,1000,0.011
121,Activist,80,1000,0.08
121,Careful,182,1000,0.182
121,Early adopter,5,1000,0.005
121,Fearful,80,1000,0.08
121,Homo economicus,196,1000,0.196
121,Influencer,20,1000,0.02
121,Missing,366,1000,0.366
121,None,15,1000,0.015
121,Stubborn,37,1000,0.037
121,Uninterested,19,1000,0.019
122,Activist,72,1000,0.072
122,Careful,187,1000,0.187
122,Early adopter,6,1000,0.006
122,Fearful,74,1000,0.074
122,Homo economicus,170,1000,0.17
122,Influencer,23,1000,0.023
122,Missing,386,1000,0.386
122,None,14,1000,0.014
122,Stubborn,53,1000,0.053
122,Uninterested,15,1000,0.015
123,Activist,71,1000,0.071
123,Careful,190,1000,0.19
123,Early adopter,4,1000,0.004
123,Fearful,82,1000,0.082
123,Homo economicus,189,1000,0.189
123,Influencer,29,1000,0.029
123,Missing,374,1000,0.374
123,None,14,1000,0.014
123,Stubborn,32,1000,0.032
123,Uninterested,15,1000,0.015
124,Activist,76,1000,0.076
124,Careful,184,1000,0.184
124,Early adopter,7,1000,0.007
124,Fearful,93,1000,0.093
124,Homo economicus,163,1000,0.163
124,Influencer,18,1000,0.018
124,Missing,384,1000,0.384
124,None,13,1000,0.013
124,Stubborn,50,1000,0.05
124,Uninterested,12,1000,0.012
125,Activist,67,1000,0.067
125,Careful,159,1000,0.159
125,Early adopter,12,1000,0.012
125,Fearful,98,1000,0.098
125,Homo economicus,181,1000,0.181
125,Influencer,27,1000,0.027
125,Missing,381,1000,0.381
125,None,20,1000,0.02
125,Stubborn,39,1000,0.039
125,Uninterested,16,1000,0.016
126,Activist,57,1000,0.057
126,Careful,182,1000,0.182
126,Early adopter,11,1000,0.011
126,Fearful,85,1000,0.085
126,Homo economicus,184,1000,0.184
126,Influencer,29,1000,0.029
126,Missing,372,1000,0.372
126,None,11,1000,0.011
126,Stubborn,56,1000,0.056
126,Uninterested,13,1000,0.013
127,Activist,67,1000,0.067
127,Careful,186,1000,0.186
127,Early adopter,9,1000,0.009
127,Fearful,90,1000,0.09
127,Homo economicus,173,1000,0.173
127,Influencer,23,1000,0.023
127,Missing,389,1000,0.389
127,None,11,1000,0.011
127,Stubborn,36,1000,0.036
127,Uninterested,16,1000,0.016
128,Activist,67,1000,0.067
128,Careful,183,1000,0.183
128,Early adopter,7,1000,0.007
128,Fearful,84,1000,0.084
128,Homo economicus,156,1000,0.156
128,Influencer,30,1000,0.03
128,Missing,398,1000,0.398
128,None,11,1000,0.011
128,Stubborn,46,1000,0.046
128,Uninterested,18,1000,0.018
129,Activist,63,1000,0.063
129,Careful,167,1000,0.167
129,Early adopter,6,1000,0.006
129,Fearful,89,1000,0.089
129,Homo economicus,183,1000,0.183
129,Influencer,35,1000,0.035
129,Missing,388,1000,0.388
129,None,16,1000,0.016
129,Stubborn,37,1000,0.037
129,Uninterested,16,1000,0.016
130,Activist,70,1000,0.07
130,Careful,184,1000,0.184
130,Early adopter,4,1000,0.004
130,Fearful,95,1000,0.095
130,Homo economicus,172,1000,0.172
130,Influencer,27,1000,0.027
130,Missing,370,1000,0.37
130,None,12,1000,0.012
130,Stubborn,48,1000,0.048
130,Uninterested,18,1000,0.018
131,Activist,78,1000,0.078
131,Careful,178,1000,0.178
131,Early adopter,10,1000,0.01
131,Fearful,86,1000,0.086
131,Homo economicus,170,1000,0.17
131,Influencer,24,1000,0.024
131,Missing,376,1000,0.376
131,None,16,1000,0.016
131,Stubborn,52,1000,0.052
131,Uninterested,10,1000,0.01
132,Activist,64,1000,0.064
132,Careful,192,1000,0.192
132,Early adopter,6,1000,0.006
132,Fearful,101,1000,0.101
132,Homo economicus,160,1000,0.16
132,Influencer,30,1000,0.03
132,Missing,369,1000,0.369
132,None,13,1000,0.013
132,Stubborn,51,1000,0.051
132,Uninterested,14,1000,0.014
133,Activist,76,1000,0.076
133,Careful,195,1000,0.195
133,Early adopter,5,1000,0.005
133,Fearful,97,1000,0.097
133,Homo economicus,148,1000,0.148
133,Influencer,28,1000,0.028
133,Missing,378,1000,0.378
133,None,16,1000,0.016
133,Stubborn,37,1000,0.037
133,Uninterested,20,1000,0.02
134,Activist,72,1000,0.072
134,Careful,195,1000,0.195
134,Early adopter,7,1000,0.007
134,Fearful,83,1000,0.083
134,Homo economicus,153,1000,0.153
134,Influencer,28,1000,0.028
134,Missing,385,1000,0.385
134,None,15,1000,0.015
134,Stubborn,49,1000,0.049
134,Uninterested,13,1000,0.013
135,Activist,65,1000,0.065
135,Careful,188,1000,0.188
135,Early adopter,8,1000,0.008
135,Fearful,85,1000,0.085
135,Homo economicus,173,1000,0.173
135,Influencer,27,1000,0.027
135,Missing,385,1000,0.385
135,None,15,1000,0.015
135,Stubborn,43,1000,0.043
135,Uninterested,11,1000,0.011
136,Activist,71,1000,0.071
136,Careful,186,1000,0.186
136,Early adopter,11,1000,0.011
136,Fearful,107,1000,0.107
136,Homo economicus,145,1000,0.145
136,Influencer,37,1000,0.037
136,Missing,389,1000,0.389
136,None,14,1000,0.014
136,Stubborn,31,1000,0.031
136,Uninterested,9,1000,0.009
137,Activist,62,1000,0.062
137,Careful,194,1000,0.194
137,Early adopter,8,1000,0.008
137,Fearful,92,1000,0.092
137,Homo economicus,153,1000,0.153
137,Influencer,25,1000,0.025
137,Missing,387,1000,0.387
137,None,12,1000,0.012
137,Stubborn,49,1000,0.049
137,Uninterested,18,1000,0.018
138,Activist,84,1000,0.084
138,Careful,164,1000,0.164
138,Early adopter,10,1000,0.01
138,Fearful,88,1000,0.088
138,Homo economicus,182,1000,0.182
138,Influencer,25,1000,0.025
138,Missing,366,1000,0.366
138,None,21,1000,0.021
138,Stubborn,44,1000,0.044
138,Uninterested,16,1000,0.016
139,Activist,67,1000,0.067
139,Careful,171,1000,0.171
139,Early adopter,7,1000,0.007
139,Fearful,95,1000,0.095
139,Homo economicus,195,1000,0.195
139,Influencer,24,1000,0.024
139,Missing,379,1000,0.379
139,None,9,1000,0.009
139,Stubborn,35,1000,0.035
139,Uninterested,18,1000,0.018
140,Activist,64,1000,0.064
140,Careful,181,1000,0.181
140,Early adopter,6,1000,0.006
140,Fearful,96,1000,0.096
140,Homo economicus,163,1000,0.163
140,Influencer,20,1000,0.02
140,Missing,403,1000,0.403
140,None,17,1000,0.017
140,Stubborn,36,1000,0.036
140,Uninterested,14,1000,0.014
141,Activist,61,1000,0.061
141,Careful,182,1000,0.182
141,Early adopter,6,1000,0.006
141,Fearful,95,1000,0.095
141,Homo economicus,174,1000,0.174
141,Influencer,21,1000,0.021
141,Missing,394,1000,0.394
141,None,13,1000,0.013
141,Stubborn,40,1000,0.04
141,Uninterested,14,1000,0.014
142,Activist,71,1000,0.071
142,Careful,185,1000,0.185
142,Early adopter,3,1000,0.003
142,Fearful,78,1000,0.078
142,Homo economicus,193,1000,0.193
142,Influencer,24,1000,0.024
142,Missing,360,1000,0.36
142,None,20,1000,0.02
142,Stubborn,53,1000,0.053
142,Uninterested,13,1000,0.013
143,Activist,80,1000,0.08
143,Careful,167,1000,0.167
143,Early adopter,6,1000,0.006
143,Fearful,97,1000,0.097
143,Homo economicus,169,1000,0.169
143,Influencer,27,1000,0.027
143,Missing,374,1000,0.374
143,None,16,1000,0.016
143,Stubborn,49,1000,0.049
143,Uninterested,15,1000,0.015
144,Activist,64,1000,0.064
144,Careful,185,1000,0.185
144,Early adopter,5,1000,0.005
144,Fearful,105,1000,0.105
144,Homo economicus,174,1000,0.174
144,Influencer,24,1000,0.024
144,Missing,383,1000,0.383
144,None,17,1000,0.017
144,Stubborn,30,1000,0.03
144,Uninterested,13,1000,0.013
145,Activist,82,1000,0.082
145,Careful,183,1000,0.183
145,Early adopter,8,1000,0.008
145,Fearful,86,1000,0.086
145,Homo economicus,183,1000,0.183
145,Influencer,32,1000,0.032
145,Missing,369,1000,0.369
145,None,13,1000,0.013
145,Stubborn,32,1000,0.032
145,Uninterested,12,1000,0.012
146,Activist,50,1000,0.05
146,Careful,183,1000,0.183
146,Early adopter,6,1000,0.006
146,Fearful,86,1000,0.086
146,Homo economicus,186,1000,0.186
146,Influencer,21,1000,0.021
146,Missing,387,1000,0.387
146,None,17,1000,0.017
146,Stubborn,53,1000,0.053
146,Uninterested,11,1000,0.011
147,Activist,72,1000,0.072
147,Careful,181,1000,0.181
147,Early adopter,10,1000,0.01
147,Fearful,98,1000,0.098
147,Homo economicus,166,1000,0.166
147,Influencer,25,1000,0.025
147,Missing,383,1000,0.383
147,None,13,1000,0.013
147,Stubborn,39,1000,0.039
147,Uninterested,13,1000,0.013
148,Activist,67,1000,0.067
148,Careful,155,1000,0.155
148,Early adopter,3,1000,0.003
148,Fearful,88,1000,0.088
148,Homo economicus,183,1000,0.183
148,Influencer,29,1000,0.029
148,Missing,397,1000,0.397
148,None,16,1000,0.016
148,Stubborn,51,1000,0.051
148,Uninterested,11,1000,0.011
149,Activist,57,1000,0.057
149,Careful,190,1000,0.19
149,Early adopter,12,1000,0.012
149,Fearful,88,1000,0.088
149,Homo economicus,158,1000,0.158
149,Influencer,18,1000,0.018
149,Missing,378,1000,0.378
149,None,24,1000,0.024
149,Stubborn,63,1000,0.063
149,Uninterested,12,1000,0.012
150,Activist,68,1000,0.068
150,Careful,167,1000,0.167
150,Early adopter,12,1000,0.012
150,Fearful,99,1000,0.099
150,Homo economicus,170,1000,0.17
150,Influencer,31,1000,0.031
150,Missing,380,1000,0.38
150,None,16,1000,0.016
150,Stubborn,35,1000,0.035
150,Uninterested,22,1000,0.022
151,Activist,66,1000,0.066
151,Careful,189,1000,0.189
151,Early adopter,3,1000,0.003
151,Fearful,80,1000,0.08
151,Homo economicus,179,1000,0.179
151,Influencer,34,1000,0.034
151,Missing,384,1000,0.384
151,None,15,1000,0.015
151,Stubborn,39,1000,0.039
151,Uninterested,11,1000,0.011
152,Activist,75,1000,0.075
152,Careful,189,1000,0.189
152,Early adopter,4,1000,0.004
152,Fearful,77,1000,0.077
152,Homo economicus,184,1000,0.184
152,Influencer,26,1000,0.026
152,Missing,380,1000,0.38
152,None,13,1000,0.013
152,Stubborn,40,1000,0.04
152,Uninterested,12,1000,0.012
153,Activist,61,1000,0.061
153,Careful,186,1000,0.186
153,Early adopter,9,1000,0.009
153,Fearful,91,1000,0.091
153,Homo economicus,178,1000,0.178
153,Influencer,24,1000,0.024
153,Missing,377,1000,0.377
153,None,12,1000,0.012
153,Stubborn,46,1000,0.046
153,Uninterested,16,1000,0.016
154,Activist,74,1000,0.074
154,Careful,168,1000,0.168
154,Early adopter,10,1000,0.01
154,Fearful,88,1000,0.088
154,Homo economicus,170,1000,0.17
154,Influencer,21,1000,0.021
154,Missing,394,1000,0.394
154,None,21,1000,0.021
154,Stubborn,42,1000,0.042
154,Uninterested,12,1000,0.012
155,Activist,66,1000,0.066
155,Careful,169,1000,0.169
155,Early adopter,6,1000,0.006
155,Fearful,86,1000,0.086
155,Homo economicus,180,1000,0.18
155,Influencer,28,1000,0.028
155,Missing,383,1000,0.383
155,None,17,1000,0.017
155,Stubborn,52,1000,0.052
155,Uninterested,13,1000,0.013
156,Activist,69,1000,0.069
156,Careful,186,1000,0.186
156,Early adopter,6,1000,0.006
156,Fearful,92,1000,0.092
156,Homo economicus,169,1000,0.169
156,Influencer,28,1000,0.028
156,Missing,384,1000,0.384
156,None,16,1000,0.016
156,Stubborn,33,1000,0.033
156,Uninterested,17,1000,0.017
157,Activist,78,1000,0.078
157,Careful,167,1000,0.167
157,Early adopter,10,1000,0.01
157,Fearful,68,1000,0.068
157,Homo economicus,184,1000,0.184
157,Influencer,35,1000,0.035
157,Missing,380,1000,0.38
157,None,18,1000,0.018
157,Stubborn,40,1000,0.04
157,Uninterested,20,1000,0.02
158,Activist,68,1000,0.068
158,Careful,201,1000,0.201
158,Early adopter,8,1000,0.008
158,Fearful,106,1000,0.106
158,Homo economicus,156,1000,0.156
158,Influencer,21,1000,0.021
158,Missing,376,1000,0.376
158,None,16,1000,0.016
158,Stubborn,40,1000,0.04
158,Uninterested,8,1000,0.008
159,Activist,60,1000,0.06
159,Careful,164,1000,0.164
159,Early adopter,6,1000,0.006
159,Fearful,109,1000,0.109
159,Homo economicus,179,1000,0.179
159,Influencer,20,1000,0.02
159,Missing,392,1000,0.392
159,None,19,1000,0.019
159,Stubborn,38,1000,0.038
159,Uninterested,13,1000,0.013
160,Activist,66,1000,0.066
160,Careful,177,1000,0.177
160,Early adopter,9,1000,0.009
160,Fearful,97,1000,0.097
160,Homo economicus,177,1000,0.177
160,Influencer,18,1000,0.018
160,Missing,388,1000,0.388
160,None,16,1000,0.016
160,Stubborn,33,1000,0.033
160,Uninterested,19,1000,0.019
161,Activist,77,1000,0.077
161,Careful,178,1000,0.178
161,Early adopter,5,1000,0.005
161,Fearful,79,1000,0.079
161,Homo economicus,183,1000,0.183
161,Influencer,21,1000,0.021
161,Missing,379,1000,0.379
161,None,13,1000,0.013
161,Stubborn,49,1000,0.049
161,Uninterested,16,1000,0.016
162,Activist,93,1000,0.093
162,Careful,190,1000,0.19
162,Early adopter,2,1000,0.002
162,Fearful,76,1000,0.076
162,Homo economicus,155,1000,0.155
162,Influencer,18,1000,0.018
162,Missing,397,1000,0.397
162,None,18,1000,0.018
162,Stubborn,39,1000,0.039
162,Uninterested,12,1000,0.012
163,Activist,78,1000,0.078
163,Careful,189,1000,0.189
163,Early adopter,5,1000,0.005
163,Fearful,86,1000,0.086
163,Homo economicus,176,1000,0.176
163,Influencer,31,1000,0.031
163,Missing,376,1000,0.376
163,None,14,1000,0.014
163,Stubborn,38,1000,0.038
163,Uninterested,7,1000,0.007
164,Activist,69,1000,0.069
