"cluster","best_match","pct_match"
"1","Fearful",64.7058823529412
"2","Early Adopter",15.7894736842105
"3","Influencer",36.3636363636364
"4","Uninterested",22.2222222222222
"5","Homo Economicus",30
"6","Careful",38.0952380952381
"7","Stubborn",26.3157894736842
