"cluster","expert_row","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered"
1,"",15,0,0,0,0
1,"Early.Adopter",15,14,7,46.6666666666667,50
1,"Fearful",15,14,11,73.3333333333333,78.5714285714286
1,"Careful",15,15,13,86.6666666666667,86.6666666666667
1,"Stubborn",15,14,12,80,85.7142857142857
1,"Influencer",15,13,4,26.6666666666667,30.7692307692308
1,"Uninterested",15,13,7,46.6666666666667,53.8461538461538
1,"Homo.Economicus",15,14,9,60,64.2857142857143
1,"8",15,14,10,66.6666666666667,71.4285714285714
2,"",15,0,0,0,0
2,"Early.Adopter",15,14,6,40,42.8571428571429
2,"Fearful",15,14,7,46.6666666666667,50
2,"Careful",15,15,8,53.3333333333333,53.3333333333333
2,"Stubborn",15,14,6,40,42.8571428571429
2,"Influencer",15,13,4,26.6666666666667,30.7692307692308
2,"Uninterested",15,13,4,26.6666666666667,30.7692307692308
2,"Homo.Economicus",15,14,6,40,42.8571428571429
2,"8",15,14,5,33.3333333333333,35.7142857142857
3,"",6,0,0,0,0
3,"Early.Adopter",6,14,4,66.6666666666667,28.5714285714286
3,"Fearful",6,14,2,33.3333333333333,14.2857142857143
3,"Careful",6,15,0,0,0
3,"Stubborn",6,14,1,16.6666666666667,7.14285714285714
3,"Influencer",6,13,5,83.3333333333333,38.4615384615385
3,"Uninterested",6,13,4,66.6666666666667,30.7692307692308
3,"Homo.Economicus",6,14,3,50,21.4285714285714
3,"8",6,14,4,66.6666666666667,28.5714285714286
4,"",15,0,0,0,0
4,"Early.Adopter",15,14,6,40,42.8571428571429
4,"Fearful",15,14,5,33.3333333333333,35.7142857142857
4,"Careful",15,15,7,46.6666666666667,46.6666666666667
4,"Stubborn",15,14,6,40,42.8571428571429
4,"Influencer",15,13,7,46.6666666666667,53.8461538461538
4,"Uninterested",15,13,6,40,46.1538461538462
4,"Homo.Economicus",15,14,5,33.3333333333333,35.7142857142857
4,"8",15,14,5,33.3333333333333,35.7142857142857
5,"",15,0,0,0,0
5,"Early.Adopter",15,14,5,33.3333333333333,35.7142857142857
5,"Fearful",15,14,5,33.3333333333333,35.7142857142857
5,"Careful",15,15,5,33.3333333333333,33.3333333333333
5,"Stubborn",15,14,5,33.3333333333333,35.7142857142857
5,"Influencer",15,13,7,46.6666666666667,53.8461538461538
5,"Uninterested",15,13,4,26.6666666666667,30.7692307692308
5,"Homo.Economicus",15,14,6,40,42.8571428571429
5,"8",15,14,5,33.3333333333333,35.7142857142857
6,"",15,0,0,0,0
6,"Early.Adopter",15,14,5,33.3333333333333,35.7142857142857
6,"Fearful",15,14,6,40,42.8571428571429
6,"Careful",15,15,8,53.3333333333333,53.3333333333333
6,"Stubborn",15,14,7,46.6666666666667,50
6,"Influencer",15,13,4,26.6666666666667,30.7692307692308
6,"Uninterested",15,13,3,20,23.0769230769231
6,"Homo.Economicus",15,14,7,46.6666666666667,50
6,"8",15,14,4,26.6666666666667,28.5714285714286
7,"",15,0,0,0,0
7,"Early.Adopter",15,14,9,60,64.2857142857143
7,"Fearful",15,14,7,46.6666666666667,50
7,"Careful",15,15,7,46.6666666666667,46.6666666666667
7,"Stubborn",15,14,7,46.6666666666667,50
7,"Influencer",15,13,5,33.3333333333333,38.4615384615385
7,"Uninterested",15,13,6,40,46.1538461538462
7,"Homo.Economicus",15,14,9,60,64.2857142857143
7,"8",15,14,8,53.3333333333333,57.1428571428571
