"D","assigned_pct","unassigned_pct"
0,0.00933067927345111,99.9906693207265
1,0.189723811893506,99.8102761881065
2,1.06369743717343,98.9363025628266
3,2.58148793232147,97.4185120676785
4,7.31525255038567,92.6847474496143
5,12.5311022642448,87.4688977357552
6,25.3048021895994,74.6951978104006
7,34.4302065190346,65.5697934809654
8,61.059965165464,38.940034834536
9,63.7814132868873,36.2185867131127
10,82.9777307788007,17.0222692211993
11,84.8811893505847,15.1188106494153
12,95.3906444389151,4.60935556108485
13,95.8633988554367,4.13660114456332
14,98.0218959940284,1.97810400597163
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
