analysis_sample,matrix_name,kmeans_prototype,kmeans_signature_size,kmeans_determinants,incremental_covered_pct,cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_determinants,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
DIEGO,matrix_32_z_abs,KM6,12,det_03_risk_profile; det_05_frugality; det_06_climate_protection; det_08_trust; det_09_safety; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_23_support; det_32_own_significance,0.4319047619046501,3.0413392857134993,EFA3,5,41.666666666666664,33.333333333333336,det_05_frugality; det_06_climate_protection; det_08_trust; det_15_self_satisfaction; det_19_wellbeing,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_08_trust; det_15_self_satisfaction; det_19_wellbeing; det_22_peer_pressure; det_28_recognition,Careful,12,6,50,50,33.333333333333336,det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_raw_0_1,KM1,15,det_01_profits; det_06_climate_protection; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,13.035267857142657,13.035267857142657,EFA5,3,20,15,det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun; det_32_own_significance,Influencer,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM2,8,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_28_recognition,24.436160714284924,37.47142857142758,EFA1,3,37.5,23.076923076923077,det_10_cost_efficiency; det_11_knowledge; det_17_adherence,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_raw_0_1,KM3,8,det_10_cost_efficiency; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,13.364404761904536,50.83583333333211,EFA2,7,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM4,13,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,10.584464285714148,61.42029761904626,EFA6,3,23.076923076923077,16.666666666666668,det_06_climate_protection; det_08_trust; det_14_environmental_concerns,det_01_profits; det_04_added_value; det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_23_support; det_25_agreement; det_32_own_significance,Influencer,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM5,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,4.709285714285559,66.12958333333182,EFA4,5,33.333333333333336,27.77777777777778,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_30_authority,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_21_rights_and_duties; det_22_peer_pressure; det_25_agreement; det_30_authority,Fearful,9,8,53.333333333333336,88.88888888888889,50,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_raw_0_1,KM6,14,det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,17.093869047618437,83.22345238095026,EFA3,5,35.714285714285715,29.41176470588235,det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance,Careful,12,9,64.28571428571429,75,52.94117647058823,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM1,9,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,66.85285714285658,66.85285714285658,EFA3,4,44.44444444444444,30.76923076923077,det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit; det_21_rights_and_duties; det_25_agreement; det_30_authority,Fearful,9,7,77.77777777777777,77.77777777777777,63.63636363636363,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM2,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,10.691964285714208,77.54482142857078,EFA6,4,50,33.333333333333336,det_11_knowledge; det_13_technical_fit; det_16_commitment; det_17_adherence,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance,Activist,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
RENOVISOR,matrix_32_pos_0_1,KM3,15,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_21_rights_and_duties; det_32_own_significance,1.806369047619024,79.35119047618981,EFA4,6,40,35.294117647058826,det_04_added_value; det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_21_rights_and_duties; det_32_own_significance,det_04_added_value; det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM4,8,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing,6.832678571428441,86.18386904761824,EFA5,6,75,60,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_17_adherence,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM5,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,3.560119047618992,89.74398809523724,EFA1,7,46.666666666666664,43.75,det_09_safety; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,det_09_safety; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun,Careful,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM6,12,det_01_profits; det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_20_coziness,5.400148809523664,95.1441369047609,EFA2,0,0,0,NA,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Homo.Economicus,9,7,58.333333333333336,77.77777777777777,50,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,matrix_32_ext_0_1,KM1,8,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,28.2990476190474,28.2990476190474,EFA3,6,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_ext_0_1,KM2,13,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,23.39122023809514,51.69026785714254,EFA6,8,61.53846153846154,61.53846153846154,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness,Fearful,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM3,15,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,5.781726190476135,57.47199404761867,EFA1,3,20,15,det_02_credit_score; det_10_cost_efficiency; det_27_fun,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_23_support; det_26_novelty; det_27_fun,Fearful,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM4,8,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing,11.027142857143147,68.49913690476183,EFA4,2,25,14.285714285714286,det_11_knowledge; det_17_adherence,det_03_risk_profile; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_18_autonomy; det_26_novelty; det_32_own_significance,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM5,12,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval,8.045059523809588,76.54419642857141,EFA2,4,33.333333333333336,25,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_25_agreement,det_04_added_value; det_07_legal; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_21_rights_and_duties; det_25_agreement,Fearful,9,5,41.666666666666664,55.55555555555556,31.25,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM6,8,det_06_climate_protection; det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_28_recognition; det_31_approval,4.10720238095239,80.65139880952381,EFA5,3,37.5,23.076923076923077,det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_z_abs,KM1,8,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,13.828988095237635,13.828988095237635,EFA4,7,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_23_support; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_z_abs,KM2,8,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_07_legal; det_09_safety; det_14_environmental_concerns; det_17_adherence; det_23_support,11.437172619047308,25.266160714284943,EFA6,6,75,60,det_04_added_value; det_06_climate_protection; det_07_legal; det_14_environmental_concerns; det_17_adherence; det_23_support,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_z_abs,KM3,15,det_02_credit_score; det_03_risk_profile; det_04_added_value; det_05_frugality; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence; det_23_support; det_25_agreement; det_27_fun; det_32_own_significance,2.959136904761789,28.225297619046735,EFA2,5,33.333333333333336,27.77777777777778,det_02_credit_score; det_07_legal; det_08_trust; det_09_safety; det_17_adherence,det_02_credit_score; det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit; det_17_adherence; det_20_coziness; det_21_rights_and_duties,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_z_abs,KM4,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_06_climate_protection; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_20_coziness; det_21_rights_and_duties; det_24_socialising; det_25_agreement; det_27_fun,4.657708333333097,32.88300595237983,EFA5,8,57.142857142857146,57.142857142857146,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_17_adherence; det_21_rights_and_duties; det_27_fun,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_17_adherence; det_21_rights_and_duties; det_27_fun,Careful,12,7,50,58.333333333333336,36.8421052631579,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_z_abs,KM5,8,det_03_risk_profile; det_05_frugality; det_09_safety; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties; det_25_agreement,0.6817559523809237,33.56476190476075,EFA1,4,50,33.333333333333336,det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties,Fearful,9,3,37.5,33.333333333333336,21.428571428571427,det_03_risk_profile; det_09_safety; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_z_abs,KM6,15,det_03_risk_profile; det_05_frugality; det_06_climate_protection; det_09_safety; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_18_autonomy; det_21_rights_and_duties; det_23_support; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,0.10744047619047171,33.67220238095123,EFA3,5,33.333333333333336,27.77777777777778,det_18_autonomy; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,det_02_credit_score; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,Careful,12,5,33.333333333333336,41.666666666666664,22.727272727272727,det_03_risk_profile; det_06_climate_protection; det_09_safety; det_12_own_competence; det_14_environmental_concerns,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_raw_0_1,KM1,13,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing,25.905803571427924,25.905803571427924,EFA3,4,30.76923076923077,23.529411764705884,det_09_safety; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing,det_09_safety; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun,Fearful,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_raw_0_1,KM2,8,det_06_climate_protection; det_10_cost_efficiency; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,17.269434523808947,43.17523809523688,EFA1,5,62.5,45.45454545454545,det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_raw_0_1,KM3,8,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,19.72315476190403,62.898392857140905,EFA4,5,62.5,45.45454545454545,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence,det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_21_rights_and_duties,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_raw_0_1,KM4,9,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,11.333869047619066,74.23226190475998,EFA6,2,22.22222222222222,13.333333333333334,det_11_knowledge; det_14_environmental_concerns,det_01_profits; det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_23_support; det_32_own_significance,Early.Adopter,6,5,55.55555555555556,83.33333333333333,50,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_29_trends,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_26_novelty; det_29_trends
WHY_EUROPE,matrix_32_raw_0_1,KM5,15,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,4.307678571428474,78.53994047618845,EFA2,2,13.333333333333334,9.523809523809524,det_13_technical_fit; det_16_commitment,det_12_own_competence; det_13_technical_fit; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_32_own_significance,Fearful,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_raw_0_1,KM6,8,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_08_trust; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_24_socialising,0.3008630952380887,78.84080357142655,EFA5,3,37.5,23.076923076923077,det_02_credit_score; det_05_frugality; det_13_technical_fit,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_08_trust; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM1,8,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,60.6752083333329,60.6752083333329,EFA2,5,62.5,45.45454545454545,det_08_trust; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_17_adherence,det_03_risk_profile; det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties,Activist,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
