analysis_sample,matrix_name,kmeans_prototype,kmeans_signature_size,kmeans_determinants,incremental_covered_pct,cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_determinants,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
LATAM,matrix_32_ext_0_1,KM3,15,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,5.583749999999792,52.4402678571409,EFA4,2,13.333333333333334,9.523809523809524,det_21_rights_and_duties; det_27_fun,det_04_added_value; det_06_climate_protection; det_07_legal; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_27_fun; det_32_own_significance,Influencer,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_ext_0_1,KM4,12,det_01_profits; det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties,21.465803571427692,73.9060714285686,EFA5,6,50,42.857142857142854,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy,Careful,12,8,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_ext_0_1,KM5,13,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval,6.3159226190473765,80.22199404761598,EFA2,1,7.6923076923076925,5,det_17_adherence,det_01_profits; det_05_frugality; det_07_legal; det_09_safety; det_14_environmental_concerns; det_17_adherence; det_26_novelty; det_32_own_significance,Influencer,5,4,30.76923076923077,80,28.571428571428573,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_ext_0_1,KM6,9,det_01_profits; det_02_credit_score; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing,3.240535714285631,83.46252976190162,EFA3,5,55.55555555555556,41.666666666666664,det_01_profits; det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing,det_01_profits; det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_32_own_significance,Fearful,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
LATAM,matrix_32_z_abs,KM1,12,det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_23_support,3.1544940476187886,3.1544940476187886,EFA1,7,58.333333333333336,53.84615384615385,det_09_safety; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness,det_09_safety; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_32_own_significance,Careful,12,7,58.333333333333336,58.333333333333336,41.1764705882353,det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_z_abs,KM2,8,det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_17_adherence; det_21_rights_and_duties; det_23_support,5.538333333332816,8.692827380951606,EFA4,4,50,33.333333333333336,det_03_risk_profile; det_05_frugality; det_09_safety; det_17_adherence,det_01_profits; det_03_risk_profile; det_05_frugality; det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
LATAM,matrix_32_z_abs,KM3,8,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_24_socialising; det_32_own_significance,1.5128273809522572,10.205654761903862,EFA3,4,50,33.333333333333336,det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
LATAM,matrix_32_z_abs,KM4,9,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_25_agreement; det_29_trends; det_32_own_significance,10.697619047618389,20.90327380952225,EFA6,4,44.44444444444444,30.76923076923077,det_21_rights_and_duties; det_23_support; det_25_agreement; det_29_trends,det_02_credit_score; det_03_risk_profile; det_12_own_competence; det_18_autonomy; det_21_rights_and_duties; det_23_support; det_25_agreement; det_29_trends,Early.Adopter,6,2,22.22222222222222,33.333333333333336,15.384615384615383,det_14_environmental_concerns; det_29_trends,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_26_novelty; det_29_trends
LATAM,matrix_32_z_abs,KM5,8,det_04_added_value; det_05_frugality; det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_20_coziness,4.835386904761501,25.73866071428375,EFA5,5,62.5,45.45454545454545,det_04_added_value; det_05_frugality; det_06_climate_protection; det_14_environmental_concerns; det_20_coziness,det_04_added_value; det_05_frugality; det_06_climate_protection; det_14_environmental_concerns; det_20_coziness; det_23_support; det_26_novelty; det_32_own_significance,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_16_commitment; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_z_abs,KM6,15,det_04_added_value; det_06_climate_protection; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_18_autonomy; det_23_support; det_24_socialising; det_25_agreement; det_26_novelty; det_29_trends; det_30_authority; det_32_own_significance,0.5763095238094755,26.314970238093224,EFA2,4,26.666666666666668,21.05263157894737,det_24_socialising; det_25_agreement; det_29_trends; det_30_authority,det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Homo.Economicus,9,5,33.333333333333336,55.55555555555556,26.31578947368421,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
DIEGO,matrix_32_raw_0_1,KM1,9,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,10.049196428569624,10.049196428569624,EFA1,4,44.44444444444444,30.76923076923077,det_01_profits; det_02_credit_score; det_05_frugality; det_28_recognition,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_18_autonomy; det_27_fun; det_28_recognition,Influencer,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_raw_0_1,KM2,10,det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_28_recognition; det_29_trends; det_31_approval; det_32_own_significance,11.741071428569349,21.790267857138968,EFA5,6,60,50,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,det_07_legal; det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_27_fun; det_32_own_significance,Activist,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,matrix_32_raw_0_1,KM3,8,det_01_profits; det_08_trust; det_17_adherence; det_22_peer_pressure; det_26_novelty; det_28_recognition; det_29_trends; det_31_approval,2.3536011904757004,24.143869047614672,EFA2,4,50,33.333333333333336,det_22_peer_pressure; det_28_recognition; det_29_trends; det_31_approval,det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,3,37.5,60,30,det_22_peer_pressure; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_raw_0_1,KM4,13,det_01_profits; det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_28_recognition; det_29_trends,1.132499999999773,25.276369047614445,EFA4,4,30.76923076923077,23.529411764705884,det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns,det_03_risk_profile; det_06_climate_protection; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_21_rights_and_duties,Careful,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_raw_0_1,KM5,15,det_04_added_value; det_06_climate_protection; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,1.8626785714281884,27.139047619042632,EFA6,6,40,35.294117647058826,det_09_safety; det_10_cost_efficiency; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun,det_09_safety; det_10_cost_efficiency; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_30_authority,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_06_climate_protection; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_raw_0_1,KM6,15,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,0.7852678571426968,27.924315476185328,EFA3,5,33.333333333333336,27.77777777777778,det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties; det_23_support,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties; det_23_support; det_25_agreement,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM1,8,det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,28.82604166666379,28.82604166666379,EFA6,6,75,60,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,det_04_added_value; det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,Activist,6,6,75,100,75,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,matrix_32_pos_0_1,KM2,15,det_04_added_value; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance,14.494791666665886,43.32083333332969,EFA3,7,46.666666666666664,43.75,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_26_novelty,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_26_novelty,Careful,12,9,60,75,50,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM3,8,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness,8.01380952380879,51.33464285713847,EFA4,5,62.5,45.45454545454545,det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_29_trends,Careful,12,6,75,50,42.857142857142854,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM4,15,det_04_added_value; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_32_own_significance,3.203184523809265,54.53782738094774,EFA1,4,26.666666666666668,21.05263157894737,det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_18_autonomy,det_01_profits; det_02_credit_score; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_18_autonomy,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM5,12,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_21_rights_and_duties; det_26_novelty; det_32_own_significance,1.2967857142856132,55.834613095233344,EFA5,5,41.666666666666664,33.333333333333336,det_04_added_value; det_07_legal; det_08_trust; det_12_own_competence; det_21_rights_and_duties,det_04_added_value; det_07_legal; det_08_trust; det_12_own_competence; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_25_agreement,Activist,6,5,41.666666666666664,83.33333333333333,38.46153846153846,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,matrix_32_pos_0_1,KM6,9,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_20_coziness; det_26_novelty; det_32_own_significance,0.910148809523734,56.74476190475709,EFA2,0,0,0,NA,det_05_frugality; det_18_autonomy; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Homo.Economicus,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
DIEGO,matrix_32_ext_0_1,KM1,9,det_10_cost_efficiency; det_11_knowledge; det_16_commitment; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval,0.9296428571426208,0.9296428571426208,EFA4,4,44.44444444444444,30.76923076923077,det_10_cost_efficiency; det_11_knowledge; det_30_authority; det_31_approval,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness; det_30_authority; det_31_approval,Influencer,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_ext_0_1,KM2,11,det_06_climate_protection; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_29_trends; det_31_approval; det_32_own_significance,1.031309523809261,1.9609523809518823,EFA2,4,36.36363636363637,26.666666666666668,det_22_peer_pressure; det_24_socialising; det_29_trends; det_32_own_significance,det_08_trust; det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_32_own_significance,Influencer,5,4,36.36363636363637,80,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_ext_0_1,KM3,13,det_02_credit_score; det_04_added_value; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority,0.5369047619046247,2.4978571428565077,EFA3,4,30.76923076923077,23.529411764705884,det_02_credit_score; det_14_environmental_concerns; det_25_agreement; det_30_authority,det_01_profits; det_02_credit_score; det_05_frugality; det_07_legal; det_12_own_competence; det_14_environmental_concerns; det_25_agreement; det_30_authority,Careful,12,5,38.46153846153846,41.666666666666664,25,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_ext_0_1,KM4,15,det_02_credit_score; det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_31_approval,0.2686309523808841,2.7664880952373916,EFA5,4,26.666666666666668,21.05263157894737,det_02_credit_score; det_04_added_value; det_13_technical_fit; det_23_support,det_02_credit_score; det_03_risk_profile; det_04_added_value; det_13_technical_fit; det_18_autonomy; det_23_support; det_25_agreement; det_26_novelty,Careful,12,7,46.666666666666664,58.333333333333336,35,det_02_credit_score; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_ext_0_1,KM5,8,det_02_credit_score; det_06_climate_protection; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_22_peer_pressure; det_30_authority; det_32_own_significance,0.45931547619035895,3.22580357142775,EFA6,4,50,33.333333333333336,det_02_credit_score; det_06_climate_protection; det_17_adherence; det_20_coziness,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_09_safety; det_17_adherence; det_20_coziness; det_23_support; det_27_fun,Uninterested,6,3,37.5,50,27.272727272727273,det_20_coziness; det_22_peer_pressure; det_30_authority,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_30_authority
DIEGO,matrix_32_ext_0_1,KM6,12,det_05_frugality; det_09_safety; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_23_support; det_24_socialising; det_25_agreement; det_29_trends; det_32_own_significance,0.6616071428569741,3.887410714284724,EFA1,6,50,42.857142857142854,det_16_commitment; det_19_wellbeing; det_23_support; det_25_agreement; det_29_trends; det_32_own_significance,det_01_profits; det_16_commitment; det_19_wellbeing; det_21_rights_and_duties; det_23_support; det_25_agreement; det_29_trends; det_32_own_significance,Early.Adopter,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_29_trends,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_26_novelty; det_29_trends
DIEGO,matrix_32_z_abs,KM1,9,det_04_added_value; det_05_frugality; det_10_cost_efficiency; det_16_commitment; det_22_peer_pressure; det_23_support; det_25_agreement; det_28_recognition; det_29_trends,0.5948511904760363,0.5948511904760363,EFA4,3,33.333333333333336,21.428571428571427,det_10_cost_efficiency; det_22_peer_pressure; det_29_trends,det_03_risk_profile; det_07_legal; det_10_cost_efficiency; det_12_own_competence; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_29_trends,Influencer,5,2,22.22222222222222,40,16.666666666666668,det_22_peer_pressure; det_28_recognition,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_z_abs,KM2,8,det_08_trust; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence; det_24_socialising; det_29_trends; det_30_authority; det_31_approval,0.5521130952379523,1.1469642857139886,EFA6,3,37.5,23.076923076923077,det_08_trust; det_29_trends; det_30_authority,det_03_risk_profile; det_08_trust; det_18_autonomy; det_20_coziness; det_26_novelty; det_27_fun; det_29_trends; det_30_authority,Activist,6,3,37.5,50,27.272727272727273,det_08_trust; det_14_environmental_concerns; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,matrix_32_z_abs,KM3,9,det_07_legal; det_11_knowledge; det_12_own_competence; det_20_coziness; det_23_support; det_24_socialising; det_29_trends; det_30_authority; det_31_approval,0.7152976190474348,1.8622619047614235,EFA2,5,55.55555555555556,41.666666666666664,det_07_legal; det_11_knowledge; det_12_own_competence; det_29_trends; det_31_approval,det_04_added_value; det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_28_recognition; det_29_trends; det_31_approval,Influencer,5,3,33.333333333333336,60,27.272727272727273,det_11_knowledge; det_24_socialising; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_z_abs,KM4,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_20_coziness; det_21_rights_and_duties; det_26_novelty; det_27_fun; det_32_own_significance,0.2158630952380398,2.078124999999463,EFA1,5,35.714285714285715,29.41176470588235,det_01_profits; det_05_frugality; det_07_legal; det_20_coziness; det_27_fun,det_01_profits; det_05_frugality; det_07_legal; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_27_fun; det_30_authority,Careful,12,6,42.857142857142854,50,30,det_02_credit_score; det_03_risk_profile; det_08_trust; det_12_own_competence; det_14_environmental_concerns; det_16_commitment,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_z_abs,KM5,9,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_18_autonomy; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition,0.5313095238093862,2.609434523808849,EFA5,3,33.333333333333336,21.428571428571427,det_02_credit_score; det_06_climate_protection; det_25_agreement,det_02_credit_score; det_06_climate_protection; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_25_agreement,Influencer,5,3,33.333333333333336,60,27.272727272727273,det_22_peer_pressure; det_24_socialising; det_28_recognition,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
