analysis_sample,matrix_name,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
WHY_EUROPE,matrix_32_ext_0_1,KM2,EFA2,50,12,8,6,50,75,42.857142857142854,det_07_legal; det_09_safety; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_ext_0_1,KM3,EFA5,22.22222222222222,9,8,2,22.22222222222222,25,13.333333333333334,det_02_credit_score; det_10_cost_efficiency
WHY_EUROPE,matrix_32_ext_0_1,KM4,EFA6,33.333333333333336,9,8,3,33.333333333333336,37.5,21.428571428571427,det_22_peer_pressure; det_23_support; det_25_agreement
WHY_EUROPE,matrix_32_ext_0_1,KM5,EFA1,23.076923076923077,13,8,3,23.076923076923077,37.5,16.666666666666668,det_07_legal; det_21_rights_and_duties; det_27_fun
WHY_EUROPE,matrix_32_ext_0_1,KM6,EFA4,50,10,8,5,50,62.5,38.46153846153846,det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,matrix_32_z_abs,KM1,EFA4,50,14,8,7,50,87.5,46.666666666666664,det_01_profits; det_04_added_value; det_05_frugality; det_09_safety; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_EUROPE,matrix_32_z_abs,KM2,EFA3,50,8,8,4,50,50,33.333333333333336,det_03_risk_profile; det_08_trust; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_z_abs,KM3,EFA6,20,15,8,3,20,37.5,15,det_11_knowledge; det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_z_abs,KM4,EFA5,25,8,8,2,25,25,14.285714285714286,det_05_frugality; det_12_own_competence
WHY_EUROPE,matrix_32_z_abs,KM5,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_02_credit_score; det_13_technical_fit; det_16_commitment; det_17_adherence; det_32_own_significance
WHY_EUROPE,matrix_32_z_abs,KM6,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_03_risk_profile; det_13_technical_fit; det_23_support
WHY_LATAM,matrix_32_raw_0_1,KM1,EFA6,58.333333333333336,12,8,7,58.333333333333336,87.5,53.84615384615385,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_raw_0_1,KM2,EFA2,13.333333333333334,15,8,2,13.333333333333334,25,9.523809523809524,det_13_technical_fit; det_16_commitment
WHY_LATAM,matrix_32_raw_0_1,KM3,EFA5,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing
WHY_LATAM,matrix_32_raw_0_1,KM4,EFA4,44.44444444444444,9,8,4,44.44444444444444,50,30.76923076923077,det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
WHY_LATAM,matrix_32_raw_0_1,KM5,EFA3,37.5,8,8,3,37.5,37.5,23.076923076923077,det_07_legal; det_11_knowledge; det_21_rights_and_duties
WHY_LATAM,matrix_32_raw_0_1,KM6,EFA1,8.333333333333334,12,8,1,8.333333333333334,12.5,5.2631578947368425,det_18_autonomy
WHY_LATAM,matrix_32_pos_0_1,KM1,EFA5,42.857142857142854,14,8,6,42.857142857142854,75,37.5,det_01_profits; det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_LATAM,matrix_32_pos_0_1,KM2,EFA4,50,12,8,6,50,75,42.857142857142854,det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_17_adherence; det_21_rights_and_duties
WHY_LATAM,matrix_32_pos_0_1,KM3,EFA1,87.5,8,8,7,87.5,87.5,77.77777777777777,det_01_profits; det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_LATAM,matrix_32_pos_0_1,KM4,EFA2,0,13,8,0,0,0,0,NA
WHY_LATAM,matrix_32_pos_0_1,KM5,EFA6,12.5,8,8,1,12.5,12.5,6.666666666666667,det_25_agreement
WHY_LATAM,matrix_32_pos_0_1,KM6,EFA3,41.666666666666664,12,8,5,41.666666666666664,62.5,33.333333333333336,det_06_climate_protection; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance
WHY_LATAM,matrix_32_ext_0_1,KM1,EFA2,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_ext_0_1,KM2,EFA3,50,8,8,4,50,50,33.333333333333336,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence
WHY_LATAM,matrix_32_ext_0_1,KM3,EFA1,13.333333333333334,15,8,2,13.333333333333334,25,9.523809523809524,det_21_rights_and_duties; det_27_fun
WHY_LATAM,matrix_32_ext_0_1,KM4,EFA4,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
WHY_LATAM,matrix_32_ext_0_1,KM5,EFA5,20,15,8,3,20,37.5,15,det_09_safety; det_15_self_satisfaction; det_19_wellbeing
WHY_LATAM,matrix_32_ext_0_1,KM6,EFA6,11.11111111111111,9,8,1,11.11111111111111,12.5,6.25,det_17_adherence
WHY_LATAM,matrix_32_z_abs,KM1,EFA3,58.333333333333336,12,8,7,58.333333333333336,87.5,53.84615384615385,det_09_safety; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_LATAM,matrix_32_z_abs,KM2,EFA2,50,8,8,4,50,50,33.333333333333336,det_03_risk_profile; det_05_frugality; det_09_safety; det_17_adherence
WHY_LATAM,matrix_32_z_abs,KM3,EFA1,55.55555555555556,9,8,5,55.55555555555556,62.5,41.666666666666664,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_23_support; det_32_own_significance
WHY_LATAM,matrix_32_z_abs,KM4,EFA5,12.5,8,8,1,12.5,12.5,6.666666666666667,det_24_socialising
WHY_LATAM,matrix_32_z_abs,KM5,EFA4,75,8,8,6,75,75,60,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy
WHY_LATAM,matrix_32_z_abs,KM6,EFA6,46.666666666666664,15,8,7,46.666666666666664,87.5,43.75,det_02_credit_score; det_03_risk_profile; det_12_own_competence; det_21_rights_and_duties; det_23_support; det_25_agreement; det_29_trends
