"archetype_id","cluster"
2662,1
2663,1
2664,1
2665,1
2669,1
2670,1
2671,1
2672,1
2674,1
2675,1
2683,1
2685,1
2689,1
2690,1
2691,1
2692,1
2695,1
2697,1
2702,1
2707,1
2708,1
2710,1
2711,1
2720,1
2723,1
2724,1
2726,1
2730,1
2740,1
2741,1
2743,1
2750,1
2754,1
2757,1
2759,1
2760,1
2766,1
2767,1
2769,1
2770,1
2771,1
2772,1
2773,1
2778,1
2779,1
2781,1
2783,1
2791,1
2794,1
2795,1
2796,1
2799,1
2801,1
2802,1
2805,1
2806,1
2811,1
2813,1
2814,1
2815,1
2817,1
2825,1
2828,1
2830,1
2831,1
2833,1
2836,1
2837,1
2839,1
2843,1
2844,1
2845,1
2847,1
2848,1
2850,1
2851,1
2859,1
2863,1
2864,1
2865,1
2866,1
2873,1
2875,1
2877,1
2878,1
2884,1
2885,1
2887,1
2888,1
2892,1
2893,1
2896,1
2898,1
2901,1
2902,1
2903,1
2904,1
2911,1
2913,1
2917,1
2919,1
2920,1
2921,1
2923,1
2926,1
2928,1
2929,1
2931,1
2932,1
2933,1
2935,1
2936,1
2939,1
2945,1
2949,1
2950,1
2953,1
2955,1
2957,1
2958,1
2961,1
2967,1
2972,1
2973,1
2977,1
2978,1
2979,1
2980,1
2982,1
2984,1
2985,1
2986,1
2998,1
3001,1
3007,1
3008,1
3010,1
3011,1
3013,1
3016,1
3019,1
3026,1
3032,1
3036,1
3037,1
3038,1
3039,1
3040,1
3049,1
3052,1
3053,1
3058,1
3061,1
3062,1
3064,1
3067,1
3068,1
3073,1
3074,1
3075,1
3076,1
3082,1
3089,1
3100,1
3101,1
3105,1
3107,1
3108,1
3109,1
3110,1
3111,1
3112,1
3113,1
3122,1
3123,1
3124,1
3125,1
3126,1
3128,1
3131,1
3133,1
3134,1
3136,1
3138,1
3139,1
3148,1
3150,1
3153,1
3154,1
3159,1
3160,1
3161,1
3162,1
3165,1
3166,1
3167,1
3168,1
3170,1
3175,1
3176,1
3177,1
3179,1
3182,1
3184,1
3185,1
3186,1
3188,1
3190,1
3193,1
3196,1
3198,1
3205,1
3207,1
3208,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3232,1
3233,1
3234,1
3237,1
3240,1
3241,1
3242,1
3245,1
3248,1
3249,1
3253,1
3255,1
3258,1
3261,1
3264,1
3267,1
3270,1
3271,1
3275,1
3276,1
3279,1
3280,1
3282,1
3283,1
3286,1
3288,1
3289,1
3293,1
3294,1
3296,1
3298,1
3302,1
3303,1
3304,1
3306,1
3308,1
3309,1
3311,1
3312,1
3313,1
3314,1
3329,1
3332,1
3334,1
3335,1
3339,1
3341,1
3342,1
3345,1
3352,1
3355,1
3356,1
3358,1
3361,1
3363,1
3370,1
3376,1
3378,1
3379,1
3380,1
3381,1
3383,1
3388,1
3394,1
3397,1
3398,1
3399,1
3404,1
3405,1
3406,1
3411,1
3412,1
3413,1
3414,1
3415,1
3417,1
3420,1
3426,1
3427,1
3429,1
3430,1
3432,1
3433,1
3435,1
3436,1
3437,1
3445,1
3449,1
3450,1
3453,1
3457,1
3458,1
3463,1
3464,1
3466,1
3467,1
3473,1
3474,1
3479,1
3481,1
3486,1
3487,1
3488,1
3494,1
3496,1
3499,1
3504,1
3508,1
3509,1
3510,1
3511,1
3514,1
3515,1
3516,1
3518,1
3519,1
3521,1
3522,1
3525,1
3527,1
3530,1
3533,1
3534,1
3536,1
3543,1
3544,1
3547,1
3548,1
3551,1
3553,1
3557,1
3558,1
3560,1
3562,1
3564,1
3566,1
3568,1
3572,1
3573,1
3580,1
3582,1
3583,1
3584,1
3586,1
3589,1
3591,1
3592,1
3593,1
3596,1
3597,1
3598,1
3601,1
3602,1
3603,1
3604,1
3608,1
3615,1
3618,1
3620,1
3621,1
3625,1
3631,1
3632,1
3633,1
3638,1
3641,1
3642,1
3645,1
3650,1
3655,1
3658,1
3663,1
3664,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3675,1
3676,1
3680,1
3682,1
3688,1
3689,1
3692,1
3693,1
3696,1
3698,1
3699,1
3702,1
3704,1
3705,1
3710,1
3716,1
3718,1
3719,1
3722,1
3723,1
3728,1
3729,1
3730,1
3733,1
3740,1
3745,1
3747,1
3748,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3757,1
3758,1
3760,1
3763,1
3764,1
3768,1
3770,1
3773,1
3781,1
3782,1
3784,1
3787,1
3790,1
3791,1
3793,1
3795,1
3801,1
3802,1
3804,1
3806,1
3808,1
3813,1
3816,1
3817,1
3819,1
3820,1
3824,1
3827,1
3828,1
3830,1
3831,1
3832,1
3833,1
3834,1
3836,1
3837,1
3838,1
3840,1
3841,1
3844,1
3845,1
3846,1
3849,1
3857,1
3863,1
3864,1
3866,1
3869,1
3876,1
3879,1
3881,1
3882,1
3884,1
3885,1
3888,1
3890,1
3895,1
3896,1
3897,1
3899,1
3901,1
3904,1
3905,1
3906,1
3918,1
3927,1
3929,1
3930,1
3949,1
3950,1
3951,1
3953,1
3955,1
3956,1
3957,1
3962,1
3963,1
3964,1
3965,1
3973,1
3979,1
3980,1
3984,1
3985,1
3988,1
3989,1
3990,1
3991,1
3993,1
3994,1
3995,1
3997,1
4005,1
4006,1
4011,1
4012,1
4015,1
4016,1
4021,1
4025,1
4026,1
4029,1
4031,1
4032,1
4035,1
4041,1
4043,1
4045,1
4049,1
4050,1
4052,1
4055,1
4058,1
4059,1
4060,1
4071,1
4074,1
4077,1
4080,1
4084,1
4085,1
4086,1
4090,1
4091,1
4093,1
4094,1
4100,1
4103,1
4104,1
4106,1
4109,1
4115,1
4117,1
4126,1
4127,1
4133,1
4134,1
4135,1
4136,1
4138,1
4140,1
4141,1
4142,1
4143,1
4147,1
4151,1
4152,1
4155,1
4157,1
4158,1
4164,1
4171,1
4172,1
4173,1
4174,1
4181,1
4182,1
4185,1
4186,1
4190,1
4191,1
4192,1
4195,1
4196,1
4197,1
4198,1
4199,1
4200,1
4205,1
4206,1
4207,1
4211,1
4213,1
4215,1
4216,1
4224,1
4225,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,1
4239,1
4240,1
4244,1
4245,1
4247,1
4248,1
4249,1
4252,1
4259,1
4261,1
4262,1
4265,1
4266,1
4269,1
4270,1
4272,1
4274,1
4276,1
4277,1
4278,1
4280,1
4287,1
4290,1
4291,1
4292,1
4295,1
4298,1
4299,1
4300,1
4302,1
4303,1
4305,1
4306,1
4309,1
4313,1
4316,1
4321,1
4323,1
4328,1
4335,1
4339,1
4341,1
4342,1
4347,1
4349,1
4350,1
4351,1
4352,1
4356,1
4358,1
4361,1
4362,1
4365,1
4367,1
4370,1
4372,1
4373,1
4375,1
4376,1
4377,1
4378,1
4386,1
4387,1
4392,1
4393,1
4394,1
4395,1
4397,1
4398,1
4399,1
4401,1
4402,1
4403,1
4406,1
4408,1
4410,1
4414,1
4419,1
4422,1
4424,1
4431,1
4433,1
4434,1
4435,1
4439,1
4441,1
4443,1
4448,1
4451,1
4454,1
4455,1
4456,1
4457,1
4458,1
4463,1
4464,1
4467,1
4468,1
4469,1
4475,1
4476,1
4477,1
4478,1
4479,1
4480,1
4482,1
4483,1
4485,1
4489,1
4490,1
4491,1
4494,1
4496,1
4499,1
4501,1
4507,1
4510,1
4511,1
4513,1
4516,1
4518,1
4525,1
4526,1
4527,1
4528,1
4531,1
4532,1
4538,1
4539,1
4547,1
4548,1
4549,1
4552,1
4553,1
4554,1
4557,1
4558,1
4559,1
4560,1
4564,1
4567,1
4575,1
4579,1
4581,1
4582,1
4585,1
4587,1
4593,1
4594,1
4595,1
4597,1
4603,1
4604,1
4607,1
4610,1
4611,1
4615,1
4618,1
4622,1
4623,1
4624,1
4627,1
4628,1
4631,1
4632,1
4634,1
4635,1
4636,1
4639,1
4641,1
4644,1
4645,1
4648,1
4654,1
4655,1
4659,1
4661,1
4663,1
4670,1
4673,1
4676,1
4682,1
4684,1
4687,1
4689,1
4692,1
4697,1
4698,1
4703,1
4705,1
4712,1
4713,1
4714,1
4715,1
4717,1
4718,1
4719,1
4720,1
4724,1
4726,1
4729,1
4733,1
4736,1
4741,1
4744,1
4747,1
4751,1
4757,1
4762,1
4765,1
4768,1
4770,1
4774,1
4778,1
4780,1
4783,1
4784,1
4785,1
4787,1
4789,1
4790,1
4794,1
4795,1
4796,1
4798,1
4800,1
4803,1
4806,1
4808,1
4815,1
4818,1
4819,1
4820,1
4823,1
4824,1
4825,1
4827,1
4830,1
4832,1
4838,1
4842,1
4845,1
4848,1
4849,1
4853,1
4855,1
4856,1
4862,1
4865,1
4870,1
4876,1
4880,1
4881,1
4882,1
4886,1
4888,1
4890,1
4891,1
4893,1
4894,1
4896,1
4897,1
4898,1
4899,1
4904,1
4906,1
4907,1
4914,1
4917,1
4918,1
4922,1
4923,1
4926,1
4927,1
4928,1
4929,1
4930,1
4931,1
4933,1
4934,1
4937,1
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4947,1
4949,1
4959,1
4960,1
4961,1
4962,1
4964,1
4965,1
4966,1
4968,1
4971,1
4972,1
4974,1
4977,1
4982,1
4983,1
4986,1
4987,1
4989,1
4993,1
4994,1
4995,1
4997,1
5000,1
5002,1
5003,1
5005,1
5010,1
5012,1
5019,1
5021,1
5022,1
5023,1
5026,1
5027,1
5029,1
5031,1
5033,1
5039,1
5040,1
5044,1
5046,1
5049,1
5050,1
5052,1
5053,1
5054,1
5055,1
5056,1
5057,1
5063,1
5068,1
5072,1
5073,1
5076,1
5077,1
5080,1
5082,1
5084,1
5086,1
5095,1
5099,1
5100,1
5101,1
5103,1
5107,1
5111,1
5112,1
5113,1
5115,1
5117,1
5118,1
5121,1
5122,1
5125,1
5126,1
5129,1
5130,1
5131,1
5133,1
5134,1
5136,1
5137,1
5138,1
5140,1
5145,1
5146,1
5147,1
5153,1
5154,1
5156,1
5162,1
5163,1
5166,1
5176,1
5180,1
5181,1
5186,1
5187,1
5189,1
5190,1
5191,1
5196,1
5199,1
5203,1
5204,1
5209,1
5211,1
5214,1
5218,1
5228,1
5229,1
5230,1
5231,1
5232,1
5233,1
5236,1
5241,1
5245,1
5247,1
5251,1
5253,1
5255,1
5260,1
5262,1
5267,1
5270,1
5272,1
5273,1
5275,1
5276,1
5278,1
5283,1
5285,1
5287,1
5294,1
5295,1
5299,1
5300,1
5303,1
5304,1
5306,1
5307,1
5308,1
5309,1
5313,1
5318,1
5320,1
5327,1
5329,1
5330,1
5332,1
5334,1
5335,1
5337,1
5339,1
5344,1
5345,1
5350,1
5351,1
5352,1
5358,1
5359,1
5363,1
5364,1
5365,1
5369,1
5371,1
5372,1
5373,1
5375,1
5384,1
5386,1
5395,1
5396,1
5397,1
5398,1
5401,1
5402,1
5405,1
5406,1
5411,1
5417,1
5421,1
5422,1
5424,1
5425,1
5428,1
5436,1
5437,1
5438,1
5441,1
5443,1
5447,1
5449,1
5451,1
5452,1
5453,1
5456,1
5457,1
5458,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5470,1
5475,1
5476,1
5478,1
5479,1
5484,1
5490,1
5492,1
5495,1
5502,1
5504,1
5505,1
5508,1
5511,1
5513,1
5514,1
5516,1
5524,1
5525,1
5527,1
5528,1
5531,1
5532,1
5534,1
5535,1
5536,1
5537,1
5542,1
5544,1
5545,1
5547,1
5549,1
5555,1
5556,1
5557,1
5561,1
5562,1
5564,1
5565,1
5568,1
5571,1
5578,1
5583,1
5585,1
5586,1
5587,1
5589,1
5593,1
5595,1
5598,1
5600,1
5604,1
5610,1
5612,1
5615,1
5616,1
5619,1
5621,1
5622,1
5623,1
5624,1
5625,1
5626,1
5629,1
5631,1
5635,1
5638,1
5641,1
5643,1
5647,1
5648,1
5651,1
5654,1
5658,1
5662,1
5663,1
5664,1
5665,1
5667,1
5669,1
5670,1
5672,1
5674,1
5675,1
5678,1
5679,1
5681,1
5682,1
5683,1
5684,1
5685,1
5687,1
5692,1
5695,1
5696,1
5697,1
5698,1
5701,1
5704,1
5712,1
5713,1
5715,1
5716,1
5720,1
5725,1
5726,1
5727,1
5728,1
5730,1
5733,1
5734,1
5740,1
5741,1
5742,1
5746,1
5750,1
5751,1
5755,1
5759,1
5764,1
5765,1
5767,1
5768,1
5773,1
5775,1
5776,1
5777,1
5778,1
5780,1
5781,1
5782,1
5790,1
5792,1
5793,1
5796,1
5797,1
5799,1
5801,1
5804,1
5808,1
5810,1
5814,1
5821,1
5826,1
5827,1
5828,1
5829,1
5832,1
5837,1
5838,1
5842,1
5844,1
5846,1
5848,1
5849,1
5852,1
5853,1
5855,1
5856,1
5859,1
5861,1
5862,1
5867,1
5868,1
5874,1
5875,1
5876,1
5877,1
5878,1
5882,1
5891,1
5892,1
5893,1
5894,1
5896,1
5897,1
5899,1
5901,1
5903,1
5905,1
5911,1
5912,1
5915,1
5919,1
5920,1
5921,1
5923,1
5927,1
5928,1
5933,1
5938,1
5942,1
5946,1
5949,1
5950,1
5951,1
5952,1
5954,1
5956,1
5957,1
5959,1
5965,1
5967,1
5971,1
5972,1
5973,1
5974,1
5975,1
5981,1
5984,1
5985,1
5990,1
5992,1
5993,1
5995,1
5997,1
5999,1
6006,1
6008,1
6011,1
6012,1
6014,1
6016,1
6021,1
6028,1
6029,1
6034,1
6036,1
6037,1
6041,1
6043,1
6044,1
6045,1
6046,1
6055,1
6057,1
6058,1
6061,1
6062,1
6064,1
6066,1
6067,1
6068,1
6069,1
6070,1
6072,1
6073,1
6074,1
6075,1
6076,1
6077,1
6079,1
6081,1
6082,1
6084,1
6085,1
6089,1
6091,1
6101,1
6103,1
6105,1
6108,1
6116,1
6119,1
6121,1
6124,1
6125,1
6126,1
6127,1
6128,1
6129,1
6130,1
6133,1
6136,1
6137,1
6138,1
6149,1
6153,1
6157,1
6160,1
6161,1
6162,1
6163,1
6165,1
6168,1
6169,1
6172,1
6176,1
6180,1
6181,1
6182,1
6183,1
6184,1
6185,1
6186,1
6187,1
6188,1
6190,1
6193,1
6198,1
6202,1
6203,1
6205,1
6208,1
6209,1
6212,1
6215,1
6217,1
6218,1
6225,1
6230,1
6237,1
6241,1
6246,1
6249,1
6250,1
6251,1
6254,1
6255,1
6256,1
6257,1
6260,1
6261,1
6266,1
6267,1
6270,1
6278,1
6282,1
6283,1
6287,1
6290,1
6294,1
6297,1
6298,1
6299,1
6303,1
6306,1
6308,1
6317,1
6318,1
6321,1
6322,1
6325,1
6326,1
6331,1
6332,1
6334,1
6336,1
6338,1
6339,1
6341,1
6356,1
6358,1
6359,1
6362,1
6365,1
6366,1
6370,1
6374,1
6375,1
6378,1
6379,1
6380,1
6381,1
6383,1
6384,1
6388,1
6394,1
6395,1
6396,1
6398,1
6399,1
6403,1
6411,1
6414,1
6417,1
6418,1
6421,1
6422,1
6423,1
6424,1
6429,1
6435,1
6437,1
6439,1
6440,1
6446,1
6447,1
6451,1
6455,1
6458,1
6460,1
6461,1
6462,1
6463,1
6464,1
6468,1
6477,1
6482,1
6483,1
6485,1
6486,1
6487,1
6492,1
6493,1
6495,1
6497,1
6498,1
6501,1
6503,1
6504,1
6507,1
6509,1
6514,1
6515,1
6519,1
6520,1
6522,1
6523,1
6526,1
6527,1
6528,1
6531,1
6534,1
6539,1
6540,1
6542,1
6543,1
6544,1
6545,1
6547,1
6550,1
6553,1
6558,1
6560,1
6561,1
6565,1
6566,1
6568,1
6570,1
6571,1
6572,1
6574,1
6576,1
6577,1
6578,1
6580,1
6583,1
6587,1
6589,1
6595,1
6596,1
6601,1
6603,1
6606,1
6609,1
6611,1
6612,1
6615,1
6617,1
6620,1
6629,1
6635,1
6637,1
6641,1
6642,1
6645,1
6647,1
6648,1
6653,1
6657,1
6658,1
6660,1
6666,1
6667,1
6671,1
6673,1
6676,1
6680,1
6688,1
6689,1
6691,1
6693,1
6694,1
6695,1
6696,1
6702,1
6703,1
6705,1
6708,1
6709,1
6711,1
6712,1
6713,1
6714,1
6721,1
6724,1
6725,1
6726,1
6730,1
6734,1
6735,1
6740,1
6743,1
6750,1
6751,1
6752,1
6756,1
6760,1
6761,1
6763,1
6765,1
6766,1
6774,1
6775,1
6776,1
6777,1
6782,1
6784,1
6785,1
6786,1
6788,1
6789,1
6790,1
6791,1
6792,1
6793,1
6796,1
6799,1
6800,1
6801,1
6802,1
6804,1
6807,1
6808,1
6809,1
6811,1
6812,1
6813,1
6815,1
6818,1
6819,1
6820,1
6826,1
6827,1
6831,1
6840,1
6841,1
6843,1
6846,1
6847,1
6848,1
6849,1
6850,1
6851,1
6852,1
6853,1
6857,1
6858,1
6860,1
6865,1
6866,1
6869,1
6870,1
6872,1
6874,1
6875,1
6876,1
6880,1
6882,1
6883,1
6884,1
6889,1
6893,1
6894,1
6895,1
6897,1
6899,1
6902,1
6903,1
6904,1
6909,1
6911,1
6915,1
6916,1
6918,1
6922,1
6923,1
6924,1
6925,1
6930,1
6931,1
6938,1
6939,1
6941,1
6942,1
6944,1
6945,1
6946,1
6947,1
6948,1
6949,1
6950,1
6951,1
6952,1
6958,1
6961,1
6966,1
6969,1
6971,1
6979,1
6981,1
6982,1
6988,1
6991,1
6994,1
6995,1
6998,1
7000,1
7002,1
7010,1
7012,1
7013,1
7020,1
7026,1
7028,1
7029,1
7035,1
7036,1
7038,1
7039,1
7041,1
7044,1
7046,1
7047,1
7050,1
7051,1
7055,1
7056,1
7057,1
7058,1
7059,1
7064,1
7065,1
7066,1
7071,1
7074,1
7078,1
7081,1
7085,1
7086,1
7087,1
7088,1
7089,1
7092,1
7098,1
7100,1
7101,1
7103,1
7104,1
7107,1
7108,1
7112,1
7113,1
7115,1
7116,1
7118,1
7119,1
7122,1
7125,1
7127,1
7128,1
7129,1
7130,1
7132,1
7133,1
7137,1
