"D","assigned_pct","unassigned_pct"
0,0.0166223404255319,99.9833776595745
1,0.132978723404255,99.8670212765958
2,2.30496453900709,97.6950354609929
3,3.45190602836879,96.5480939716312
4,24.1633421985816,75.8366578014184
5,26.0416666666667,73.9583333333333
6,56.7597517730497,43.2402482269504
7,57.7792553191489,42.2207446808511
8,80.396719858156,19.603280141844
9,81.7209663120567,18.2790336879433
10,93.855274822695,6.14472517730496
11,94.5589539007092,5.44104609929078
12,97.5454343971631,2.45456560283688
13,97.9776152482269,2.02238475177305
14,99.3628102836879,0.637189716312057
15,99.4736258865248,0.526374113475177
16,99.9612145390071,0.0387854609929078
17,99.927969858156,0.0720301418439716
18,100,0
19,100,0
20,100,0
