"D","assigned_pct","unassigned_pct"
2,4.66423904894506,95.3357609510549
4,42.5136553496841,57.4863446503159
6,72.6678804755275,27.3321195244725
8,86.1143836350005,13.8856163649995
10,97.2957052586484,2.70429474135161
12,99.6197922244832,0.380207775516761
14,100,0
16,100,0
18,100,0
20,100,0
