Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
633d3ecbd6d5f7439e5ff65f,5c8bafb53b6f3d00013d7c30,APPROVED,2022-10-05T08:26:04.008000Z,2022-10-05T08:48:24Z,2022-10-05T13:41:05.953000Z,2022-10-05T08:48:24.441322Z,1340.0,CYDMOCQ1,934,1.0,100.0,32,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3edb0637ba63518105e5,615442a6a026ee7537bdb8a3,APPROVED,2022-10-05T08:22:51.725000Z,2022-10-05T08:46:45.724000Z,2022-10-05T13:41:06.066000Z,2022-10-05T08:46:46.192261Z,1434.0,CYDMOCQ1,210,2.0,100.0,27,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Full-Time,
633d3ee08d3cfc9c569c5896,60ba101202b7fd117c0f3b94,APPROVED,2022-10-05T08:22:56.519000Z,2022-10-05T08:58:29.067000Z,2022-10-05T13:41:06.179000Z,2022-10-05T08:58:29.490694Z,2133.0,CYDMOCQ1,194,1.0,100.0,28,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time,
633d3ee956251efab1ac85b3,5f338ba6ea047119dbd6e49e,APPROVED,2022-10-05T08:23:22.835000Z,2022-10-05T08:48:55.299000Z,2022-10-05T13:41:06.290000Z,2022-10-05T08:48:55.687412Z,1533.0,CYDMOCQ1,257,0.0,100.0,27,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3eee56251efab1ac85b4,608c2248d5c0b94f0edb968a,APPROVED,2022-10-05T08:23:10.027000Z,2022-10-05T08:49:01.588000Z,2022-10-05T13:41:06.397000Z,2022-10-05T08:49:02.261166Z,1552.0,CYDMOCQ1,208,3.0,99.0,25,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3eef1e85e6ae885dc273,5b930339301eda0001ba2446,APPROVED,2022-10-05T08:23:11.762000Z,2022-10-05T08:44:52.176000Z,2022-10-05T13:41:06.503000Z,2022-10-05T08:44:52.583212Z,1301.0,CYDMOCQ1,434,7.0,98.0,36,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3efdf4be0a7dd50dce3f,5d3873197860c8001a106e02,APPROVED,2022-10-05T08:23:54.521000Z,2022-10-05T08:53:41.637000Z,2022-10-05T13:41:06.611000Z,2022-10-05T08:53:42.069755Z,1788.0,CYDMOCQ1,659,1.0,100.0,32,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f00eb46d3f098e595db,5f325435f0fc671a7434cabe,APPROVED,2022-10-05T08:23:28.905000Z,2022-10-05T08:54:12.708000Z,2022-10-05T13:41:06.715000Z,2022-10-05T08:54:13.101788Z,1844.0,CYDMOCQ1,223,0.0,100.0,26,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f0c8ed5e8e913fe4f58,54affe30fdf99b71c5514d30,APPROVED,2022-10-05T08:23:40.359000Z,2022-10-05T08:44:12.912000Z,2022-10-05T13:41:06.819000Z,2022-10-05T08:44:13.365427Z,1233.0,CYDMOCQ1,691,0.0,100.0,32,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f0f61f6930ad63645b0,5d7df958cb6cf00001399929,APPROVED,2022-10-05T08:23:43.269000Z,2022-10-05T08:48:25.968000Z,2022-10-05T13:41:06.926000Z,2022-10-05T08:48:26.326592Z,1483.0,CYDMOCQ1,419,2.0,100.0,41,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f14fdd1134e125dc285,5f0c995fb3b906653518cc76,APPROVED,2022-10-05T08:23:48.204000Z,2022-10-05T08:41:00.552000Z,2022-10-05T13:41:07.036000Z,2022-10-05T08:41:01.100298Z,1033.0,CYDMOCQ1,130,1.0,100.0,40,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f1c4c99dffb808b6fde,5cc8bdd79366c80001eda779,APPROVED,2022-10-05T08:23:56.940000Z,2022-10-05T08:42:29.460000Z,2022-10-05T13:41:07.152000Z,2022-10-05T08:42:29.816981Z,1113.0,CYDMOCQ1,471,1.0,100.0,40,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time,
633d3f2be0d1c5cbcef17871,5e57a0020c3c6a14a1624031,APPROVED,2022-10-05T08:24:11.007000Z,2022-10-05T09:07:48.669000Z,2022-10-05T13:41:07.268000Z,2022-10-05T09:07:49.257551Z,2618.0,CYDMOCQ1,563,2.0,100.0,29,Male,White,Hungary,Hungary,Hungary,Hungarian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
633d3f3165fb892375b59051,5e06667850221303e42bdfc4,APPROVED,2022-10-05T08:24:30.529000Z,2022-10-05T08:48:56.373000Z,2022-10-05T13:41:07.387000Z,2022-10-05T08:48:56.947789Z,1466.0,CYDMOCQ1,550,0.0,100.0,25,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time,
633d3f31d06f3bfe385b4e94,60d969ccec8c65bc718e2576,APPROVED,2022-10-05T08:24:20.851000Z,2022-10-05T08:48:59.101000Z,2022-10-05T13:41:07.502000Z,2022-10-05T08:48:59.502726Z,1479.0,NOCODE,20,0.0,100.0,34,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f341360666af694e281,6154166137618e176b7c2074,APPROVED,2022-10-05T08:24:20.491000Z,2022-10-05T08:39:31.954000Z,2022-10-05T13:41:07.614000Z,2022-10-05T08:39:32.351660Z,912.0,CYDMOCQ1,146,2.0,100.0,39,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f3965fb892375b59052,5cf66dcc37d62500177e7cf3,APPROVED,2022-10-05T08:24:25.483000Z,2022-10-05T08:47:12.207000Z,2022-10-05T13:41:07.733000Z,2022-10-05T08:47:12.705767Z,1367.0,CYDMOCQ1,373,2.0,100.0,30,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f3a9e81010940f1786a,5fc4bc07be970b93ac1ac3b2,APPROVED,2022-10-05T08:24:26.430000Z,2022-10-05T08:57:27.765000Z,2022-10-05T13:41:07.862000Z,2022-10-05T08:57:28.252895Z,1982.0,CYDMOCQ1,307,0.0,100.0,30,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f3d38561b67c4f56a4e,55c333b0fdf99b1dbd2131bd,APPROVED,2022-10-05T08:24:29.512000Z,2022-10-05T08:53:15.648000Z,2022-10-05T13:41:07.971000Z,2022-10-05T08:53:16.041929Z,1727.0,CYDMOCQ1,544,4.0,100.0,25,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Unemployed (and job seeking),
633d3f4c949192db6140f14e,6155287602bd964e07e2aacb,APPROVED,2022-10-05T08:24:44.409000Z,2022-10-05T08:42:15.104000Z,2022-10-05T13:41:08.080000Z,2022-10-05T08:42:15.487195Z,1051.0,CYDMOCQ1,172,1.0,100.0,30,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
633d3f53da55b25cce862f9b,5fa54c4e7593e723ffc5d65e,APPROVED,2022-10-05T08:24:51.966000Z,2022-10-05T08:55:25.453000Z,2022-10-05T13:41:08.192000Z,2022-10-05T08:55:25.877626Z,1834.0,CYDMOCQ1,347,4.0,99.0,49,Male,White,United Kingdom,Czech Republic,United Kingdom,English,No,Full-Time,
633d3f64349825f28de22e03,5f51129f9fc9f02dd5567892,APPROVED,2022-10-05T08:25:12.717000Z,2022-10-05T09:15:10.939000Z,2022-10-05T13:41:08.299000Z,2022-10-05T09:15:11.305605Z,2999.0,CYDMOCQ1,238,0.0,100.0,30,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Unemployed (and job seeking),
633d3f705a516f3edb69b9d1,5ffbfa9dedf58b6970c1eca2,APPROVED,2022-10-05T08:25:20.249000Z,2022-10-05T08:55:00.868000Z,2022-10-05T13:41:08.429000Z,2022-10-05T08:55:01.317538Z,1781.0,CYDMOCQ1,192,0.0,100.0,37,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time,
