"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Careful",100,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS",5
"cluster_2","Early.Adopter",50,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS; STIMULATION; POPULARITY; MEANING",8
