"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",28,41.1764705882353,100
"2",14,20.5882352941176,58.8235294117647
"3",12,17.6470588235294,38.2352941176471
"4",6,8.82352941176471,20.5882352941177
"Restantes",8,11.7647058823529,0
