"pattern","freq","best_archetype_within_K","best_dist_within_K","best_sim_jaccard_within_K"
"pattern_78",151,"Homo.Economicus",6,0.142857142857143
"pattern_68",146,"Homo.Economicus",6,0
"pattern_101",114,"Homo.Economicus",6,0
"pattern_70",101,"Homo.Economicus",7,0
"pattern_76",98,"Homo.Economicus",9,0
"pattern_102",96,"Homo.Economicus",8,0
"pattern_74",84,"Homo.Economicus",5,0.166666666666667
"pattern_92",82,"Homo.Economicus",3,0.333333333333333
"pattern_65",73,"Homo.Economicus",3,0
"pattern_87",72,"Homo.Economicus",5,0.166666666666667
"pattern_89",71,"Homo.Economicus",8,0
"pattern_69",63,"Homo.Economicus",4,0.2
"pattern_71",59,"Homo.Economicus",4,0
"pattern_81",59,"Homo.Economicus",6,0
"pattern_109",55,"Homo.Economicus",6,0
"pattern_86",49,"Homo.Economicus",4,0
"pattern_82",47,"Homo.Economicus",6,0.142857142857143
"pattern_93",46,"Homo.Economicus",7,0.166666666666667
"pattern_120",43,"Homo.Economicus",4,0
"pattern_77",40,"Homo.Economicus",6,0
"pattern_59",39,"Homo.Economicus",5,0
"pattern_84",37,"Homo.Economicus",7,0
"pattern_106",37,"Homo.Economicus",9,0
"pattern_79",36,"Homo.Economicus",5,0
"pattern_143",34,"Homo.Economicus",5,0
"pattern_115",30,"Homo.Economicus",7,0
"pattern_98",27,"Homo.Economicus",6,0
"pattern_83",26,"Homo.Economicus",8,0
"pattern_136",26,"Homo.Economicus",7,0
"pattern_137",26,"Homo.Economicus",6,0
"pattern_138",24,"Homo.Economicus",7,0
"pattern_124",23,"Homo.Economicus",5,0
"pattern_104",21,"Homo.Economicus",6,0
"pattern_108",19,"Homo.Economicus",8,0
"pattern_129",17,"Homo.Economicus",6,0.166666666666667
"pattern_116",16,"Homo.Economicus",6,0
"pattern_99",14,"Homo.Economicus",6,0
"pattern_151",14,"Homo.Economicus",7,0
"pattern_100",13,"Homo.Economicus",7,0
"pattern_117",13,"Homo.Economicus",4,0
"pattern_149",12,"Homo.Economicus",4,0.25
"pattern_159",12,"Homo.Economicus",5,0
"pattern_107",11,"Homo.Economicus",6,0
"pattern_154",11,"Homo.Economicus",6,0.142857142857143
"pattern_168",10,"Homo.Economicus",5,0
"pattern_97",9,"Homo.Economicus",7,0.166666666666667
"pattern_152",9,"Homo.Economicus",5,0
"pattern_90",8,"Homo.Economicus",8,0
"pattern_141",8,"Homo.Economicus",6,0
"pattern_144",8,"Homo.Economicus",4,0
"pattern_148",8,"Homo.Economicus",8,0
"pattern_150",8,"Homo.Economicus",6,0
"pattern_94",7,"Homo.Economicus",5,0
"pattern_114",7,"Homo.Economicus",8,0
"pattern_123",7,"Homo.Economicus",7,0
"pattern_133",7,"Homo.Economicus",6,0.2
"pattern_169",7,"Homo.Economicus",7,0
"pattern_173",7,"Homo.Economicus",7,0.125
"pattern_130",6,"Homo.Economicus",5,0
"pattern_161",6,"Homo.Economicus",7,0
"pattern_167",6,"Homo.Economicus",7,0
"pattern_170",6,"Homo.Economicus",7,0
"pattern_190",6,"Homo.Economicus",6,0
"pattern_105",5,"Homo.Economicus",4,0.25
"pattern_125",5,"Homo.Economicus",8,0.125
"pattern_158",5,"Homo.Economicus",4,0
"pattern_164",5,"Homo.Economicus",5,0
"pattern_189",5,"Homo.Economicus",5,0.2
"pattern_110",4,"Homo.Economicus",8,0.125
"pattern_128",4,"Homo.Economicus",3,0.333333333333333
"pattern_135",4,"Homo.Economicus",6,0
"pattern_157",4,"Homo.Economicus",6,0
"pattern_179",4,"Homo.Economicus",6,0
"pattern_185",4,"Homo.Economicus",5,0
"pattern_118",3,"Homo.Economicus",8,0
"pattern_119",3,"Homo.Economicus",7,0.166666666666667
"pattern_140",3,"Homo.Economicus",5,0
"pattern_142",3,"Homo.Economicus",4,0.25
"pattern_145",3,"Homo.Economicus",7,0
"pattern_155",3,"Homo.Economicus",3,0.5
"pattern_162",3,"Homo.Economicus",7,0
"pattern_171",3,"Homo.Economicus",4,0
"pattern_181",3,"Homo.Economicus",7,0
"pattern_191",3,"Homo.Economicus",4,0
"pattern_112",2,"Homo.Economicus",8,0
"pattern_113",2,"Homo.Economicus",5,0.25
"pattern_121",2,"Homo.Economicus",6,0.2
"pattern_122",2,"Homo.Economicus",8,0.142857142857143
"pattern_126",2,"Homo.Economicus",8,0
"pattern_131",2,"Homo.Economicus",3,0.333333333333333
"pattern_132",2,"Homo.Economicus",5,0
"pattern_134",2,"Homo.Economicus",6,0
"pattern_139",2,"Homo.Economicus",2,0.5
"pattern_146",2,"Homo.Economicus",6,0
"pattern_147",2,"Homo.Economicus",8,0
"pattern_156",2,"Homo.Economicus",8,0
"pattern_160",2,"Homo.Economicus",6,0.142857142857143
"pattern_166",2,"Homo.Economicus",5,0
"pattern_175",2,"Homo.Economicus",4,0.333333333333333
"pattern_177",2,"Homo.Economicus",6,0.166666666666667
"pattern_178",2,"Homo.Economicus",6,0
"pattern_188",2,"Homo.Economicus",6,0
"pattern_192",2,"Homo.Economicus",6,0
"pattern_193",2,"Homo.Economicus",6,0.142857142857143
"pattern_194",2,"Homo.Economicus",5,0
"pattern_195",2,"Homo.Economicus",5,0.166666666666667
"pattern_200",2,"Homo.Economicus",6,0
"pattern_204",2,"Homo.Economicus",7,0
"pattern_206",2,"Homo.Economicus",9,0
"pattern_103",1,"Homo.Economicus",9,0
"pattern_111",1,"Homo.Economicus",4,0
"pattern_127",1,"Homo.Economicus",7,0.142857142857143
"pattern_153",1,"Homo.Economicus",6,0.2
"pattern_163",1,"Homo.Economicus",6,0
"pattern_165",1,"Homo.Economicus",7,0
"pattern_172",1,"Homo.Economicus",5,0.2
"pattern_174",1,"Homo.Economicus",4,0.333333333333333
"pattern_176",1,"Homo.Economicus",7,0
"pattern_180",1,"Homo.Economicus",5,0
"pattern_182",1,"Homo.Economicus",5,0.166666666666667
"pattern_183",1,"Homo.Economicus",6,0.2
"pattern_184",1,"Homo.Economicus",5,0.25
"pattern_186",1,"Homo.Economicus",5,0
"pattern_187",1,"Homo.Economicus",4,0.25
"pattern_196",1,"Homo.Economicus",6,0.2
"pattern_197",1,"Homo.Economicus",5,0.25
"pattern_198",1,"Homo.Economicus",8,0
"pattern_199",1,"Homo.Economicus",7,0.142857142857143
"pattern_201",1,"Homo.Economicus",7,0
"pattern_202",1,"Homo.Economicus",5,0
"pattern_203",1,"Homo.Economicus",7,0.142857142857143
"pattern_205",1,"Homo.Economicus",6,0
"pattern_207",1,"Homo.Economicus",6,0.2
"pattern_208",1,"Homo.Economicus",4,0
"pattern_209",1,"Homo.Economicus",4,0
"pattern_210",1,"Homo.Economicus",2,0.333333333333333
"pattern_211",1,"Homo.Economicus",4,0.2
"pattern_212",1,"Homo.Economicus",6,0
"pattern_213",1,"Homo.Economicus",5,0
