"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,6,8,0.001
4,34,63,0.007875
5,151,523,0.065375
6,603,4247,0.530875
7,1273,13012,1.6265
8,3332,51979,6.497375
9,5086,218182,27.27275
10,10402,360134,45.01675
11,12607,399208,49.901
12,20038,552631,69.078875
13,22014,625645,78.205625
14,27512,753293,94.161625
15,28729,777578,97.19725
16,31159,797542,99.69275
17,31505,798646,99.83075
18,32048,799804,99.9755
19,32086,799845,99.980625
20,32146,799992,99.999
