"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,3,6,0.00075
5,17,444,0.0555
6,79,2567,0.320875
7,251,12800,1.6
8,634,58889,7.361125
9,1282,225878,28.23475
10,2444,291923,36.490375
11,3948,357585,44.698125
12,6524,430744,53.843
13,8649,467697,58.462125
14,12291,520433,65.054125
15,14283,538162,67.27025
16,18725,578394,72.29925
17,20027,587875,73.484375
18,25791,678661,84.832625
19,26302,683925,85.490625
20,30790,778824,97.353
