"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",22.2222222222222,66.6666666666667,60,71.4285714285714,66.6666666666667,25,71.4285714285714
"cluster_2",66.6666666666667,55.5555555555556,33.3333333333333,77.7777777777778,55.5555555555556,55.5555555555556,77.7777777777778
"cluster_3",25,50,75,57.1428571428571,80,28.5714285714286,57.1428571428571
"cluster_4",33.3333333333333,83.3333333333333,50,85.7142857142857,57.1428571428571,37.5,85.7142857142857
"cluster_5",55.5555555555556,62.5,37.5,66.6666666666667,44.4444444444444,44.4444444444444,66.6666666666667
