efa_factor,expert_profile,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
EFA1,Fearful,8,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EFA2,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EFA3,Activist,8,6,3,37.5,50,27.272727272727273,det_13_technical_fit; det_14_environmental_concerns; det_17_adherence
EFA4,Careful,8,12,4,50,33.333333333333336,25,det_08_trust; det_11_knowledge; det_12_own_competence; det_17_adherence
EFA5,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_01_profits; det_09_safety; det_15_self_satisfaction
EFA6,Influencer,8,5,2,25,40,18.181818181818183,det_22_peer_pressure; det_24_socialising
