"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",15,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RECOGNITION; OWN SIGNIFICANCE"
"cluster_3",13,"TRUST; COST-EFFICIENCY; KNOWLEDGE; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; ADHERENCE; PEER-PRESSURE; SOCIALISING; FUN; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE"
"cluster_4",15,"PROFITS; CREDIT SCORE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; AUTARKY; COZINESS; RIGHTS AND DUTIES"
"cluster_5",15,"RISK PROFILE; CLIMATE PROTECTION; LEGAL; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF-SATISFACTION; COMMITMENT; AUTARKY; SOCIALISING; AGREEMENT; NOVELTY; TRENDS; OWN SIGNIFICANCE; APPROVAL"
"cluster_6",15,"CREDIT SCORE; RISK PROFILE; ADDED VALUE; TRUST; KNOWLEDGE; TECHNICAL FIT; COMMITMENT; ADHERENCE; RIGHTS AND DUTIES; SOCIALISING; AGREEMENT; FUN; AUTHORITY; OWN SIGNIFICANCE; APPROVAL"
"cluster_7",15,"RISK PROFILE; CLIMATE PROTECTION; LEGAL; TRUST; SAFETY; KNOWLEDGE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; COMMITMENT; ADHERENCE; COZINESS; PEER-PRESSURE; SUPPORT; AGREEMENT; APPROVAL"
"cluster_8",15,"RISK PROFILE; ADDED VALUE; CLIMATE PROTECTION; LEGAL; TRUST; COST-EFFICIENCY; OWN COMPETENCE; ADHERENCE; COZINESS; SUPPORT; SOCIALISING; AGREEMENT; RECOGNITION; AUTHORITY; OWN SIGNIFICANCE"
