"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,2,3,0.000375
6,11,38,0.00475
7,44,163,0.020375
8,100,300,0.0375
9,179,562,0.07025
10,273,820,0.1025
11,385,1248,0.156
12,608,2133,0.266625
13,808,3966,0.49575
14,1702,8574,1.07175
15,2002,14029,1.753625
16,6531,55686,6.96075
17,6833,68646,8.58075
18,14560,758619,94.827375
19,14573,758677,94.834625
20,18272,797735,99.716875
