"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,23,23076,2.8845
5,27,23113,2.889125
6,577,243033,30.379125
7,636,245075,30.634375
8,3578,553160,69.145
9,3765,561394,70.17425
10,9882,722498,90.31225
11,10206,727583,90.947875
12,15397,774057,96.757125
13,15696,778953,97.369125
14,17771,797106,99.63825
15,17912,797837,99.729625
16,18471,799558,99.94475
17,18494,799653,99.956625
18,18642,799944,99.993
19,18645,799947,99.993375
20,18668,799988,99.9985
