"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,1,1,0.000125
6,3,7,0.000875
7,9,17,0.002125
8,70,121,0.015125
9,123,240,0.03
10,2923,174128,21.766
11,3159,175244,21.9055
12,9979,433410,54.17625
13,10368,439334,54.91675
14,16015,713827,89.228375
15,16298,722381,90.297625
16,18251,781395,97.674375
17,18324,786795,98.349375
18,18642,799860,99.9825
19,18642,799860,99.9825
20,18672,799918,99.98975
