integrated_row_id,global_participant_key,dataset_source,source_survey,country_model,country_model_grouped,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
1324,why__5bc3c42f8a4890000153f6c3,why,Investment_Arquetypes_2022,NL,NL,25_34,female,employed,usable_complete,TRUE,TRUE,32,100,100,100,50,90,60,100,95,NA,90,75,95,100,NA,100,90,90,90,60,50,90,NA,NA,NA,60,70,NA,95,NA,NA,NA,80
1325,why__5bc4784e85214800017d8c1a,why,Investment_Arquetypes_2022,HU,HU,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,100,100,100,NA,90,NA,75,100,55,100,60,55,50,NA,90,90,90,70,100,90,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,why__5bcae4e85c2b810001dc2466,why,Investment_Arquetypes_2022,PL,PL,25_34,male,employed,usable_complete,TRUE,TRUE,32,85,80,NA,74,NA,100,51,81,93,85,81,NA,100,58,82,NA,72,82,63,NA,82,NA,NA,86,NA,NA,84,NA,67,74,85,73
1327,why__5bdc52f3ee217b00012467e0,why,Investment_Arquetypes_2022,FR,FR,35_44,male,unknown,usable_partial,TRUE,TRUE,30,50,50,100,50,50,50,67,70,50,77,100,79,75,66,71,50,85,50,50,50,100,NA,NA,NA,50,NA,NA,50,NA,NA,50,50
1328,why__5be5930cb64b4c0001c67f75,why,Investment_Arquetypes_2022,ES,ES,45_54,male,employed,usable_complete,TRUE,TRUE,32,60,50,90,70,50,90,80,75,70,90,60,NA,60,90,71,75,90,NA,60,60,90,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,75
1329,why__5be933421781990001f85d66,why,Investment_Arquetypes_2022,FR,FR,25_34,female,employed,usable_complete,TRUE,TRUE,32,76,77,72,NA,68,NA,87,65,66,78,69,65,67,NA,78,77,86,55,NA,74,50,50,NA,NA,63,64,53,NA,NA,50,NA,50
1330,why__5be95af71ca46b0001862746,why,Investment_Arquetypes_2022,DE,DE,45_54,male,employed,usable_complete,TRUE,TRUE,32,NA,70,52,70,54,56,55,82,53,NA,81,60,NA,61,62,63,66,NA,NA,NA,66,NA,52,NA,56,NA,NA,NA,NA,NA,NA,63
1331,why__5be971d66739f900018e4e23,why,Investment_Arquetypes_2022,ES,ES,45_54,female,unknown,usable_complete,TRUE,TRUE,32,68,62,69,67,66,64,59,72,NA,65,75,75,66,NA,78,NA,62,71,73,NA,NA,75,NA,NA,73,68,NA,NA,69,69,67,NA
1332,why__5bf6d8146b9e0e0001ed9841,why,Investment_Arquetypes_2022,SE,SE,18_24,male,unemployed,usable_complete,TRUE,TRUE,32,NA,90,80,NA,70,NA,62,95,NA,65,70,70,80,NA,71,61,65,58,70,NA,50,61,NA,NA,NA,60,60,NA,NA,NA,NA,NA
1333,why__5bf9dae56ecc0c00017ce46e,why,Investment_Arquetypes_2022,ES,ES,25_34,male,employed,usable_complete,TRUE,TRUE,32,60,100,79,NA,NA,NA,94,91,60,92,80,74,79,50,88,85,84,NA,77,60,86,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,78
1334,why__5c0004fc4210510001725547,why,Investment_Arquetypes_2022,IT,IT,35_44,male,employed,usable_complete,TRUE,TRUE,32,70,NA,60,NA,60,NA,NA,NA,60,75,NA,55,NA,74,74,65,NA,NA,NA,NA,55,NA,NA,NA,NA,60,NA,60,NA,NA,NA,60
1335,why__5c0239caecc5660001424ed6,why,Investment_Arquetypes_2022,IE,IE,35_44,male,employed,usable_complete,TRUE,TRUE,32,74,83,84,56,71,NA,60,63,73,91,82,65,70,85,64,65,56,68,67,65,NA,60,NA,NA,63,56,NA,NA,65,NA,NA,NA
1336,why__5c032a4429abc00001990d7f,why,Investment_Arquetypes_2022,FR,FR,25_34,female,employed,usable_complete,TRUE,TRUE,32,84,75,80,71,70,96,72,80,75,78,80,NA,100,100,85,60,85,61,72,50,89,NA,90,NA,NA,58,NA,NA,NA,52,NA,89
1337,why__5c10fe729c4aaf000137f289,why,Investment_Arquetypes_2022,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,95,70,100,70,91,81,80,90,60,89,100,90,95,86,93,85,83,83,75,75,91,80,69,75,87,90,96,65,65,88,69,81
1338,why__5c1a8df546a26a0001affc92,why,Investment_Arquetypes_2022,ES,ES,35_44,male,unknown,usable_partial,TRUE,TRUE,31,72,69,68,64,76,58,73,76,67,78,77,73,68,71,70,70,71,67,78,50,76,65,NA,70,73,76,66,74,NA,56,66,NA
1339,why__5c20b12afcf3af00014643bc,why,Investment_Arquetypes_2022,NL,NL,35_44,female,employed,usable_complete,TRUE,TRUE,32,65,86,77,NA,81,NA,NA,85,78,73,83,72,84,60,100,88,77,100,84,77,NA,NA,60,NA,75,65,61,NA,72,NA,NA,NA
1340,why__5c2c6a46867f660001af7418,why,Investment_Arquetypes_2022,HU,HU,35_44,male,employed,usable_partial,TRUE,TRUE,31,82,87,50,71,67,NA,58,66,78,70,88,57,NA,81,79,63,72,73,84,76,NA,NA,NA,74,62,NA,NA,NA,NA,61,63,56
1341,why__5c2c8746d8217e00019a1345,why,Investment_Arquetypes_2022,FR,FR,45_54,male,employed,usable_complete,TRUE,TRUE,32,89,91,88,86,79,87,77,84,90,93,61,79,83,80,86,52,83,68,71,67,71,85,76,NA,87,68,61,NA,64,NA,NA,77
1342,why__5c3211cd24d16c00015b1095,why,Investment_Arquetypes_2022,LV,LV,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,62,100,64,50,62,50,NA,62,50,NA,71,NA,NA,50,66,76,71,50,61,56,NA,50,NA,52,61,63,67,50,NA,50,58,60
1343,why__5c336a95a83d180001781693,why,Investment_Arquetypes_2022,PT,PT,35_44,male,employed,usable_complete,TRUE,TRUE,32,55,65,80,NA,NA,55,100,100,100,100,100,100,100,60,85,100,100,100,100,75,100,NA,NA,NA,50,50,50,NA,NA,NA,NA,50
1344,why__5c35dd34be3cea000117948f,why,Investment_Arquetypes_2022,BE,BE,18_24,male,other,usable_complete,TRUE,TRUE,32,100,NA,NA,NA,NA,NA,NA,NA,NA,81,100,61,NA,NA,100,NA,62,NA,100,55,NA,NA,NA,NA,NA,91,NA,73,60,NA,NA,NA
1345,why__5c41e9263be7b70001fcf4ab,why,Investment_Arquetypes_2022,IE,IE,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,62,64,59,NA,NA,NA,67,NA,NA,88,86,62,80,85,66,69,61,NA,71,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
1346,why__5c4214996ca3080001d3b4c1,why,Investment_Arquetypes_2022,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,NA,100,84,82,NA,90,70,82,80,75,100,80,76,100,80,100,90,NA,100,100,60,60,NA,71,NA,60,NA,NA,NA,NA,NA,NA
1347,why__5c449a3175d0ee000197f2ce,why,Investment_Arquetypes_2022,SE,SE,35_44,female,other,usable_complete,TRUE,TRUE,32,58,82,72,NA,NA,NA,100,60,59,58,66,67,68,NA,60,75,NA,NA,NA,63,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,why__5c45ad3793f3690001c46767,why,Investment_Arquetypes_2022,IT,IT,35_44,male,employed,usable_complete,TRUE,TRUE,32,90,NA,80,50,56,NA,NA,100,75,100,88,NA,NA,NA,86,59,85,82,100,100,NA,61,NA,NA,NA,85,71,NA,68,NA,NA,NA
1349,why__5c48be0496d59b000183e68d,why,Investment_Arquetypes_2022,HU,HU,45_54,male,employed,usable_complete,TRUE,TRUE,32,70,80,84,90,80,80,NA,100,62,59,89,93,NA,81,NA,80,NA,61,NA,50,50,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
1350,why__5c4b05239233b80001b2c9ed,why,Investment_Arquetypes_2022,ES,ES,35_44,female,employed,usable_complete,TRUE,TRUE,32,65,100,50,59,NA,60,86,76,73,87,86,90,85,67,73,74,75,59,87,NA,NA,NA,76,67,77,79,65,NA,NA,NA,NA,NA
1351,why__5c4b06903566570001309394,why,Investment_Arquetypes_2022,SI,SI,18_24,female,unemployed,usable_complete,TRUE,TRUE,32,NA,93,76,81,NA,NA,84,68,62,71,66,65,70,69,NA,NA,72,NA,NA,NA,68,NA,76,NA,68,96,NA,NA,NA,64,NA,NA
1352,why__5c519afeb763600001255f9e,why,Investment_Arquetypes_2022,SI,SI,25_34,female,employed,usable_complete,TRUE,TRUE,32,62,80,69,NA,84,NA,51,89,59,86,77,71,NA,81,66,61,78,63,64,NA,NA,66,NA,66,56,NA,64,NA,NA,NA,NA,59
1353,why__5c52121d828de8000124aa85,why,Investment_Arquetypes_2022,DE,DE,25_34,female,employed,usable_complete,TRUE,TRUE,32,86,73,56,NA,82,59,NA,66,71,85,83,72,74,NA,71,NA,73,62,92,58,55,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
1354,why__5c5df283b40f380001108751,why,Investment_Arquetypes_2022,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,55,95,81,84,60,NA,70,100,100,70,85,66,92,68,85,77,95,56,65,60,68,85,62,NA,65,NA,NA,NA,75,NA,NA,NA
1355,why__5c5f384f5eceaa0001d4a884,why,Investment_Arquetypes_2022,IT,IT,25_34,male,employed,usable_partial,TRUE,TRUE,31,75,71,100,70,100,78,75,67,76,100,100,50,78,95,93,80,80,72,NA,74,70,90,73,NA,65,70,NA,NA,NA,NA,NA,70
1356,why__5c61cbf25434430001870681,why,Investment_Arquetypes_2022,SE,SE,25_34,male,employed,usable_complete,TRUE,TRUE,32,65,69,69,73,63,65,60,87,61,83,100,86,71,68,92,87,83,61,NA,NA,NA,NA,79,NA,65,NA,NA,NA,NA,NA,NA,NA
1357,why__5c64934ba34e1e0001c01e29,why,Investment_Arquetypes_2022,IT,IT,25_34,female,employed,usable_complete,TRUE,TRUE,32,73,62,56,60,60,70,55,58,60,66,61,60,77,70,70,60,76,61,63,NA,NA,NA,60,80,NA,NA,NA,NA,NA,NA,NA,65
1358,why__5c66cc9246bfc200019044b8,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,70,100,100,70,NA,NA,100,90,85,100,90,75,100,100,100,90,90,75,80,80,90,85,NA,NA,85,70,65,NA,NA,70,NA,90
1359,why__5c681639b65acc0001efc537,why,Investment_Arquetypes_2022,EE,OTHER_COUNTRIES,25_34,female,employed,usable_complete,TRUE,TRUE,32,70,92,NA,NA,NA,NA,NA,NA,79,70,70,NA,73,85,68,71,76,68,NA,68,NA,NA,61,NA,77,NA,NA,NA,NA,NA,NA,93
1360,why__5c697f4575b3d50001b8a537,why,Investment_Arquetypes_2022,SI,SI,18_24,female,employed,usable_complete,TRUE,TRUE,32,80,88,83,68,91,NA,NA,73,100,71,55,62,NA,NA,75,NA,NA,60,74,92,NA,NA,71,56,63,NA,76,NA,70,NA,NA,70
1361,why__5c6e01f1a8f71b0001c1ed34,why,Investment_Arquetypes_2022,GR,GR,25_34,male,employed,usable_complete,TRUE,TRUE,32,58,70,63,NA,NA,NA,NA,65,NA,73,81,69,70,55,69,56,59,NA,65,68,56,NA,NA,NA,NA,63,NA,60,NA,NA,NA,NA
1362,why__5c6eb56e1218960001b5e19c,why,Investment_Arquetypes_2022,FI,FI,18_24,male,employed,usable_partial,TRUE,TRUE,31,77,68,70,NA,NA,NA,61,NA,50,67,NA,63,72,71,61,63,67,50,NA,55,64,NA,NA,NA,NA,62,60,65,70,55,NA,NA
1363,why__5c71b17c891e3200012477a2,why,Investment_Arquetypes_2022,PL,PL,25_34,male,employed,usable_complete,TRUE,TRUE,32,100,50,80,50,60,NA,100,60,80,100,60,60,50,NA,100,50,50,60,65,65,65,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
1364,why__5c7312827ed3a70001fc2438,why,Investment_Arquetypes_2022,ES,ES,18_24,male,employed,usable_complete,TRUE,TRUE,32,74,NA,70,57,77,NA,95,75,78,82,73,80,69,51,79,NA,69,72,77,75,78,NA,66,NA,NA,NA,78,NA,NA,NA,NA,81
1365,why__5c75c0b13348af0001919592,why,Investment_Arquetypes_2022,FR,FR,25_34,female,unknown,usable_partial,TRUE,TRUE,31,NA,52,68,57,70,51,NA,NA,70,64,100,100,NA,63,62,NA,52,50,63,60,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,60
1366,why__5c79a584670f87001646cef6,why,Investment_Arquetypes_2022,DE,DE,65_plus,female,inactive_other,usable_complete,TRUE,TRUE,32,NA,80,90,84,79,NA,88,75,84,90,87,63,86,87,87,85,81,63,77,62,72,NA,72,61,NA,79,NA,NA,82,NA,NA,58
1367,why__5c7a92311c3cf8001638a8ba,why,Investment_Arquetypes_2022,NL,NL,25_34,female,employed,usable_partial,TRUE,TRUE,31,50,61,64,62,58,NA,60,NA,68,67,59,64,66,65,67,62,64,65,71,69,NA,59,NA,63,67,NA,60,NA,58,62,NA,59
1368,why__5c80ffac916a950016719235,why,Investment_Arquetypes_2022,EE,OTHER_COUNTRIES,25_34,male,employed,usable_complete,TRUE,TRUE,32,83,67,69,82,NA,NA,67,70,77,100,NA,78,80,NA,80,83,NA,76,72,79,67,NA,66,68,70,66,67,77,NA,67,75,71
1369,why__5c842b08146e370019e05eb9,why,Investment_Arquetypes_2022,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,65,65,60,50,70,50,55,58,71,85,60,60,61,85,60,60,65,69,70,70,NA,NA,NA,NA,65,60,65,65,NA,60,NA,55
1370,why__5c8ab4225b8132001749d125,why,Investment_Arquetypes_2022,DE,DE,35_44,female,employed,usable_complete,TRUE,TRUE,32,90,60,100,NA,100,NA,50,70,65,100,80,80,80,NA,100,100,75,95,95,100,50,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,60
1371,why__5c8bafb53b6f3d00013d7c30,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,100,90,100,53,100,NA,100,100,80,100,100,100,100,50,83,100,100,95,75,75,100,NA,NA,NA,66,60,NA,NA,NA,NA,NA,59
1372,why__5c8fe91371f3100016181dfd,why,Investment_Arquetypes_2022,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,68,65,60,65,55,72,65,70,65,58,80,75,55,70,68,65,68,55,68,NA,70,NA,70,NA,NA,55,NA,NA,NA,NA,NA,65
1373,why__5c9295ebec114b0015418738,why,Investment_Arquetypes_2022,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,100,70,65,NA,90,NA,65,NA,64,81,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,100,58,NA,NA,NA,NA,NA
1374,why__5c9cb670b472d0001295f377,why,Investment_Arquetypes_2022,GR,GR,65_plus,male,employed,usable_partial,TRUE,TRUE,31,NA,80,80,80,60,60,70,90,80,84,90,83,91,80,93,91,89,90,92,89,93,NA,57,64,50,71,NA,NA,55,60,NA,83
1375,why__5c9d3b286b36c400013cc4c2,why,Investment_Arquetypes_2022,DE,DE,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,80,65,90,70,55,60,80,80,65,80,90,75,90,90,100,85,80,70,55,60,95,65,90,75,70,75,85,NA,50,85,70,50
1376,why__5cb167c332ca24001ae2fcbd,why,Investment_Arquetypes_2022,DE,DE,65_plus,male,inactive_other,usable_complete,TRUE,TRUE,32,72,NA,91,68,94,99,88,83,100,100,96,92,96,99,93,79,98,74,95,NA,86,NA,99,NA,77,NA,NA,NA,93,87,96,56
1377,why__5cb6d6608f7ee10016e5abd7,why,Investment_Arquetypes_2022,PL,PL,25_34,male,other,usable_complete,TRUE,TRUE,32,67,99,82,69,50,76,60,72,60,84,74,50,84,90,83,60,72,75,74,74,79,52,NA,65,50,90,80,85,66,65,50,57
1378,why__5cbbc956a8805b001c8c34f9,why,Investment_Arquetypes_2022,FR,FR,35_44,male,employed,usable_complete,TRUE,TRUE,32,51,76,63,74,NA,62,NA,80,NA,74,81,79,83,80,91,79,72,50,69,50,68,NA,NA,NA,NA,73,NA,NA,NA,56,NA,68
1379,why__5cc47a4f68d02c00131d0d2b,why,Investment_Arquetypes_2022,AT,AT,25_34,male,employed,usable_complete,TRUE,TRUE,32,80,82,75,53,77,51,78,75,70,90,77,74,79,80,75,66,79,62,85,62,56,55,NA,NA,70,56,NA,NA,NA,NA,NA,59
1380,why__5cc8bdd79366c80001eda779,why,Investment_Arquetypes_2022,CZ,CZ,35_44,male,employed,usable_complete,TRUE,TRUE,32,100,100,100,NA,100,NA,NA,50,100,100,100,65,70,NA,100,100,100,80,100,80,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,75
1381,why__5ccf022bafa2f60018c2e9bc,why,Investment_Arquetypes_2022,IT,IT,25_34,male,inactive_other,usable_complete,TRUE,TRUE,32,NA,NA,60,86,NA,100,65,69,NA,91,91,67,NA,94,NA,79,74,58,NA,NA,80,NA,82,NA,62,74,58,NA,NA,NA,NA,NA
1382,why__5cd74735c78b7d0001f9b364,why,Investment_Arquetypes_2022,ES,ES,25_34,male,employed,usable_complete,TRUE,TRUE,32,90,60,80,NA,70,NA,60,60,70,85,80,70,65,NA,80,60,70,70,70,75,NA,NA,NA,NA,NA,60,60,60,NA,NA,NA,60
1383,why__5cdc111d8738880001d23c6e,why,Investment_Arquetypes_2022,DE,DE,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,100,65,60,NA,85,NA,70,NA,80,75,65,55,100,NA,90,50,65,75,50,90,50,NA,NA,NA,NA,90,75,NA,NA,55,NA,NA
1384,why__5cdc88cc50f50f001a783112,why,Investment_Arquetypes_2022,PL,PL,25_34,male,unknown,usable_complete,TRUE,TRUE,32,50,85,95,50,75,NA,100,75,60,100,100,85,100,60,80,80,80,75,NA,NA,95,NA,50,NA,NA,80,NA,50,NA,NA,NA,NA
1385,why__5cebb69570bb69001a1335a1,why,Investment_Arquetypes_2022,ES,ES,45_54,female,employed,usable_complete,TRUE,TRUE,32,70,60,89,NA,95,60,85,NA,90,95,75,NA,85,70,91,75,92,80,88,85,88,60,NA,NA,65,NA,NA,NA,NA,NA,NA,60
1386,why__5cf101ea48405a0018415d09,why,Investment_Arquetypes_2022,PL,PL,45_54,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,57,NA,NA,92,58,62,76,71,66,80,NA,71,NA,NA,62,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,67
1387,why__5cf66dcc37d62500177e7cf3,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,60,65,100,NA,100,NA,100,100,100,100,80,NA,70,NA,100,70,100,100,100,100,70,NA,80,NA,100,50,50,NA,NA,NA,NA,55
1388,why__5cf67b30c5cf0e00010c00fc,why,Investment_Arquetypes_2022,ES,ES,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,65,NA,60,NA,NA,NA,NA,NA,55,80,75,90,55,70,80,60,50,60,60,NA,NA,60,NA,NA,60,55,NA,NA,50,NA,70
1389,why__5cf6a27fad94a70001a80ea6,why,Investment_Arquetypes_2022,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,100,100,100,NA,100,51,100,100,51,90,100,57,100,NA,70,55,55,51,51,51,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,why__5cf9179b8c98dc0001d5a431,why,Investment_Arquetypes_2022,GR,GR,25_34,male,employed,usable_complete,TRUE,TRUE,32,60,NA,82,NA,55,69,64,70,50,82,57,50,77,68,79,68,83,66,70,58,80,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,why__5cf91e3f1756e60017a30568,why,Investment_Arquetypes_2022,IE,IE,45_54,female,employed,usable_complete,TRUE,TRUE,32,86,76,90,NA,81,NA,97,62,80,84,75,65,83,58,86,67,69,61,75,80,81,60,79,NA,67,64,NA,NA,56,50,63,NA
1392,why__5cf9316cd80e0b0019f490e7,why,Investment_Arquetypes_2022,GR,GR,18_24,female,employed,usable_complete,TRUE,TRUE,32,55,50,76,70,81,50,NA,60,60,86,NA,95,70,NA,90,81,70,NA,70,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,50,NA,55
1393,why__5cfa36435c147c0019d33963,why,Investment_Arquetypes_2022,PT,PT,18_24,male,employed,usable_complete,TRUE,TRUE,32,100,80,70,85,55,60,100,70,60,90,60,51,NA,89,54,60,NA,65,80,80,90,51,NA,60,55,NA,60,60,55,50,50,56
1394,why__5cfd23397cb818001727695c,why,Investment_Arquetypes_2022,NL,NL,25_34,female,employed,usable_complete,TRUE,TRUE,32,57,NA,NA,79,64,78,63,71,NA,74,79,NA,83,78,71,69,77,NA,60,NA,59,NA,55,NA,75,72,NA,NA,NA,62,NA,56
1395,why__5d00bb3b51669b000136a986,why,Investment_Arquetypes_2022,PL,PL,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,60,80,70,70,90,80,85,90,75,80,85,60,85,80,90,70,85,60,75,65,60,NA,NA,70,75,NA,NA,NA,NA,NA,95
1396,why__5d024a1fb58b6f001a58f74d,why,Investment_Arquetypes_2022,IT,IT,18_24,female,other,usable_complete,TRUE,TRUE,32,85,61,70,66,74,72,100,59,69,100,100,100,66,73,69,75,100,72,80,NA,60,52,67,NA,72,NA,70,56,NA,NA,NA,62
1397,why__5d0bcf217a581100161860ae,why,Investment_Arquetypes_2022,PL,PL,35_44,male,other,usable_complete,TRUE,TRUE,32,89,89,82,NA,85,53,60,NA,NA,67,NA,60,98,50,NA,75,NA,NA,NA,74,NA,NA,NA,NA,NA,74,65,89,NA,NA,NA,NA
1398,why__5d0f89123382180001624f48,why,Investment_Arquetypes_2022,DE,DE,25_34,female,employed,usable_complete,TRUE,TRUE,32,84,78,78,80,82,NA,61,75,63,94,64,79,79,78,83,70,63,70,77,68,62,60,NA,NA,NA,NA,65,89,62,NA,NA,NA
1399,why__5d16b7b07b0154001a282fcc,why,Investment_Arquetypes_2022,PT,PT,18_24,male,employed,usable_complete,TRUE,TRUE,32,82,81,84,NA,84,NA,NA,76,90,91,NA,70,78,77,82,82,62,77,84,86,NA,61,NA,63,NA,72,88,74,NA,71,NA,NA
1400,why__5d1cf027a7056c001874fbe1,why,Investment_Arquetypes_2022,PL,PL,35_44,male,employed,usable_complete,TRUE,TRUE,32,100,80,NA,50,71,NA,NA,79,100,NA,75,100,58,55,62,80,64,61,100,55,NA,56,NA,NA,NA,55,NA,53,NA,59,NA,60
1401,why__5d1dc2f9bc2b1d001a2415a5,why,Investment_Arquetypes_2022,IT,IT,25_34,male,other,usable_complete,TRUE,TRUE,32,NA,75,90,88,81,100,100,100,99,100,100,95,60,92,100,92,98,84,90,72,76,NA,50,NA,68,79,60,NA,NA,65,NA,80
1402,why__5d20e2135278fa00014814c0,why,Investment_Arquetypes_2022,FR,FR,35_44,female,unknown,usable_partial,TRUE,TRUE,30,50,61,70,50,NA,80,70,70,50,50,90,62,50,NA,100,70,71,NA,61,65,NA,NA,NA,NA,100,61,66,NA,NA,NA,NA,69
1403,why__5d24b3cfa433c000166f91bf,why,Investment_Arquetypes_2022,DE,DE,25_34,male,unknown,usable_complete,TRUE,TRUE,32,70,100,60,60,52,70,70,79,60,90,96,90,95,60,70,95,90,65,75,60,60,NA,50,NA,55,NA,55,NA,NA,NA,NA,55
1404,why__5d28a3187d6ad00001a33280,why,Investment_Arquetypes_2022,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,75,100,70,67,60,NA,NA,70,80,74,64,NA,75,NA,NA,NA,NA,75,NA,NA,65,NA,NA,NA,NA,NA,NA
1405,why__5d2d98a9a0d896001a5d6e4f,why,Investment_Arquetypes_2022,SI,SI,35_44,female,employed,usable_complete,TRUE,TRUE,32,51,75,70,60,80,90,55,90,70,80,75,80,80,70,70,80,70,100,70,70,80,70,NA,NA,NA,85,NA,NA,NA,52,NA,80
1406,why__5d31c6bac88f0e00164c3ccb,why,Investment_Arquetypes_2022,PL,PL,25_34,male,employed,usable_complete,TRUE,TRUE,32,62,82,69,NA,64,NA,NA,60,60,88,85,63,96,NA,93,NA,NA,71,69,60,NA,NA,NA,NA,NA,NA,77,67,NA,59,NA,NA
1407,why__5d372d6330b7be00166f6bce,why,Investment_Arquetypes_2022,ES,ES,25_34,female,employed,usable_complete,TRUE,TRUE,32,NA,80,76,61,74,59,73,81,84,93,89,NA,61,68,66,70,68,65,73,68,67,58,NA,NA,58,59,NA,NA,NA,NA,NA,75
1408,why__5d373c58d8bf24001dc16884,why,Investment_Arquetypes_2022,ES,ES,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,65,60,64,55,85,70,65,80,73,80,74,68,70,75,72,63,75,NA,70,70,68,NA,60,NA,65,NA,NA,NA,NA,NA,NA,62
1409,why__5d3873197860c8001a106e02,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,90,100,90,NA,NA,70,100,100,100,60,100,100,100,90,100,90,100,60,100,100,NA,NA,NA,NA,NA,75,60,NA,NA,NA,NA,75
1410,why__5d40a12f4994c40001e4b80c,why,Investment_Arquetypes_2022,PL,PL,25_34,female,employed,usable_partial,TRUE,TRUE,31,75,50,60,80,85,NA,70,80,80,100,95,80,85,75,95,90,90,60,80,75,85,60,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
1411,why__5d430fdf871f1700017b2a81,why,Investment_Arquetypes_2022,ES,ES,45_54,male,employed,usable_complete,TRUE,TRUE,32,100,94,99,NA,72,53,73,77,100,91,80,79,87,54,100,81,90,100,100,100,73,NA,54,56,59,60,61,NA,NA,56,55,71
1412,why__5d4355d8f42ba0000113824b,why,Investment_Arquetypes_2022,ES,ES,25_34,male,unknown,usable_partial,TRUE,TRUE,30,100,80,70,70,85,NA,80,80,90,100,90,50,60,NA,80,60,NA,85,80,80,60,NA,NA,NA,50,70,NA,NA,NA,NA,NA,50
1413,why__5d43c606773d8b00016eaa8a,why,Investment_Arquetypes_2022,DE,DE,45_54,female,employed,usable_partial,TRUE,TRUE,31,73,91,95,NA,70,60,95,90,75,70,92,88,65,75,75,70,60,60,78,80,80,78,50,77,75,NA,58,NA,54,NA,NA,52
1414,why__5d46cc091a2c130001ebc8cc,why,Investment_Arquetypes_2022,BE,BE,25_34,female,other,usable_complete,TRUE,TRUE,32,57,NA,62,NA,68,NA,NA,NA,51,79,71,NA,68,NA,78,76,NA,NA,81,73,50,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
1415,why__5d474936aa15c6001d298b63,why,Investment_Arquetypes_2022,IT,IT,35_44,male,employed,usable_complete,TRUE,TRUE,32,69,60,62,NA,NA,NA,66,55,50,63,69,NA,66,64,74,78,55,52,70,57,63,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
1416,why__5d5016c7dec7eb0019a032c6,why,Investment_Arquetypes_2022,FR,FR,25_34,female,employed,usable_complete,TRUE,TRUE,32,89,100,76,NA,80,NA,NA,100,84,100,100,55,100,59,92,65,79,90,100,81,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,78
