integrated_row_id,global_participant_key,dataset_source,source_survey,country_model,country_model_grouped,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
1873,why__60b50856020bd4e6725a709b,why,Investment_Arquetypes_2022,DE,DE,25_34,female,employed,usable_complete,TRUE,TRUE,32,61,91,91,83,75,58,70,80,69,80,71,48,79,63,81,81,90,41,60,56,44,62,59,30,54,74,57,44,54,57,26,54
1874,why__60b55a6d44e17d6f0b810cdd,why,Investment_Arquetypes_2022,IT,IT,25_34,male,employed,usable_complete,TRUE,TRUE,32,70,74,49,26,32,70,66,73,69,83,64,83,76,68,66,80,73,72,18,50,76,59,35,33,74,95,7,24,77,72,21,74
1875,why__60b644e05d894519db62a451,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,66,90,85,61,40,78,86,61,58,74,86,50,50,78,61,75,81,58,41,43,84,54,70,40,78,85,50,45,26,37,40,50
1876,why__60b664c5d2e60edaf2c6ad61,why,Investment_Arquetypes_2022,BE,BE,25_34,male,employed,usable_complete,TRUE,TRUE,32,53,77,68,54,45,42,59,90,47,76,93,62,27,38,94,30,61,59,55,55,39,56,91,0,53,38,14,0,43,55,0,41
1877,why__60b683d190d9e20f6d976bc0,why,Investment_Arquetypes_2022,DE,DE,45_54,female,employed,usable_partial,TRUE,TRUE,30,80,50,70,60,50,100,90,100,50,80,100,50,50,100,100,100,90,50,20,50,80,0,40,30,20,80,35,20,40,30,20,100
1878,why__60b813c4fc5537ec416c41cd,why,Investment_Arquetypes_2022,IE,IE,18_24,male,employed,usable_complete,TRUE,TRUE,32,70,74,70,85,35,75,75,80,30,80,75,70,70,75,80,30,70,75,70,80,25,15,85,30,40,100,45,45,70,32,40,65
1879,why__60b8a43069b046ea6d06ccd8,why,Investment_Arquetypes_2022,NL,NL,25_34,male,employed,usable_partial,TRUE,TRUE,31,70,100,70,60,40,75,35,65,85,80,90,90,100,70,45,100,100,80,50,70,35,30,40,0,0,100,60,0,0,35,0,100
1880,why__60b8e2afbfc51eaf7f6ae8ba,why,Investment_Arquetypes_2022,PL,PL,18_24,female,unknown,usable_complete,TRUE,TRUE,32,68,61,66,39,55,38,92,48,72,89,98,71,87,41,73,64,72,70,58,66,65,87,53,55,39,78,43,11,75,56,13,39
1881,why__60ba101202b7fd117c0f3b94,why,Investment_Arquetypes_2022,CZ,CZ,25_34,male,employed,usable_partial,TRUE,TRUE,31,70,65,90,65,60,65,50,80,65,90,70,45,70,60,80,65,65,75,90,100,60,35,75,80,25,40,25,20,40,65,20,50
1882,why__60bbb7c0de3f7509be276357,why,Investment_Arquetypes_2022,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,62,63,70,30,25,15,0,69,60,77,60,70,25,40,69,49,35,40,67,60,33,49,0,12,14,27,72,14,14,48,13,57
1883,why__60bce8474b590baeb84b6cdd,why,Investment_Arquetypes_2022,BE,BE,18_24,female,other,usable_complete,TRUE,TRUE,32,42,97,61,67,96,58,99,71,63,87,68,95,82,58,81,73,83,54,85,75,60,35,15,0,31,43,11,0,31,4,0,32
1884,why__60bf28df4926a8b6391df575,why,Investment_Arquetypes_2022,PL,PL,18_24,male,employed,usable_complete,TRUE,TRUE,32,63,29,76,34,84,32,77,83,30,87,100,80,37,83,86,78,81,77,31,89,71,71,72,85,35,82,72,80,34,26,20,24
1885,why__60c4fece6f2bc6645e911155,why,Investment_Arquetypes_2022,PL,PL,18_24,female,employed,usable_complete,TRUE,TRUE,32,54,66,62,74,15,68,75,70,59,84,91,58,78,81,65,74,39,56,70,53,56,17,68,61,34,69,26,63,13,23,75,65
1886,why__60c52dfb2b2f7ee8ed1d6118,why,Investment_Arquetypes_2022,DE,DE,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,42,89,62,75,90,60,77,69,60,86,70,67,60,76,72,73,88,57,65,43,79,58,80,46,63,34,37,40,38,37,39,72
1887,why__60c615ba43540937a6abf8ca,why,Investment_Arquetypes_2022,HU,HU,18_24,male,employed,usable_complete,TRUE,TRUE,32,77,28,77,78,22,68,66,78,68,83,100,31,65,100,67,77,36,34,29,66,71,66,31,59,32,86,34,29,29,71,75,77
1888,why__60c61da58cf7ac275f6419ff,why,Investment_Arquetypes_2022,ES,ES,25_34,male,employed,usable_complete,TRUE,TRUE,32,77,71,90,70,71,30,80,81,85,94,100,80,85,81,81,80,100,56,78,66,59,47,61,60,62,78,33,68,55,67,64,65
1889,why__60c9c12dd3f1aba0a0ff9949,why,Investment_Arquetypes_2022,SI,SI,45_54,female,employed,usable_complete,TRUE,TRUE,32,100,70,95,0,90,5,85,85,65,100,85,70,100,15,100,85,90,55,70,10,100,25,15,0,75,11,0,0,0,0,0,75
1890,why__60c9c9f1e2256167e41051d4,why,Investment_Arquetypes_2022,ES,ES,35_44,female,unknown,usable_complete,TRUE,TRUE,32,91,70,76,61,91,65,66,75,47,90,57,84,64,75,79,57,76,87,17,66,61,45,81,21,55,60,28,38,23,27,17,59
1891,why__60c9f510282b994f965f122d,why,Investment_Arquetypes_2022,DE,DE,18_24,male,other,usable_partial,TRUE,TRUE,30,30,50,100,40,50,50,100,65,90,100,100,50,75,70,85,90,75,90,85,100,80,70,35,55,30,50,60,20,15,20,0,50
1892,why__60ca0a178a861accb4161f1b,why,Investment_Arquetypes_2022,SI,SI,18_24,female,other,usable_complete,TRUE,TRUE,32,93,87,67,58,59,44,58,71,65,37,75,83,82,50,77,68,63,85,70,82,72,53,15,32,27,29,36,55,71,43,19,60
1893,why__60ca0ede47ac1639f3dce54d,why,Investment_Arquetypes_2022,GR,GR,18_24,female,other,usable_complete,TRUE,TRUE,32,70,64,82,50,55,40,56,100,63,100,100,58,66,62,60,61,71,57,88,62,55,50,50,33,39,50,50,35,24,57,20,61
1894,why__60cb10ff93de409c6b1a6a0e,why,Investment_Arquetypes_2022,PL,PL,25_34,female,employed,usable_complete,TRUE,TRUE,32,85,60,80,58,70,32,86,69,69,85,65,50,78,45,75,66,56,58,95,70,50,61,34,30,40,60,20,25,19,18,22,30
1895,why__60cb4cd6477b2ff7c1adaea4,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,41,75,69,63,100,24,79,76,51,73,81,76,78,71,100,100,89,100,69,69,100,86,50,28,60,69,62,35,28,37,43,100
1896,why__60cdfc43f84c4e243fb375d8,why,Investment_Arquetypes_2022,HU,HU,35_44,male,employed,usable_complete,TRUE,TRUE,32,69,91,63,40,78,57,43,59,54,80,72,71,63,51,62,60,57,59,34,43,40,55,21,30,34,78,28,23,68,38,22,39
1897,why__60ce30df032ca7cfb03900bc,why,Investment_Arquetypes_2022,HU,HU,25_34,female,unemployed,usable_partial,TRUE,TRUE,31,34,70,60,58,62,87,100,79,72,69,67,65,32,60,76,65,40,33,72,77,100,50,17,23,81,37,4,13,19,58,29,62
1898,why__60cebb340ad1a3a1548bbdf4,why,Investment_Arquetypes_2022,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,39,86,36,43,40,51,72,90,65,75,72,36,86,82,77,78,80,74,60,59,66,47,26,55,35,50,57,11,41,48,34,48
1899,why__60d173e4681817a3ff405d7c,why,Investment_Arquetypes_2022,HU,HU,25_34,female,employed,usable_partial,TRUE,TRUE,31,30,75,75,20,39,75,70,70,75,90,90,60,90,90,75,40,100,40,40,40,60,100,30,35,90,50,80,15,20,0,40,30
1900,why__60d229681cec2f5f4431c4cd,why,Investment_Arquetypes_2022,DE,DE,55_64,female,employed,usable_complete,TRUE,TRUE,32,34,100,100,57,99,83,100,100,100,99,100,100,100,74,98,100,100,100,76,49,75,36,83,0,0,99,1,1,0,98,0,76
1902,why__60d32160d2d7f96bec0ce692,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_complete,TRUE,TRUE,32,65,80,75,60,55,40,100,100,50,100,100,25,80,67,100,50,70,20,70,25,100,70,50,0,70,20,15,0,65,0,0,0
1903,why__60d4f1b1ba693e39a143d4c8,why,Investment_Arquetypes_2022,IT,IT,25_34,female,employed,usable_partial,TRUE,TRUE,31,40,70,45,50,50,60,65,65,65,60,65,60,55,55,60,60,60,40,55,40,65,60,45,45,60,40,60,35,55,40,45,50
1904,why__60d5786d3ea6636710a77519,why,Investment_Arquetypes_2022,IT,IT,25_34,male,employed,usable_complete,TRUE,TRUE,32,95,70,95,10,100,60,70,100,85,90,100,85,90,10,95,24,85,90,90,90,0,0,0,15,0,15,80,60,5,70,0,5
1905,why__60d59caba45eae64c89664e6,why,Investment_Arquetypes_2022,DE,DE,18_24,female,other,usable_complete,TRUE,TRUE,32,25,60,35,80,45,65,65,60,45,60,60,70,75,55,70,60,70,64,55,45,55,55,65,20,40,65,45,35,30,45,35,70
1906,why__60d79860d12471e858c57b6f,why,Investment_Arquetypes_2022,DK,DK,35_44,male,employed,usable_complete,TRUE,TRUE,32,40,41,82,81,21,80,97,91,80,94,96,88,96,96,55,86,95,61,15,31,90,24,28,38,66,91,16,10,64,38,3,28
1907,why__60d82283a58b4b29392f1ed1,why,Investment_Arquetypes_2022,DE,DE,25_34,male,employed,usable_partial,TRUE,TRUE,31,48,80,65,66,50,70,70,75,65,55,66,70,66,70,70,66,55,50,70,40,72,24,66,50,70,52,50,20,35,50,20,68
1908,why__60d969ccec8c65bc718e2576,why,Investment_Arquetypes_2022,HU,HU,25_34,male,employed,usable_partial,TRUE,TRUE,31,86,68,69,85,84,56,59,62,56,84,83,78,74,86,90,27,83,80,62,59,50,51,66,24,54,22,49,57,49,34,37,57
1910,why__60dc2b51b0c4eaa32e391d87,why,Investment_Arquetypes_2022,IT,IT,25_34,male,employed,usable_complete,TRUE,TRUE,32,70,85,65,60,65,40,60,80,75,80,80,70,70,55,75,65,85,70,75,75,55,60,30,40,55,60,65,45,30,60,20,30
1911,why__60df30c4e945892dc94a626c,why,Investment_Arquetypes_2022,ES,ES,18_24,male,unemployed,usable_partial,TRUE,TRUE,25,71,68,67,43,79,58,95,50,56,81,34,53,70,80,64,61,50,50,50,42,50,36,43,50,31,50,40,56,72,17,47,52
1912,why__60e0242684e7e904f9a0f9bb,why,Investment_Arquetypes_2022,IT,IT,18_24,female,employed,usable_complete,TRUE,TRUE,32,91,43,68,63,54,40,100,81,84,82,73,73,98,100,74,61,85,61,78,60,70,61,59,46,75,40,44,28,38,60,30,68
1913,why__60e5d3a91561c1746aa12a5e,why,Investment_Arquetypes_2022,IT,IT,18_24,female,unemployed,usable_complete,TRUE,TRUE,32,21,100,70,100,47,63,40,67,59,38,81,60,40,75,62,68,35,40,82,32,42,63,100,83,58,54,65,27,75,53,24,55
1914,why__60e623f3bccb2993e584ce8f,why,Investment_Arquetypes_2022,NL,NL,25_34,male,employed,usable_partial,TRUE,TRUE,31,50,91,78,86,92,86,58,64,94,91,79,77,89,84,87,80,59,76,4,8,50,11,46,7,11,88,73,95,85,39,45,46
1915,why__60e93f64ec69ecdac3107555,why,Investment_Arquetypes_2022,LV,LV,18_24,female,employed,usable_complete,TRUE,TRUE,32,67,100,72,25,65,28,72,66,69,89,61,65,100,32,67,64,96,64,73,65,65,65,57,0,40,71,20,43,27,34,16,34
1916,why__60e9b6f52e921ef7be84fffb,why,Investment_Arquetypes_2022,IE,IE,25_34,female,employed,usable_complete,TRUE,TRUE,32,25,75,60,64,79,86,83,22,60,71,64,82,83,89,79,72,68,88,79,81,65,36,80,22,31,28,23,20,17,24,29,81
1917,why__60ec003195a012028e8b2879,why,Investment_Arquetypes_2022,IE,IE,55_64,female,employed,usable_complete,TRUE,TRUE,32,76,73,82,66,85,50,95,79,50,76,82,66,100,34,77,62,66,89,51,50,87,64,62,23,59,65,62,35,67,56,27,56
1918,why__60eed1352f1ec91d6e95f9e4,why,Investment_Arquetypes_2022,FR,FR,18_24,male,unknown,usable_complete,TRUE,TRUE,32,25,30,60,70,75,80,50,80,70,70,70,70,70,90,75,75,85,80,40,60,30,10,70,10,60,10,45,10,10,20,20,80
1919,why__60f00ef373c129b71594e760,why,Investment_Arquetypes_2022,PL,PL,55_64,female,employed,usable_complete,TRUE,TRUE,32,90,94,91,31,89,91,84,91,90,95,92,69,82,54,41,36,27,65,81,86,83,51,46,28,25,33,22,19,19,21,11,71
1920,why__60f01d9692d019017760b69a,why,Investment_Arquetypes_2022,PL,PL,18_24,female,unknown,usable_complete,TRUE,TRUE,32,70,65,90,70,80,90,70,80,100,100,80,90,90,100,100,65,70,70,100,70,80,40,55,20,70,60,60,0,40,70,0,40
1921,why__60f2c01eda767e48b6c2830a,why,Investment_Arquetypes_2022,AT,AT,25_34,male,employed,usable_complete,TRUE,TRUE,32,36,84,100,33,73,30,78,83,91,88,100,77,100,50,100,100,92,100,82,50,70,60,19,5,12,61,7,6,9,13,0,25
1922,why__60f364780342181eb49b70d7,why,Investment_Arquetypes_2022,ES,ES,18_24,female,other,usable_complete,TRUE,TRUE,32,75,60,88,50,100,20,40,59,55,79,86,0,80,3,90,50,20,55,45,50,50,5,20,0,0,0,15,0,5,50,0,10
1923,why__60f487b1317946b0d5479fdf,why,Investment_Arquetypes_2022,IT,IT,25_34,female,other,usable_complete,TRUE,TRUE,32,60,64,70,28,24,56,58,72,63,63,90,61,57,61,59,61,88,63,61,76,56,63,41,63,56,36,31,34,30,56,34,44
1924,why__60f86bf70845d263c8e4956e,why,Investment_Arquetypes_2022,ES,ES,18_24,male,employed,usable_complete,TRUE,TRUE,32,74,46,60,58,44,67,73,53,75,55,99,70,35,64,67,69,30,75,34,66,84,39,46,25,65,100,40,66,57,51,73,68
1925,why__60f8890658605cd0ffba3e99,why,Investment_Arquetypes_2022,DE,DE,25_34,male,unknown,usable_complete,TRUE,TRUE,32,76,76,55,62,81,59,73,91,65,83,87,77,88,61,71,80,68,69,30,67,67,11,65,38,19,54,13,64,26,69,69,33
1926,why__60f9257769a75c61dbaaf94f,why,Investment_Arquetypes_2022,IT,IT,25_34,female,unknown,usable_complete,TRUE,TRUE,32,85,91,73,38,71,24,100,88,40,83,71,61,84,71,100,100,89,57,100,95,100,59,29,24,86,66,38,40,40,19,43,85
1927,why__60f93198e2486ae5f47c0cbd,why,Investment_Arquetypes_2022,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,75,80,90,90,60,85,100,67,75,90,100,100,90,75,100,100,75,67,50,30,100,20,65,0,67,85,5,60,50,50,30,90
1928,why__60f94d58e0e17c55e2cd5418,why,Investment_Arquetypes_2022,IE,IE,18_24,female,employed,usable_complete,TRUE,TRUE,32,59,74,85,69,89,83,54,84,89,73,89,75,81,70,90,56,86,34,35,33,70,51,87,21,39,41,25,21,51,40,33,64
1929,why__60fa8a3b63dea5731e812bb8,why,Investment_Arquetypes_2022,IT,IT,18_24,male,other,usable_complete,TRUE,TRUE,32,54,69,42,56,54,40,58,89,42,54,58,60,67,40,76,56,83,41,44,43,66,59,34,6,82,54,30,10,11,44,7,54
1930,why__60fc39cce64c39328a7c8904,why,Investment_Arquetypes_2022,PL,PL,25_34,male,inactive_other,usable_complete,TRUE,TRUE,32,75,25,50,20,30,75,100,100,65,100,90,50,90,75,100,50,80,50,75,70,50,70,50,50,25,80,0,0,0,30,0,20
1931,why__60fca8c2feed564e3039aeaf,why,Investment_Arquetypes_2022,DE,DE,18_24,female,unknown,usable_complete,TRUE,TRUE,32,33,81,70,65,63,43,52,70,72,82,71,39,64,81,81,58,73,46,71,72,40,53,67,20,42,62,23,25,67,17,41,60
1932,why__60fd0ad0a9a6b47d7adfeae0,why,Investment_Arquetypes_2022,ES,ES,25_34,female,employed,usable_complete,TRUE,TRUE,32,63,23,58,79,78,64,83,30,64,74,94,53,75,68,73,78,78,58,60,60,89,57,94,13,12,12,55,58,65,74,21,63
1933,why__60fd11ad6d6b53f3110e0840,why,Investment_Arquetypes_2022,PL,PL,18_24,female,inactive_other,usable_complete,TRUE,TRUE,32,47,100,89,56,79,29,65,74,81,83,89,60,87,81,88,80,100,55,70,52,61,57,60,37,72,52,34,27,54,17,22,38
1934,why__60fd11ba34c91595e645c63e,why,Investment_Arquetypes_2022,AT,AT,55_64,female,unemployed,usable_complete,TRUE,TRUE,32,6,100,60,54,73,94,34,66,54,67,61,54,78,86,60,66,46,72,60,64,70,13,45,16,6,44,25,0,21,0,0,10
1935,why__60fd177294a304bb531769ac,why,Investment_Arquetypes_2022,BE,BE,25_34,female,employed,usable_complete,TRUE,TRUE,32,73,90,41,64,62,41,46,61,74,71,78,68,84,55,69,61,71,40,70,62,82,71,65,23,43,71,56,29,36,28,39,60
1936,why__60fd2de5bb1c80a35dfe3bb3,why,Investment_Arquetypes_2022,IE,IE,18_24,female,unknown,usable_complete,TRUE,TRUE,32,61,77,62,86,89,95,69,89,98,94,93,65,30,82,100,81,54,51,56,28,56,74,100,0,66,37,64,0,64,28,15,58
1937,why__60fd5ac8744452c6f69ee227,why,Investment_Arquetypes_2022,FR,FR,18_24,female,other,usable_complete,TRUE,TRUE,32,60,60,65,70,65,55,55,65,65,85,40,55,60,55,80,70,80,75,70,45,40,25,45,50,45,70,60,15,30,15,30,85
1938,why__60fd66062a198e8a131b60fa,why,Investment_Arquetypes_2022,FR,FR,18_24,female,employed,usable_complete,TRUE,TRUE,32,80,79,80,67,79,69,79,87,78,80,84,68,79,72,77,74,70,53,80,72,82,36,70,63,67,68,83,58,61,64,39,78
1939,why__60fd73585ec7cfffe518e532,why,Investment_Arquetypes_2022,FR,FR,25_34,female,employed,usable_complete,TRUE,TRUE,32,45,50,100,81,90,80,0,77,100,74,100,10,47,88,56,25,50,60,70,55,23,50,70,0,54,20,50,0,0,0,0,25
1940,why__60fd877d90e8fb069a6dc0c2,why,Investment_Arquetypes_2022,DE,DE,18_24,female,employed,usable_complete,TRUE,TRUE,32,41,81,59,56,58,40,55,65,54,64,78,55,47,56,60,62,64,57,57,54,43,57,59,42,37,56,58,30,26,38,37,52
1941,why__60fd8d95b59b06d4415c8ccb,why,Investment_Arquetypes_2022,DE,DE,25_34,male,unknown,usable_complete,TRUE,TRUE,32,71,52,91,43,65,48,37,88,70,89,86,65,50,63,90,50,70,85,70,67,59,50,73,29,60,56,65,22,29,22,39,29
1942,why__60fdb9bad55eb8c5b67f18f4,why,Investment_Arquetypes_2022,NL,NL,25_34,female,employed,usable_complete,TRUE,TRUE,32,70,55,85,70,100,60,90,85,70,100,100,100,90,55,70,75,80,20,80,40,100,70,30,10,90,1,0,0,5,40,0,45
1943,why__60fddc9ee6bb457b10b9a7ae,why,Investment_Arquetypes_2022,HU,HU,18_24,female,other,usable_complete,TRUE,TRUE,32,65,69,77,59,75,60,73,90,70,89,54,73,65,80,67,66,59,59,60,73,100,65,60,43,44,31,61,54,64,83,56,57
1944,why__60feacea43d557c2145d64c1,why,Investment_Arquetypes_2022,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,70,90,75,55,65,50,90,92,65,90,91,90,90,85,90,70,65,60,55,65,91,50,50,30,90,70,50,10,35,10,10,55
1945,why__60feb47fe649c047dc5b75a5,why,Investment_Arquetypes_2022,BE,BE,18_24,male,employed,usable_complete,TRUE,TRUE,32,57,99,90,50,76,44,75,95,75,76,83,78,77,62,80,85,81,23,63,50,32,54,58,10,59,59,65,50,32,17,41,67
1946,why__60fec9a2707c2c28ac3af316,why,Investment_Arquetypes_2022,DE,DE,18_24,female,unemployed,usable_complete,TRUE,TRUE,32,83,45,61,61,84,61,58,42,41,89,69,70,55,63,75,78,80,76,74,63,43,60,65,54,61,41,46,33,34,65,47,71
1947,why__60ff16c186d2024641575b61,why,Investment_Arquetypes_2022,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,65,77,75,92,36,94,40,70,58,87,100,76,81,90,71,77,81,61,68,59,62,33,81,30,26,81,20,13,77,81,35,57
1948,why__60ffd7de4dc3ea2bfd477a22,why,Investment_Arquetypes_2022,BE,BE,18_24,female,other,usable_complete,TRUE,TRUE,32,36,73,41,64,46,52,74,72,66,67,100,35,66,81,87,82,77,71,83,64,52,73,59,42,56,31,38,0,42,30,45,75
1949,why__610038f434bfc30dd06483be,why,Investment_Arquetypes_2022,AT,AT,18_24,female,employed,usable_complete,TRUE,TRUE,32,70,55,92,65,69,26,76,60,90,95,80,68,63,60,80,70,92,42,86,81,75,85,71,70,79,22,42,34,25,75,54,62
1950,why__61018f718a8e893a7b3627e3,why,Investment_Arquetypes_2022,FR,FR,18_24,female,employed,usable_complete,TRUE,TRUE,32,40,58,55,67,42,63,65,69,61,61,74,67,53,40,62,66,64,33,44,67,63,57,39,43,59,33,32,18,57,25,22,59
1951,why__6101d039131dc4fc34e3bfbd,why,Investment_Arquetypes_2022,PT,PT,18_24,female,employed,usable_partial,TRUE,TRUE,29,80,60,60,0,60,30,55,65,60,65,80,55,70,45,75,70,60,55,80,80,75,80,60,70,70,60,60,50,20,50,50,60
1952,why__61034f24da19cc56177b8b59,why,Investment_Arquetypes_2022,CZ,CZ,25_34,female,employed,usable_complete,TRUE,TRUE,32,41,100,89,62,73,58,59,92,64,89,90,88,78,72,60,96,100,82,72,54,44,56,50,33,38,50,55,29,38,30,29,60
1953,why__610428b2ce51bf37463e986b,why,Investment_Arquetypes_2022,HU,HU,18_24,male,employed,usable_complete,TRUE,TRUE,32,69,42,88,50,69,37,84,61,65,68,94,35,88,58,40,54,57,38,69,68,62,63,44,30,65,11,40,27,22,20,17,68
1954,why__610488fc057acd71eda67793,why,Investment_Arquetypes_2022,DE,DE,25_34,female,unknown,usable_complete,TRUE,TRUE,32,58,63,70,57,59,68,79,79,69,84,91,59,68,65,80,68,69,66,80,68,76,62,46,52,75,44,67,30,32,25,31,76
1955,why__610512f51cdd5835f2bd1a1c,why,Investment_Arquetypes_2022,SE,SE,18_24,female,unemployed,usable_complete,TRUE,TRUE,32,19,100,35,78,75,90,58,95,100,83,80,33,95,66,86,91,100,87,70,32,100,75,17,18,80,52,30,16,15,25,14,24
1956,why__61055020201a7da5a704f7dd,why,Investment_Arquetypes_2022,BE,BE,18_24,female,employed,usable_complete,TRUE,TRUE,32,80,70,80,65,100,60,15,70,60,100,100,100,100,60,100,90,100,30,100,50,65,0,45,0,35,20,55,25,30,50,0,35
1958,why__61059aa5965b49c3a415f5de,why,Investment_Arquetypes_2022,DE,DE,25_34,female,employed,usable_complete,TRUE,TRUE,32,57,66,59,59,70,54,53,60,56,64,82,29,69,66,64,69,66,63,59,56,39,31,58,11,58,33,11,10,12,17,13,42
1959,why__61067a63d25f89bc79dbd95d,why,Investment_Arquetypes_2022,BE,BE,25_34,female,employed,usable_complete,TRUE,TRUE,32,55,77,68,56,54,52,62,58,59,69,57,32,53,73,65,58,60,59,59,39,37,62,38,41,58,45,40,42,56,38,37,55
1960,why__61069c22b90694967b4c9f27,why,Investment_Arquetypes_2022,IT,IT,25_34,female,employed,usable_partial,TRUE,TRUE,31,27,84,73,73,50,75,72,71,57,69,72,73,76,74,79,28,76,37,64,50,62,64,39,37,70,33,43,30,38,40,31,54
1961,why__6106a0ff227153e589e7dfc3,why,Investment_Arquetypes_2022,AT,AT,18_24,female,employed,usable_complete,TRUE,TRUE,32,79,89,73,47,76,86,67,86,88,48,80,59,64,72,94,61,70,48,92,64,33,51,83,75,59,56,75,23,56,49,44,54
1962,why__6106ac34408681f3b0d07396,why,Investment_Arquetypes_2022,AT,AT,18_24,male,employed,usable_complete,TRUE,TRUE,32,0,100,25,100,15,10,0,35,33,35,65,35,31,60,61,68,41,28,28,33,32,28,51,29,59,39,38,36,24,33,12,65
1963,why__6106bb5db475cb3c7bebaf87,why,Investment_Arquetypes_2022,ES,ES,18_24,female,employed,usable_complete,TRUE,TRUE,32,39,80,66,71,76,52,64,60,75,100,100,100,100,100,100,66,100,60,65,51,71,75,66,37,62,70,59,28,42,70,35,66
1964,why__6106fc335b80e1efc80ede21,why,Investment_Arquetypes_2022,HU,HU,18_24,female,employed,usable_complete,TRUE,TRUE,32,57,64,55,46,66,45,60,45,58,63,65,41,44,42,55,58,55,38,65,58,37,54,25,42,36,56,44,42,28,39,47,37
1965,why__610700f4f9547087ee11e1ca,why,Investment_Arquetypes_2022,DE,DE,25_34,female,employed,usable_complete,TRUE,TRUE,32,86,64,55,45,77,52,56,72,51,76,50,68,70,70,82,57,85,57,54,47,59,52,14,18,12,55,10,55,30,53,16,15
1966,why__61070bbaa42080de73d0a60b,why,Investment_Arquetypes_2022,HU,HU,18_24,female,employed,usable_complete,TRUE,TRUE,32,60,67,68,56,66,72,61,73,63,85,81,60,67,92,89,69,79,61,61,48,60,40,61,68,48,72,45,70,26,78,66,70
1967,why__6107105781cdd7e12f745d68,why,Investment_Arquetypes_2022,AT,AT,25_34,female,employed,usable_complete,TRUE,TRUE,32,56,75,80,65,46,47,64,74,45,76,35,73,63,58,69,46,66,37,57,57,56,36,61,26,45,18,25,34,28,22,27,47
1968,why__610720610c8247ca438dfe8c,why,Investment_Arquetypes_2022,NL,NL,18_24,female,unemployed,usable_complete,TRUE,TRUE,32,76,51,60,38,64,18,58,76,57,78,68,65,73,38,67,74,76,70,52,68,52,30,40,22,57,34,72,17,36,43,31,65
1969,why__61073189bb137b703f6d7b59,why,Investment_Arquetypes_2022,HU,HU,18_24,female,unknown,usable_complete,TRUE,TRUE,32,77,35,29,30,55,16,41,28,65,61,36,35,69,42,76,56,54,56,68,57,35,65,30,55,75,37,58,7,39,28,27,60
1970,why__6107aa76ee9845023fb0cb80,why,Investment_Arquetypes_2022,HU,HU,18_24,female,unknown,usable_complete,TRUE,TRUE,32,77,85,80,71,79,75,98,87,93,62,84,66,77,83,80,68,75,76,63,45,68,65,71,56,43,79,31,28,24,65,30,66
1971,why__6107acc592df914a921e2b41,why,Investment_Arquetypes_2022,IE,IE,45_54,male,employed,usable_complete,TRUE,TRUE,32,47,65,69,60,57,59,41,81,59,74,56,72,68,63,72,58,64,65,63,42,38,44,36,44,56,64,44,47,47,54,26,54
1972,why__6107c3440ad639dea7e97f5c,why,Investment_Arquetypes_2022,GR,GR,25_34,female,other,usable_complete,TRUE,TRUE,32,54,100,70,43,53,100,55,87,58,100,100,50,85,99,100,100,99,66,72,76,60,55,83,52,20,64,56,53,46,37,60,84
1973,why__6107c7bdca9be4d0dd02c4d8,why,Investment_Arquetypes_2022,IE,IE,18_24,female,unemployed,usable_complete,TRUE,TRUE,32,26,100,83,33,88,100,77,84,76,80,17,23,85,83,78,72,77,80,85,5,45,35,80,12,80,84,83,80,80,81,71,74
1974,why__61081c458f83d8940d9f71b0,why,Investment_Arquetypes_2022,FR,FR,18_24,female,other,usable_complete,TRUE,TRUE,32,74,62,55,53,94,44,28,56,36,61,71,38,61,41,79,72,65,36,43,48,36,43,35,19,38,64,62,11,40,66,15,55
1975,why__610831f8f5534a770cae4bb3,why,Investment_Arquetypes_2022,NL,NL,25_34,male,employed,usable_complete,TRUE,TRUE,32,61,67,72,61,84,51,69,66,66,64,100,64,15,70,64,67,65,64,67,75,62,65,40,64,42,21,27,19,27,69,69,73
