integrated_row_id,global_participant_key,dataset_source,source_survey,country_model,country_model_grouped,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,dim_financial,dim_security,dim_competence,dim_autonomy,dim_physiological,dim_relatedness,dim_stimulation,dim_popularity,dim_meaning
5,rv__55e04d4c3b268b00110294fe,rv,decision,DK,DK,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.658,0.7266666666666667,0.75,0.655,0.63,0.602,0.5,0.5,0.6333333333333333
6,rv__56ab6fd869b24700065cbdbd,rv,decision,GB,GB,55_64,male,employed,usable_complete,TRUE,TRUE,32,0.8019999999999999,0.9666666666666667,0.8550000000000001,0.8775,0.755,0.6900000000000001,0.5,0.5,0.7333333333333334
8,rv__56b0eec66399f90011d9cf67,rv,decision,CZ,CZ,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.726,0.7699999999999999,0.8875,0.7125,0.665,0.67,0.6000000000000001,0.5,0.5599999999999999
10,rv__577d0ad6adbc7500015d2839,rv,decision,IT,IT,25_34,other,unemployed,usable_complete_limited_metadata,TRUE,TRUE,32,0.66,0.8133333333333334,0.8625,0.88,0.8,0.52,0.5,0.5625,0.5
11,rv__5788c16f275be600013590a8,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.71,0.8300000000000001,0.77,0.665,0.5,0.628,0.5,0.5,0.6699999999999999
12,rv__57e928630cb6700001dd8f8a,rv,decision,PT,PT,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.676,0.8733333333333334,0.6950000000000001,0.7275,0.835,0.614,0.5,0.5,0.6566666666666667
13,rv__58404fd8ad98e40001ce915f,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.6220000000000001,0.8233333333333333,0.7424999999999999,0.7,0.7050000000000001,0.5,0.5,0.5,0.5566666666666666
18,rv__598b108e504c5200011964a1,rv,decision,CH,CH,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.63,0.9666666666666667,0.925,0.85,0.8,0.64,0.5,0.5,0.6833333333333332
21,rv__59da7e94416c900001ea5b52,rv,decision,FR,FR,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.8,0.5866666666666667,0.8274999999999999,0.88,0.9099999999999999,0.5,0.5,0.5,0.9333333333333332
22,rv__59dbb88b0fb3a90001bd90b0,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.666,0.9166666666666666,0.685,0.6074999999999999,0.5349999999999999,0.502,0.5,0.525,0.5933333333333334
25,rv__5a2310ebdf5bd00001b37474,rv,concerns2;decision,PL,PL,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.6120000000000001,0.8466666666666667,0.7600000000000001,0.7224999999999999,0.565,0.5860000000000001,0.5,0.5,0.68
26,rv__5a2dbc92e2032600017f4b1d,rv,decision,DE,DE,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,0.538,0.5533333333333333,0.615,0.6175,0.745,0.526,0.51,0.5,0.5233333333333333
27,rv__5abb9bcff69e940001d9171e,rv,decision;energy_crisis,PL,PL,18_24,female,employed,usable_complete,TRUE,TRUE,32,0.958,1,1,0.94,1,0.6500000000000001,0.6599999999999999,0.605,0.8466666666666667
29,rv__5aeb24e22bd17300018779f2,rv,decision,EE,OTHER_COUNTRIES,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.6779999999999999,0.5766666666666667,0.645,0.605,0.5900000000000001,0.536,0.605,0.5275000000000001,0.6433333333333334
30,rv__5af6e439672ea800010d4e92,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,0.8,0.8333333333333334,0.9375,1,0.5,0.5,0.5,0.5,0.5
31,rv__5b0710e7a84dcf0001beee8a,rv,decision,GB,GB,55_64,female,employed,usable_complete,TRUE,TRUE,32,0.8560000000000001,0.5166666666666667,0.755,0.61,0.6950000000000001,0.5700000000000001,0.5,0.515,0.5066666666666667
32,rv__5b0f27321e55760001b9a8a5,rv,decision,GB,GB,45_54,female,employed,usable_partial,TRUE,TRUE,31,0.632,0.7166666666666667,0.7825,0.6925,0.88,0.624,0.585,0.5,0.7433333333333333
35,rv__5b3f242f9c2ec600014ef9fc,rv,decision,IT,IT,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.9,0.85,0.75,0.775,1,0.62,0.55,0.5,0.5
36,rv__5b472672d4c93b00019bbc49,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.67,0.8266666666666667,0.725,0.7424999999999999,0.72,0.554,0.575,0.5,0.8033333333333333
37,rv__5b55c6a2e173e60001963940,rv,decision,CH,CH,25_34,male,student,usable_partial,TRUE,TRUE,31,0.95,1,0.8875,0.9,0.95,0.9,0.825,0.7625,0.9166666666666666
38,rv__5b648251bd56550001bf31fd,rv,decision,DE,DE,55_64,female,employed,usable_complete,TRUE,TRUE,32,0.76,0.85,0.8625,0.8225,0.85,0.54,0.5,0.5,0.6333333333333333
39,rv__5b681788ca518a0001c7a755,rv,decision,GB,GB,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.71,0.9166666666666666,0.8975,0.8825000000000001,0.78,0.73,0.5,0.53,0.86
45,rv__5bafd12a70f8df0001be84a7,rv,decision,PL,PL,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.774,0.9500000000000001,0.9375,0.9374999999999999,0.98,0.6,0.605,0.5275,0.9
47,rv__5bf3199ebe7c7300017b710a,rv,decision,DE,DE,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.6779999999999999,0.6699999999999999,0.8674999999999999,0.7474999999999999,0.675,0.592,0.62,0.575,0.5233333333333333
49,rv__5c18daaae467040001e68fc4,rv,decision,GB,GB,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.8300000000000001,0.7833333333333333,0.75,0.745,0.6,0.5800000000000001,0.5,0.5,0.5
51,rv__5c3a139774d1c6000138da11,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.6779999999999999,0.5666666666666667,0.71,0.61,0.875,0.8460000000000001,0.5700000000000001,0.6375,0.7133333333333334
52,rv__5c4d8d706b23ab0001a34af2,rv,decision,GB,GB,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,0.718,0.8666666666666667,0.7825,0.6325,0.5,0.696,0.5,0.5,0.6
56,rv__5c59ceb27e554c0001257ff4,rv,decision,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.8379999999999999,0.8433333333333333,0.785,0.6849999999999999,0.7250000000000001,0.674,0.5,0.5,0.75
58,rv__5c609a727557640001f516c5,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,0.6759999999999999,0.5,0.53,0.7125,0.745,0.538,0.5,0.5549999999999999,0.66
59,rv__5c66cc9246bfc200019044b8,rv,decision,HU,HU,35_44,unknown,employed,usable_complete_limited_metadata,TRUE,TRUE,32,0.7300000000000001,1,0.8624999999999999,0.9375,0.925,0.8099999999999999,0.5,0.55,0.5666666666666667
64,rv__5c8ec442bda58f00125002a3,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.638,0.6666666666666666,0.855,0.675,0.56,0.6,0.5,0.5,0.5
66,rv__5cadbee8470c560001de5739,rv,decision,GB,GB,45_54,male,student,usable_complete,TRUE,TRUE,32,0.79,0.5833333333333334,0.8225,0.64,0.75,0.522,0.515,0.5,0.5
69,rv__5cd53d40aeb4100001c18aa8,rv,decision,IT,IT,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.5619999999999999,0.7599999999999999,0.7475,0.605,0.575,0.57,0.525,0.5,0.7433333333333333
71,rv__5ce9462a90bfb10015ab205c,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,0.71,0.9333333333333332,0.8200000000000001,0.6775,0.855,0.64,0.5,0.5,0.7999999999999999
73,rv__5cf101ea48405a0018415d09,rv,decision,PL,PL,45_54,female,employed,usable_partial,TRUE,TRUE,30,0.596,0.73,0.72,0.7550000000000001,0.855,0.58,0.5800000000000001,0.5,0.7033333333333333
74,rv__5cf510ccb0bafb00161ffd56,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.6859999999999999,0.7166666666666667,0.6425000000000001,0.695,0.6699999999999999,0.604,0.5,0.5,0.6566666666666667
75,rv__5cfc3dfaceb2d50019394664,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,0.616,0.6466666666666666,0.6225,0.8075,0.645,0.5279999999999999,0.5,0.5,0.5366666666666666
76,rv__5d00d7e1a6d3c500194518f5,rv,decision,NO,OTHER_COUNTRIES,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.62,0.7633333333333333,0.7,0.7225,0.5549999999999999,0.558,0.5,0.5,0.5833333333333334
79,rv__5d1f54b95538e6001a843293,rv,decision,BE,BE,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.638,0.8133333333333334,0.77,0.935,0.915,0.588,0.5,0.53,0.92
80,rv__5d24b3cfa433c000166f91bf,rv,decision,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.6699999999999999,0.5833333333333334,0.8374999999999999,0.6575,0.6799999999999999,0.5599999999999999,0.55,0.5,0.6499999999999999
81,rv__5d3873197860c8001a106e02,rv,decision,HU,HU,35_44,male,employed,usable_partial,TRUE,TRUE,30,0.8200000000000001,1,1,1,1,0.6399999999999999,0.8,0.5,0.6333333333333333
82,rv__5d404c6a584cc80017e81001,rv,decision,GB,GB,55_64,female,retired,usable_partial,TRUE,TRUE,31,0.624,0.73,0.81,0.75,0.5,0.566,0.5,0.5,0.6066666666666666
83,rv__5d542c3a5af5900019bc80c4,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.712,0.6633333333333333,0.835,0.77,0.6000000000000001,0.612,0.5,0.5,0.7799999999999999
85,rv__5d6558fa16871700012ea47b,rv,concerns2;decision;energy_crisis;poverty,SI,SI,55_64,female,employed,usable_complete,TRUE,TRUE,32,0.9359999999999999,1,0.8125,0.8775,1,0.702,0.575,0.57,0.5966666666666667
86,rv__5d6eb49ab682cc000173982b,rv,decision,GR,GR,55_64,female,unemployed,usable_complete,TRUE,TRUE,32,0.71,0.9966666666666667,0.9625,0.8875,0.9650000000000001,0.736,0.745,0.625,0.7066666666666667
88,rv__5d776e218a8d1d00166d36a6,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.628,0.7566666666666667,0.695,0.705,0.6,0.608,0.52,0.585,0.6666666666666666
91,rv__5d7e41aea60f7b00013cf1af,rv,decision,PL,PL,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.73,0.8133333333333334,0.6749999999999999,0.7925,0.775,0.53,0.54,0.505,0.5133333333333333
92,rv__5d8878251f684d0001737c56,rv,decision,GB,GB,45_54,female,other,usable_partial,TRUE,TRUE,31,0.64,0.8566666666666666,0.775,0.63,0.76,0.606,0.5,0.5,0.52
96,rv__5daae19f8a06b60016d1bc32,rv,decision,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.6,0.5,0.875,0.75,0.625,0.54,0.5,0.5,0.8833333333333333
97,rv__5db643d245c296000bdf256b,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.556,0.7166666666666668,0.6725,0.7225,0.855,0.712,0.64,0.51,0.6633333333333333
99,rv__5dde680c40460edc4a5dc1a2,rv,decision,CZ,CZ,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.714,0.79,0.775,0.7175,0.61,0.628,0.5,0.5,0.7399999999999999
101,rv__5dea7920381d631928f04be5,rv,decision,FR,FR,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.6599999999999999,0.6833333333333332,0.7875000000000001,0.7625,0.525,0.55,0.525,0.5,0.8000000000000002
103,rv__5e06667850221303e42bdfc4,rv,decision,CZ,CZ,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.79,0.5733333333333334,0.7825,0.7625,0.7949999999999999,0.51,0.5,0.5,0.5
104,rv__5e1f3d1426d9742781af7332,rv,decision,DE,DE,25_34,female,student,usable_partial,TRUE,TRUE,31,0.6,0.7999999999999999,0.8624999999999999,0.6875,0.6,0.5599999999999999,0.625,0.5,0.5666666666666668
105,rv__5e35394d2149184e1a3d0450,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.5,0.7600000000000001,0.5449999999999999,0.675,0.55,0.57,0.5,0.5,0.7633333333333333
107,rv__5e440e4f19962228cf949247,rv,decision,FR,FR,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.6299999999999999,0.8166666666666668,0.7875,0.8375,0.8,0.55,0.5,0.5,0.6666666666666666
108,rv__5e4f73d0ca55663b5b9d18b0,rv,decision,FR,FR,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.63,0.87,0.6749999999999999,0.5700000000000001,0.625,0.5820000000000001,0.5,0.5,0.5166666666666667
111,rv__5e5cc9ce92d80948da643ebc,rv,decision,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.664,0.7766666666666667,0.74,0.7999999999999999,0.875,0.506,0.5,0.5,0.66
112,rv__5e6e14f53c76d23b934a67f3,rv,decision,IT,IT,25_34,female,student,usable_complete,TRUE,TRUE,32,0.716,0.6933333333333334,0.76,0.61,0.75,0.612,0.525,0.5,0.5966666666666667
114,rv__5e8244d17412d49657c3e6d8,rv,decision,DE,DE,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.6279999999999999,0.6366666666666667,0.7925,0.65,0.53,0.5,0.525,0.5,0.5966666666666667
115,rv__5e86116068b86421a020e345,rv,decision,PT,PT,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.5980000000000001,0.6900000000000001,0.7825,0.675,0.575,0.562,0.5,0.5,0.5
116,rv__5e86e0a50a340d32316afe9d,rv,decision,LV,LV,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.742,0.54,0.8775000000000001,0.5800000000000001,0.5,0.5,0.56,0.5075000000000001,0.5
117,rv__5e8b11aaa9b690000bb6ae1f,rv,concerns2;decision,PL,PL,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.7940000000000002,0.7766666666666667,0.6775,0.62,0.805,0.608,0.565,0.5,0.7166666666666667
118,rv__5e8f740429529124dfc3e7a5,rv,decision,PL,PL,25_34,male,student,usable_complete,TRUE,TRUE,32,0.6300000000000001,0.7833333333333333,0.655,0.6124999999999999,0.6599999999999999,0.588,0.595,0.5,0.5566666666666666
119,rv__5e92267dcc3d6c553eb8c817,rv,decision,PL,PL,25_34,male,employed,usable_partial,TRUE,TRUE,29,0.6799999999999999,0.6,0.75,0.5875,0.55,0.568,0.62,0.5625,0.5
121,rv__5e9c3ff1cf719d151612648f,rv,concerns2;decision;energy_crisis;poverty,IT,IT,55_64,female,unknown,usable_complete,TRUE,TRUE,32,0.7939999999999999,0.98,0.95,0.815,0.875,0.662,0.5,0.55,0.9566666666666667
122,rv__5ea693e4c7977b01157ba82c,rv,decision,AT,AT,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.6159999999999999,0.7466666666666667,0.77,0.54,1,0.616,0.5,0.5,0.5733333333333334
123,rv__5ea8010daf54da1e951b8861,rv,decision,PL,PL,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.7020000000000001,0.5966666666666667,0.775,0.7925000000000001,0.715,0.5900000000000001,0.5,0.5525,0.5766666666666667
125,rv__5eb29fdddac67500082c1089,rv,decision,GB,GB,45_54,male,other,usable_complete,TRUE,TRUE,32,0.842,0.8433333333333334,0.975,0.9225,0.915,0.6,0.5,0.51,0.5833333333333334
126,rv__5eb71d89ed8104645e640ad7,rv,decision,GR,GR,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,0.5780000000000001,0.8733333333333334,0.7575000000000001,0.5475,0.62,0.6,0.5,0.5,1
128,rv__5ec96e3609117f0a67231842,rv,decision,IE,IE,55_64,male,employed,usable_complete,TRUE,TRUE,32,0.8320000000000001,0.8700000000000001,0.9450000000000001,0.865,0.855,0.5980000000000001,0.525,0.525,0.8166666666666668
129,rv__5eda1423dd2241017d85fd44,rv,decision,FI,FI,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.6900000000000001,0.8166666666666668,0.75,0.7000000000000001,0.625,0.67,0.6499999999999999,0.5,0.8166666666666668
130,rv__5ee93e0226f9f0167b877dbe,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.596,0.54,0.625,0.5575,0.5900000000000001,0.6220000000000001,0.5549999999999999,0.5975,0.6
131,rv__5eff6065cc8d32014292657f,rv,decision,GB,GB,35_44,female,employed,usable_partial,TRUE,TRUE,30,0.608,0.8333333333333334,0.745,0.7499999999999999,0.65,0.5900000000000001,0.5,0.5,0.7133333333333333
133,rv__5f01b7e94738d231487f2911,rv,decision,CZ,CZ,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.74,0.7999999999999999,0.9125,0.6625000000000001,0.6499999999999999,0.54,0.7,0.5,0.5
135,rv__5f10d13957b4763f401690e5,rv,decision,GB,GB,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.9199999999999999,1,0.825,0.875,1,0.82,0.55,0.625,0.9333333333333332
137,rv__5f21ff288900cb4709dd49aa,rv,decision,IT,IT,65_plus,female,employed,usable_complete,TRUE,TRUE,32,0.7859999999999999,0.8733333333333334,0.8725,0.8099999999999999,0.865,0.716,0.675,0.645,0.79
138,rv__5f280cc370354e08a8f2895c,rv,decision,GB,GB,45_54,female,other,usable_complete,TRUE,TRUE,32,0.7699999999999999,0.8333333333333334,0.975,0.8999999999999999,0.825,0.7,0.6499999999999999,0.5,0.5333333333333333
139,rv__5f2af36061a10a452cd8dc4e,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.73,0.6933333333333334,0.8475,0.8575,0.9,0.562,0.74,0.6825,0.6
140,rv__5f2dcc4c7989510ff7699cab,rv,decision,DK,DK,25_34,female,student,usable_partial,TRUE,TRUE,31,0.5599999999999999,0.75,0.765,0.8,0.5,0.6599999999999999,0.75,0.5,1
142,rv__5f4c175e219f12824882c23d,rv,decision,PL,PL,18_24,male,student,usable_complete,TRUE,TRUE,32,0.82,0.8666666666666667,0.875,0.7749999999999999,0.7,0.67,0.595,0.5,0.75
143,rv__5f4d6c27b03547a378fcb44a,rv,decision,GR,GR,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.69,0.7366666666666667,0.78,0.7475,0.73,0.61,0.5,0.5,0.77
144,rv__5f5b1fe3c6a95e22e2af8908,rv,decision,GB,GB,55_64,female,employed,usable_complete,TRUE,TRUE,32,0.6199999999999999,0.6166666666666667,0.6625000000000001,0.6125,0.7,0.52,0.5,0.5,0.52
146,rv__5f632ea32e85353d93872c67,rv,decision;energy_crisis,HU,HU,25_34,male,unknown,usable_complete,TRUE,TRUE,32,0.652,0.7366666666666667,0.725,0.6775,0.655,0.6420000000000001,0.6699999999999999,0.515,0.5233333333333333
147,rv__5f6cd5ce1758e90f12ae1123,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.542,0.6000000000000001,0.6725,0.7025,0.77,0.5599999999999999,0.525,0.5,0.5233333333333333
150,rv__5f8c0f0018ada633f6d834e9,rv,decision,GR,GR,35_44,male,employed,usable_partial,TRUE,TRUE,31,0.7899999999999999,0.8166666666666668,0.7375,0.6875,0.75,0.6599999999999999,0.5,0.5,0.5499999999999999
151,rv__5f92f97ed0f407056dfd3268,rv,decision,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.554,0.6166666666666667,0.5875,0.575,0.71,0.6900000000000001,0.5900000000000001,0.62,0.6066666666666666
153,rv__5fa7c31cb18ef755c9d84b5a,rv,decision,GR,GR,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,0.6359999999999999,0.6433333333333334,0.665,0.6325,0.5700000000000001,0.5599999999999999,0.525,0.5,0.6133333333333333
154,rv__5fabbdb69389ea01dd402172,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,0.6,0.7433333333333333,0.7175,0.6675,0.6,0.6599999999999999,0.5,0.5,0.6466666666666666
155,rv__5fb2d087a956be967181e2d1,rv,decision,PL,PL,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,0.7699999999999999,0.5833333333333334,0.75,0.725,0.7,0.55,0.6,0.525,0.89
156,rv__5fbbc75f884010d82bf37532,rv,decision;energy_crisis;poverty,PL,PL,25_34,male,unknown,usable_complete,TRUE,TRUE,32,0.6559999999999999,0.8833333333333333,0.7525000000000001,0.525,0.55,0.6599999999999999,0.5,0.5,0.6666666666666666
158,rv__5fd2adf66655bf09907c7056,rv,decision,NL,NL,25_34,male,employed,usable_partial,TRUE,TRUE,31,0.58,0.7333333333333334,0.75,0.55,0.5,0.56,0.55,0.5,0.6166666666666667
159,rv__5fe328a0a53c57f645dc0b19,rv,decision;energy_crisis;poverty,IT,IT,35_44,male,unknown,usable_complete,TRUE,TRUE,32,0.696,0.7200000000000001,0.6699999999999999,0.7050000000000001,0.7050000000000001,0.54,0.565,0.5,0.7233333333333333
161,rv__600a9ab59e9b701db49fbec1,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.67,0.8366666666666666,0.665,0.7250000000000001,0.73,0.5740000000000001,0.5800000000000001,0.5,0.6466666666666666
162,rv__600c1969c144272a8e7edb05,rv,decision,FR,FR,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.6599999999999999,0.7999999999999999,0.875,0.7375,0.8,0.6399999999999999,0.5,0.5,0.6833333333333332
164,rv__60154af277ec314fd8fe1449,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.61,0.7766666666666667,0.7124999999999999,0.7375,0.7949999999999999,0.702,0.62,0.5675,0.7833333333333332
165,rv__60245c7c3df42d131232cedb,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,0.71,0.75,0.7975000000000001,0.78,0.6,0.522,0.5,0.5,0.7166666666666667
166,rv__602b2d3fb9bd922649dcb9c5,rv,decision,GR,GR,18_24,female,employed,usable_complete,TRUE,TRUE,32,0.55,0.62,0.6174999999999999,0.6225,0.5700000000000001,0.5920000000000001,0.6699999999999999,0.5,0.66
168,rv__602fe67919eaccd752eea5a5,rv,decision,PT,PT,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.68,0.7833333333333333,0.73,0.7025,0.81,0.616,0.5,0.525,0.64
169,rv__6034e1952ed073efce57a8a7,rv,decision,GR,GR,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.648,0.7633333333333333,0.7625,0.7474999999999999,0.6599999999999999,0.546,0.585,0.5,0.6233333333333334
170,rv__603a293ee62ae15da2674441,rv,decision,PL,PL,18_24,male,student,usable_complete,TRUE,TRUE,32,0.696,0.7233333333333333,0.7374999999999999,0.6699999999999999,0.6950000000000001,0.55,0.6699999999999999,0.5,0.6466666666666666
171,rv__60456799ca80066961f3fa3c,rv,decision,PT,PT,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.538,0.61,0.6875,0.6224999999999999,0.7649999999999999,0.6199999999999999,0.605,0.5125,0.5
172,rv__604dedd2805fe682c5bc51c0,rv,decision,HU,HU,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.5439999999999999,0.6366666666666667,0.615,0.615,0.555,0.5780000000000001,0.515,0.5,0.5299999999999999
174,rv__6058cb3a85a0e6ac773f0de2,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.79,0.9,0.875,0.8674999999999999,0.975,0.646,0.6,0.5674999999999999,0.6766666666666666
175,rv__605ab9d5c01d0b0fc69930c5,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.576,0.7366666666666667,0.715,0.61,0.5700000000000001,0.524,0.515,0.5,0.7399999999999999
177,rv__606f0911a98c67d01edbcf11,rv,decision,CH,CH,65_plus,female,retired,usable_complete,TRUE,TRUE,32,0.614,0.67,0.695,0.7325,0.6,0.61,0.5700000000000001,0.5,0.71
178,rv__606f25c909b8c8c57c904dcc,rv,decision,IT,IT,unknown,male,student,usable_partial,TRUE,TRUE,31,0.776,0.5366666666666666,0.8225,0.74,0.76,0.604,0.75,0.62,0.7966666666666667
180,rv__60827e52a046c9b82574d391,rv,decision,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.626,0.6,0.6725,0.615,0.515,0.5,0.5,0.5,0.5
181,rv__6085e84d413d728ebaeca4eb,rv,decision,IT,IT,25_34,male,student,usable_complete,TRUE,TRUE,32,0.628,0.9266666666666667,0.8150000000000001,0.74,0.5700000000000001,0.8160000000000001,0.7250000000000001,0.565,0.8433333333333334
182,rv__608b1ac239a12b93a41241bb,rv,decision,PT,PT,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.5780000000000001,0.66,0.63,0.55,0.71,0.612,0.54,0.5,0.5366666666666666
184,rv__608e6d414eca223283f99ba6,rv,decision,IT,IT,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.7100000000000001,0.8533333333333334,0.8250000000000001,0.735,0.77,0.674,0.55,0.5575,0.7666666666666666
185,rv__609077b2d5f119a0c819a6cd,rv,concerns2;decision;poverty,AT,AT,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.8099999999999999,0.75,0.825,0.775,0.75,0.58,0.55,0.5,0.5833333333333334
186,rv__6091bcc967016811f0f05489,rv,decision,CH,CH,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.702,0.7666666666666666,0.6625000000000001,0.6499999999999999,0.7749999999999999,0.608,0.525,0.5,0.6166666666666667
187,rv__60a79951ff39d84fa64cd4e7,rv,decision,DE,DE,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.5,0.51,0.605,0.5650000000000001,0.65,0.55,0.55,0.525,0.5833333333333334
188,rv__60b0ba56f6a2244bbae05690,rv,decision,GR,GR,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.8299999999999998,0.9499999999999998,0.725,0.8875,0.875,0.58,0.6,0.5,0.5
189,rv__60b6a69a471d19c2c080aff8,rv,decision,PT,PT,18_24,female,employed,usable_partial,TRUE,TRUE,31,0.546,0.7633333333333333,0.6525000000000001,0.685,0.605,0.608,0.61,0.5,0.59
190,rv__60d10503b38976552a1b35da,rv,decision,DE,DE,25_34,male,employed,usable_partial,TRUE,TRUE,31,0.58,0.6,0.67,0.6749999999999999,0.6,0.5,0.575,0.5,0.5866666666666667
191,rv__60d1ad57fb10e23b2157d23a,rv,decision,PT,PT,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.77,0.9566666666666667,0.935,0.8800000000000001,0.995,0.6479999999999999,0.7050000000000001,0.5175,0.82
192,rv__60d475ebf55cc3d7ae87588b,rv,decision,BE,BE,25_34,male,employed,usable_partial,TRUE,TRUE,31,0.6020000000000001,0.67,0.6975,0.63,0.5700000000000001,0.55,0.595,0.535,0.7233333333333333
193,rv__60db34cdfee9f86eb4a0f376,rv,decision,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.6180000000000001,0.6000000000000001,0.7,0.7375,0.69,0.5559999999999999,0.66,0.5,0.6699999999999999
194,rv__60fd399bbd6c1e8523009699,rv,concerns2;decision,GR,GR,25_34,female,unknown,usable_complete,TRUE,TRUE,32,0.796,0.8033333333333333,0.8674999999999999,1,1,0.72,0.75,0.5,0.84
196,rv__61034f24da19cc56177b8b59,rv,decision,CZ,CZ,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.7260000000000001,0.8833333333333333,0.7825,0.74,0.915,0.502,0.505,0.5,0.7833333333333333
