consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_21_rights_and_duties; det_22_peer_pressure; det_25_agreement; det_31_approval,0.72125,0.2837597976936845
2,EFA2,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.93875,0.4475047667758675
3,EFA3,det_09_safety; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun,0.7625,0.31129278102895214
4,EFA4,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_23_support; det_25_agreement; det_32_own_significance,0.78,0.3312378141808952
5,EFA5,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance,0.75625,0.2919279242829188
6,EFA6,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit,0.85375,0.4185253075712723
