consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun; det_32_own_significance,0.86875,0.33744699783053866
2,EFA2,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_18_autonomy,0.89375,0.44131299492950277
3,EFA3,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.99875,0.48069922764733886
4,EFA4,det_04_added_value; det_06_climate_protection; det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_23_support; det_25_agreement; det_32_own_significance,0.79375,0.33115452099010856
5,EFA5,det_04_added_value; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_25_agreement; det_32_own_significance,0.7725,0.2718563157346048
6,EFA6,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_16_commitment; det_21_rights_and_duties; det_25_agreement,0.83125,0.3476889069889094
