consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_19_wellbeing,100,1,0.7523360537889108
1,det_20_coziness,100,1,0.7047139936341422
1,det_09_safety,100,1,0.43692149966563526
1,det_27_fun,96,0.96,0.1953446614511627
1,det_18_autonomy,94,0.94,0.17356092739916434
1,det_15_self_satisfaction,91,0.91,0.16458175231766764
1,det_25_agreement,89,0.89,0.17119540843063055
1,det_32_own_significance,25,0.25,0.10092168595699565
2,det_10_cost_efficiency,100,1,0.6302393370870123
2,det_01_profits,100,1,0.6028792164557595
2,det_05_frugality,100,1,0.5484963053217436
2,det_02_credit_score,100,1,0.46149583098632113
2,det_03_risk_profile,100,1,0.42946495756280134
2,det_13_technical_fit,98,0.98,0.3420870429469269
2,det_18_autonomy,63,0.63,0.2606979807900525
2,det_11_knowledge,54,0.54,0.255143288285405
3,det_28_recognition,100,1,0.5967158698280337
3,det_31_approval,100,1,0.563493509926022
3,det_24_socialising,100,1,0.5596543083092438
3,det_30_authority,100,1,0.5434634970292315
3,det_29_trends,100,1,0.4041701638712798
3,det_27_fun,100,1,0.38964220160045626
3,det_26_novelty,100,1,0.37362458918524044
3,det_22_peer_pressure,99,0.99,0.4148296814292033
4,det_06_climate_protection,100,1,0.7518014895349255
4,det_14_environmental_concerns,100,1,0.6763375552560372
4,det_04_added_value,100,1,0.3459824308260908
4,det_23_support,100,1,0.33689772692581216
4,det_32_own_significance,91,0.91,0.18158342988860163
4,det_13_technical_fit,65,0.65,0.13608515432120413
4,det_25_agreement,46,0.46,0.12015446690990575
4,det_08_trust,33,0.33,0.1003939142582915
5,det_15_self_satisfaction,98,0.98,0.33628170896416937
5,det_18_autonomy,98,0.98,0.2806864568767092
5,det_32_own_significance,94,0.94,0.35447403376853637
5,det_16_commitment,94,0.94,0.3499441498014452
5,det_12_own_competence,94,0.94,0.30343757987633624
5,det_04_added_value,48,0.48,0.19071567609178078
5,det_17_adherence,48,0.48,0.18312544909127632
5,det_25_agreement,44,0.44,0.17618547140658491
6,det_07_legal,100,1,0.6250211737972795
6,det_21_rights_and_duties,99,0.99,0.5894581709609127
6,det_08_trust,97,0.97,0.3074758113971456
6,det_25_agreement,96,0.96,0.35619132173835183
6,det_03_risk_profile,95,0.95,0.25805751141602445
6,det_11_knowledge,74,0.74,0.2351817023945297
6,det_09_safety,54,0.54,0.20427925045604572
6,det_16_commitment,50,0.5,0.2058463137509861
