consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_06_climate_protection; det_07_legal; det_12_own_competence; det_21_rights_and_duties; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,0.4625,0.22611600870760137
2,EFA2,det_07_legal; det_09_safety; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,0.555,0.29697644146431323
3,EFA3,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.8225,0.5049818394716636
4,EFA4,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,0.6837500000000001,0.37734841207114855
5,EFA5,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_10_cost_efficiency; det_23_support; det_25_agreement; det_32_own_significance,0.5125,0.25674947738410336
6,EFA6,det_04_added_value; det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_22_peer_pressure; det_23_support; det_25_agreement; det_26_novelty,0.46375,0.2357004337102457
