analysis_sample,n_rows,n_unique_integrated_ids,n_subsamples,n_sources,n_europe,n_latam,n_diego,n_renovisor,n_why_europe,n_why_latam
RENOVISOR,894,894,1,1,894,0,0,894,0,0
