bootstrap_id,target_sample_type,row_quality_final,n,prop_within_type
8,abstention,no_determinants,35,0.0691699604743083
8,abstention,suspicious_determinants,1,0.001976284584980237
8,abstention,too_many_missing_determinants,8,0.015810276679841896
8,abstention,usable_complete,382,0.7549407114624506
8,abstention,usable_complete_limited_metadata,24,0.04743083003952569
8,abstention,usable_partial,55,0.10869565217391304
8,abstention,usable_partial_limited_metadata,1,0.001976284584980237
8,voter,no_determinants,63,0.12753036437246965
8,voter,suspicious_determinants,1,0.0020242914979757085
8,voter,too_many_missing_determinants,20,0.04048582995951417
8,voter,usable_complete,295,0.597165991902834
8,voter,usable_complete_limited_metadata,5,0.010121457489878543
8,voter,usable_partial,110,0.22267206477732793
9,abstention,no_determinants,37,0.07312252964426877
9,abstention,too_many_missing_determinants,5,0.009881422924901186
9,abstention,usable_complete,396,0.782608695652174
9,abstention,usable_complete_limited_metadata,18,0.03557312252964427
9,abstention,usable_partial,48,0.09486166007905138
9,abstention,usable_partial_limited_metadata,2,0.003952569169960474
9,voter,no_determinants,69,0.1396761133603239
9,voter,suspicious_determinants,6,0.012145748987854251
9,voter,too_many_missing_determinants,22,0.044534412955465584
9,voter,usable_complete,277,0.5607287449392713
9,voter,usable_complete_limited_metadata,8,0.016194331983805668
9,voter,usable_partial,112,0.22672064777327935
10,abstention,no_determinants,29,0.05731225296442688
10,abstention,too_many_missing_determinants,1,0.001976284584980237
10,abstention,usable_complete,404,0.7984189723320159
10,abstention,usable_complete_limited_metadata,22,0.043478260869565216
10,abstention,usable_partial,49,0.09683794466403162
10,abstention,usable_partial_limited_metadata,1,0.001976284584980237
10,voter,no_determinants,69,0.1396761133603239
10,voter,suspicious_determinants,5,0.010121457489878543
10,voter,too_many_missing_determinants,18,0.03643724696356275
10,voter,usable_complete,295,0.597165991902834
10,voter,usable_complete_limited_metadata,4,0.008097165991902834
10,voter,usable_partial,103,0.20850202429149797
11,abstention,no_determinants,28,0.05533596837944664
11,abstention,suspicious_determinants,1,0.001976284584980237
11,abstention,too_many_missing_determinants,4,0.007905138339920948
11,abstention,usable_complete,414,0.8181818181818182
11,abstention,usable_complete_limited_metadata,15,0.029644268774703556
11,abstention,usable_partial,42,0.08300395256916997
11,abstention,usable_partial_limited_metadata,2,0.003952569169960474
11,voter,no_determinants,73,0.14777327935222673
11,voter,suspicious_determinants,1,0.0020242914979757085
11,voter,too_many_missing_determinants,17,0.03441295546558704
11,voter,usable_complete,294,0.5951417004048583
11,voter,usable_complete_limited_metadata,6,0.012145748987854251
11,voter,usable_partial,103,0.20850202429149797
12,abstention,no_determinants,32,0.06324110671936758
12,abstention,too_many_missing_determinants,4,0.007905138339920948
12,abstention,usable_complete,402,0.7944664031620553
12,abstention,usable_complete_limited_metadata,28,0.05533596837944664
12,abstention,usable_partial,36,0.07114624505928854
12,abstention,usable_partial_limited_metadata,4,0.007905138339920948
12,voter,no_determinants,61,0.12348178137651822
12,voter,suspicious_determinants,3,0.006072874493927126
12,voter,too_many_missing_determinants,12,0.024291497975708502
12,voter,usable_complete,291,0.5890688259109311
12,voter,usable_complete_limited_metadata,6,0.012145748987854251
12,voter,usable_partial,121,0.24493927125506074
13,abstention,no_determinants,31,0.06126482213438735
13,abstention,suspicious_determinants,3,0.005928853754940711
13,abstention,too_many_missing_determinants,7,0.01383399209486166
13,abstention,usable_complete,393,0.7766798418972332
13,abstention,usable_complete_limited_metadata,19,0.037549407114624504
13,abstention,usable_partial,50,0.09881422924901186
13,abstention,usable_partial_limited_metadata,3,0.005928853754940711
13,voter,no_determinants,60,0.1214574898785425
13,voter,suspicious_determinants,3,0.006072874493927126
13,voter,too_many_missing_determinants,14,0.02834008097165992
13,voter,usable_complete,297,0.6012145748987854
13,voter,usable_complete_limited_metadata,11,0.022267206477732792
13,voter,usable_partial,109,0.22064777327935223
14,abstention,no_determinants,35,0.0691699604743083
14,abstention,too_many_missing_determinants,8,0.015810276679841896
14,abstention,usable_complete,388,0.766798418972332
14,abstention,usable_complete_limited_metadata,21,0.041501976284584984
14,abstention,usable_partial,52,0.10276679841897234
14,abstention,usable_partial_limited_metadata,2,0.003952569169960474
14,voter,no_determinants,68,0.13765182186234817
14,voter,suspicious_determinants,2,0.004048582995951417
14,voter,too_many_missing_determinants,16,0.032388663967611336
14,voter,usable_complete,289,0.5850202429149798
14,voter,usable_complete_limited_metadata,10,0.020242914979757085
14,voter,usable_partial,109,0.22064777327935223
15,abstention,no_determinants,27,0.0533596837944664
15,abstention,suspicious_determinants,1,0.001976284584980237
15,abstention,too_many_missing_determinants,5,0.009881422924901186
15,abstention,usable_complete,397,0.7845849802371542
15,abstention,usable_complete_limited_metadata,24,0.04743083003952569
15,abstention,usable_partial,50,0.09881422924901186
15,abstention,usable_partial_limited_metadata,2,0.003952569169960474
15,voter,no_determinants,57,0.11538461538461539
15,voter,suspicious_determinants,5,0.010121457489878543
15,voter,too_many_missing_determinants,13,0.02631578947368421
15,voter,usable_complete,287,0.5809716599190283
15,voter,usable_complete_limited_metadata,9,0.018218623481781375
15,voter,usable_partial,121,0.24493927125506074
15,voter,usable_partial_limited_metadata,2,0.004048582995951417
16,abstention,no_determinants,31,0.06126482213438735
16,abstention,suspicious_determinants,1,0.001976284584980237
16,abstention,too_many_missing_determinants,9,0.017786561264822136
16,abstention,usable_complete,399,0.7885375494071146
16,abstention,usable_complete_limited_metadata,26,0.05138339920948617
16,abstention,usable_partial,39,0.07707509881422925
16,abstention,usable_partial_limited_metadata,1,0.001976284584980237
16,voter,no_determinants,64,0.12955465587044535
16,voter,suspicious_determinants,7,0.01417004048582996
16,voter,too_many_missing_determinants,16,0.032388663967611336
16,voter,usable_complete,289,0.5850202429149798
16,voter,usable_complete_limited_metadata,7,0.01417004048582996
16,voter,usable_partial,111,0.22469635627530365
17,abstention,no_determinants,22,0.043478260869565216
17,abstention,too_many_missing_determinants,3,0.005928853754940711
17,abstention,usable_complete,422,0.83399209486166
17,abstention,usable_complete_limited_metadata,16,0.03162055335968379
17,abstention,usable_partial,40,0.07905138339920949
17,abstention,usable_partial_limited_metadata,3,0.005928853754940711
17,voter,no_determinants,64,0.12955465587044535
17,voter,suspicious_determinants,4,0.008097165991902834
17,voter,too_many_missing_determinants,12,0.024291497975708502
17,voter,usable_complete,289,0.5850202429149798
17,voter,usable_complete_limited_metadata,5,0.010121457489878543
17,voter,usable_partial,119,0.2408906882591093
17,voter,usable_partial_limited_metadata,1,0.0020242914979757085
18,abstention,no_determinants,32,0.06324110671936758
18,abstention,too_many_missing_determinants,5,0.009881422924901186
18,abstention,usable_complete,401,0.7924901185770751
18,abstention,usable_complete_limited_metadata,15,0.029644268774703556
18,abstention,usable_partial,50,0.09881422924901186
18,abstention,usable_partial_limited_metadata,3,0.005928853754940711
18,voter,no_determinants,66,0.13360323886639677
18,voter,suspicious_determinants,1,0.0020242914979757085
18,voter,too_many_missing_determinants,21,0.04251012145748988
18,voter,usable_complete,283,0.5728744939271255
18,voter,usable_complete_limited_metadata,13,0.02631578947368421
18,voter,usable_partial,109,0.22064777327935223
18,voter,usable_partial_limited_metadata,1,0.0020242914979757085
19,abstention,no_determinants,32,0.06324110671936758
19,abstention,suspicious_determinants,1,0.001976284584980237
19,abstention,too_many_missing_determinants,3,0.005928853754940711
19,abstention,usable_complete,410,0.8102766798418972
19,abstention,usable_complete_limited_metadata,20,0.039525691699604744
19,abstention,usable_partial,39,0.07707509881422925
19,abstention,usable_partial_limited_metadata,1,0.001976284584980237
19,voter,no_determinants,57,0.11538461538461539
19,voter,suspicious_determinants,2,0.004048582995951417
19,voter,too_many_missing_determinants,15,0.030364372469635626
19,voter,usable_complete,300,0.6072874493927125
19,voter,usable_complete_limited_metadata,7,0.01417004048582996
19,voter,usable_partial,113,0.22874493927125505
20,abstention,no_determinants,29,0.05731225296442688
20,abstention,too_many_missing_determinants,6,0.011857707509881422
20,abstention,usable_complete,398,0.7865612648221344
20,abstention,usable_complete_limited_metadata,29,0.05731225296442688
20,abstention,usable_partial,40,0.07905138339920949
20,abstention,usable_partial_limited_metadata,4,0.007905138339920948
20,voter,no_determinants,63,0.12753036437246965
20,voter,too_many_missing_determinants,18,0.03643724696356275
20,voter,usable_complete,288,0.582995951417004
20,voter,usable_complete_limited_metadata,14,0.02834008097165992
20,voter,usable_partial,111,0.22469635627530365
21,abstention,no_determinants,28,0.05533596837944664
21,abstention,too_many_missing_determinants,4,0.007905138339920948
21,abstention,usable_complete,394,0.7786561264822134
21,abstention,usable_complete_limited_metadata,27,0.0533596837944664
21,abstention,usable_partial,49,0.09683794466403162
21,abstention,usable_partial_limited_metadata,4,0.007905138339920948
21,voter,no_determinants,73,0.14777327935222673
21,voter,suspicious_determinants,1,0.0020242914979757085
21,voter,too_many_missing_determinants,16,0.032388663967611336
21,voter,usable_complete,282,0.5708502024291497
21,voter,usable_complete_limited_metadata,10,0.020242914979757085
21,voter,usable_partial,112,0.22672064777327935
22,abstention,no_determinants,30,0.05928853754940711
22,abstention,suspicious_determinants,1,0.001976284584980237
22,abstention,too_many_missing_determinants,3,0.005928853754940711
22,abstention,usable_complete,400,0.7905138339920948
22,abstention,usable_complete_limited_metadata,19,0.037549407114624504
22,abstention,usable_partial,51,0.1007905138339921
22,abstention,usable_partial_limited_metadata,2,0.003952569169960474
22,voter,no_determinants,56,0.11336032388663968
22,voter,suspicious_determinants,3,0.006072874493927126
22,voter,too_many_missing_determinants,15,0.030364372469635626
22,voter,usable_complete,313,0.6336032388663968
22,voter,usable_complete_limited_metadata,14,0.02834008097165992
22,voter,usable_partial,93,0.1882591093117409
23,abstention,no_determinants,26,0.05138339920948617
23,abstention,too_many_missing_determinants,7,0.01383399209486166
23,abstention,usable_complete,416,0.8221343873517787
23,abstention,usable_complete_limited_metadata,20,0.039525691699604744
23,abstention,usable_partial,36,0.07114624505928854
23,abstention,usable_partial_limited_metadata,1,0.001976284584980237
23,voter,no_determinants,65,0.13157894736842105
23,voter,suspicious_determinants,3,0.006072874493927126
23,voter,too_many_missing_determinants,15,0.030364372469635626
23,voter,usable_complete,284,0.5748987854251012
23,voter,usable_complete_limited_metadata,14,0.02834008097165992
23,voter,usable_partial,112,0.22672064777327935
23,voter,usable_partial_limited_metadata,1,0.0020242914979757085
24,abstention,no_determinants,38,0.07509881422924901
24,abstention,suspicious_determinants,2,0.003952569169960474
24,abstention,too_many_missing_determinants,4,0.007905138339920948
24,abstention,usable_complete,397,0.7845849802371542
24,abstention,usable_complete_limited_metadata,18,0.03557312252964427
24,abstention,usable_partial,47,0.09288537549407115
24,voter,no_determinants,77,0.15587044534412955
24,voter,suspicious_determinants,4,0.008097165991902834
24,voter,too_many_missing_determinants,10,0.020242914979757085
24,voter,usable_complete,290,0.5870445344129555
24,voter,usable_complete_limited_metadata,8,0.016194331983805668
24,voter,usable_partial,105,0.2125506072874494
25,abstention,no_determinants,33,0.06521739130434782
25,abstention,too_many_missing_determinants,5,0.009881422924901186
25,abstention,usable_complete,400,0.7905138339920948
25,abstention,usable_complete_limited_metadata,22,0.043478260869565216
25,abstention,usable_partial,44,0.08695652173913043
25,abstention,usable_partial_limited_metadata,2,0.003952569169960474
25,voter,no_determinants,79,0.15991902834008098
25,voter,suspicious_determinants,1,0.0020242914979757085
25,voter,too_many_missing_determinants,18,0.03643724696356275
25,voter,usable_complete,277,0.5607287449392713
25,voter,usable_complete_limited_metadata,9,0.018218623481781375
25,voter,usable_partial,110,0.22267206477732793
26,abstention,no_determinants,28,0.05533596837944664
26,abstention,suspicious_determinants,2,0.003952569169960474
26,abstention,too_many_missing_determinants,5,0.009881422924901186
26,abstention,usable_complete,398,0.7865612648221344
26,abstention,usable_complete_limited_metadata,14,0.02766798418972332
26,abstention,usable_partial,56,0.11067193675889328
26,abstention,usable_partial_limited_metadata,3,0.005928853754940711
26,voter,no_determinants,65,0.13157894736842105
26,voter,suspicious_determinants,2,0.004048582995951417
26,voter,too_many_missing_determinants,12,0.024291497975708502
26,voter,usable_complete,303,0.6133603238866396
26,voter,usable_complete_limited_metadata,6,0.012145748987854251
26,voter,usable_partial,106,0.2145748987854251
27,abstention,no_determinants,30,0.05928853754940711
27,abstention,too_many_missing_determinants,5,0.009881422924901186
27,abstention,usable_complete,406,0.8023715415019763
27,abstention,usable_complete_limited_metadata,17,0.03359683794466403
27,abstention,usable_partial,48,0.09486166007905138
27,voter,no_determinants,71,0.1437246963562753
27,voter,suspicious_determinants,1,0.0020242914979757085
27,voter,too_many_missing_determinants,19,0.038461538461538464
27,voter,usable_complete,286,0.5789473684210527
27,voter,usable_complete_limited_metadata,7,0.01417004048582996
27,voter,usable_partial,110,0.22267206477732793
28,abstention,no_determinants,23,0.045454545454545456
28,abstention,suspicious_determinants,1,0.001976284584980237
28,abstention,too_many_missing_determinants,4,0.007905138339920948
28,abstention,usable_complete,407,0.8043478260869565
28,abstention,usable_complete_limited_metadata,20,0.039525691699604744
28,abstention,usable_partial,46,0.09090909090909091
28,abstention,usable_partial_limited_metadata,5,0.009881422924901186
28,voter,no_determinants,60,0.1214574898785425
28,voter,suspicious_determinants,2,0.004048582995951417
28,voter,too_many_missing_determinants,17,0.03441295546558704
28,voter,usable_complete,298,0.6032388663967612
28,voter,usable_complete_limited_metadata,8,0.016194331983805668
28,voter,usable_partial,109,0.22064777327935223
29,abstention,no_determinants,38,0.07509881422924901
29,abstention,suspicious_determinants,2,0.003952569169960474
29,abstention,too_many_missing_determinants,3,0.005928853754940711
29,abstention,usable_complete,406,0.8023715415019763
29,abstention,usable_complete_limited_metadata,11,0.021739130434782608
29,abstention,usable_partial,44,0.08695652173913043
29,abstention,usable_partial_limited_metadata,2,0.003952569169960474
29,voter,no_determinants,76,0.15384615384615385
29,voter,suspicious_determinants,3,0.006072874493927126
29,voter,too_many_missing_determinants,15,0.030364372469635626
29,voter,usable_complete,274,0.5546558704453441
29,voter,usable_complete_limited_metadata,10,0.020242914979757085
29,voter,usable_partial,116,0.23481781376518218
30,abstention,no_determinants,28,0.05533596837944664
30,abstention,suspicious_determinants,1,0.001976284584980237
30,abstention,too_many_missing_determinants,2,0.003952569169960474
30,abstention,usable_complete,399,0.7885375494071146
30,abstention,usable_complete_limited_metadata,18,0.03557312252964427
30,abstention,usable_partial,57,0.11264822134387352
30,abstention,usable_partial_limited_metadata,1,0.001976284584980237
30,voter,no_determinants,76,0.15384615384615385
30,voter,suspicious_determinants,1,0.0020242914979757085
30,voter,too_many_missing_determinants,13,0.02631578947368421
30,voter,usable_complete,277,0.5607287449392713
30,voter,usable_complete_limited_metadata,2,0.004048582995951417
30,voter,usable_partial,124,0.25101214574898784
30,voter,usable_partial_limited_metadata,1,0.0020242914979757085
31,abstention,no_determinants,31,0.06126482213438735
31,abstention,suspicious_determinants,1,0.001976284584980237
31,abstention,too_many_missing_determinants,7,0.01383399209486166
31,abstention,usable_complete,391,0.7727272727272727
31,abstention,usable_complete_limited_metadata,21,0.041501976284584984
31,abstention,usable_partial,52,0.10276679841897234
31,abstention,usable_partial_limited_metadata,3,0.005928853754940711
31,voter,no_determinants,70,0.1417004048582996
31,voter,suspicious_determinants,2,0.004048582995951417
31,voter,too_many_missing_determinants,20,0.04048582995951417
31,voter,usable_complete,291,0.5890688259109311
31,voter,usable_complete_limited_metadata,6,0.012145748987854251
31,voter,usable_partial,104,0.21052631578947367
31,voter,usable_partial_limited_metadata,1,0.0020242914979757085
32,abstention,no_determinants,36,0.07114624505928854
32,abstention,too_many_missing_determinants,3,0.005928853754940711
32,abstention,usable_complete,408,0.8063241106719368
32,abstention,usable_complete_limited_metadata,15,0.029644268774703556
32,abstention,usable_partial,43,0.08498023715415019
32,abstention,usable_partial_limited_metadata,1,0.001976284584980237
32,voter,no_determinants,66,0.13360323886639677
32,voter,suspicious_determinants,3,0.006072874493927126
32,voter,too_many_missing_determinants,13,0.02631578947368421
32,voter,usable_complete,306,0.6194331983805668
32,voter,usable_complete_limited_metadata,8,0.016194331983805668
32,voter,usable_partial,98,0.19838056680161945
33,abstention,no_determinants,31,0.06126482213438735
33,abstention,suspicious_determinants,1,0.001976284584980237
33,abstention,too_many_missing_determinants,3,0.005928853754940711
33,abstention,usable_complete,396,0.782608695652174
33,abstention,usable_complete_limited_metadata,22,0.043478260869565216
33,abstention,usable_partial,48,0.09486166007905138
33,abstention,usable_partial_limited_metadata,5,0.009881422924901186
33,voter,no_determinants,72,0.145748987854251
33,voter,too_many_missing_determinants,26,0.05263157894736842
33,voter,usable_complete,289,0.5850202429149798
33,voter,usable_complete_limited_metadata,9,0.018218623481781375
33,voter,usable_partial,98,0.19838056680161945
34,abstention,no_determinants,30,0.05928853754940711
34,abstention,suspicious_determinants,1,0.001976284584980237
34,abstention,too_many_missing_determinants,2,0.003952569169960474
34,abstention,usable_complete,397,0.7845849802371542
34,abstention,usable_complete_limited_metadata,24,0.04743083003952569
34,abstention,usable_partial,49,0.09683794466403162
34,abstention,usable_partial_limited_metadata,3,0.005928853754940711
34,voter,no_determinants,58,0.11740890688259109
34,voter,suspicious_determinants,4,0.008097165991902834
34,voter,too_many_missing_determinants,17,0.03441295546558704
34,voter,usable_complete,298,0.6032388663967612
34,voter,usable_complete_limited_metadata,8,0.016194331983805668
34,voter,usable_partial,109,0.22064777327935223
35,abstention,no_determinants,34,0.06719367588932806
35,abstention,suspicious_determinants,1,0.001976284584980237
35,abstention,too_many_missing_determinants,3,0.005928853754940711
35,abstention,usable_complete,401,0.7924901185770751
35,abstention,usable_complete_limited_metadata,18,0.03557312252964427
35,abstention,usable_partial,47,0.09288537549407115
35,abstention,usable_partial_limited_metadata,2,0.003952569169960474
35,voter,no_determinants,93,0.1882591093117409
35,voter,suspicious_determinants,3,0.006072874493927126
35,voter,too_many_missing_determinants,21,0.04251012145748988
35,voter,usable_complete,267,0.5404858299595142
35,voter,usable_complete_limited_metadata,8,0.016194331983805668
35,voter,usable_partial,102,0.20647773279352227
36,abstention,no_determinants,34,0.06719367588932806
36,abstention,suspicious_determinants,2,0.003952569169960474
36,abstention,too_many_missing_determinants,9,0.017786561264822136
36,abstention,usable_complete,386,0.7628458498023716
36,abstention,usable_complete_limited_metadata,13,0.025691699604743084
36,abstention,usable_partial,59,0.116600790513834
36,abstention,usable_partial_limited_metadata,3,0.005928853754940711
36,voter,no_determinants,59,0.1194331983805668
36,voter,suspicious_determinants,4,0.008097165991902834
36,voter,too_many_missing_determinants,14,0.02834008097165992
36,voter,usable_complete,309,0.6255060728744939
36,voter,usable_complete_limited_metadata,9,0.018218623481781375
36,voter,usable_partial,98,0.19838056680161945
36,voter,usable_partial_limited_metadata,1,0.0020242914979757085
37,abstention,no_determinants,25,0.04940711462450593
37,abstention,suspicious_determinants,1,0.001976284584980237
37,abstention,too_many_missing_determinants,6,0.011857707509881422
37,abstention,usable_complete,399,0.7885375494071146
37,abstention,usable_complete_limited_metadata,18,0.03557312252964427
37,abstention,usable_partial,52,0.10276679841897234
37,abstention,usable_partial_limited_metadata,5,0.009881422924901186
37,voter,no_determinants,62,0.12550607287449392
37,voter,suspicious_determinants,2,0.004048582995951417
37,voter,too_many_missing_determinants,17,0.03441295546558704
37,voter,usable_complete,287,0.5809716599190283
37,voter,usable_complete_limited_metadata,11,0.022267206477732792
37,voter,usable_partial,115,0.23279352226720648
38,abstention,no_determinants,35,0.0691699604743083
38,abstention,too_many_missing_determinants,2,0.003952569169960474
38,abstention,usable_complete,400,0.7905138339920948
38,abstention,usable_complete_limited_metadata,19,0.037549407114624504
38,abstention,usable_partial,48,0.09486166007905138
38,abstention,usable_partial_limited_metadata,2,0.003952569169960474
38,voter,no_determinants,66,0.13360323886639677
38,voter,suspicious_determinants,4,0.008097165991902834
38,voter,too_many_missing_determinants,20,0.04048582995951417
38,voter,usable_complete,280,0.5668016194331984
38,voter,usable_complete_limited_metadata,13,0.02631578947368421
38,voter,usable_partial,111,0.22469635627530365
39,abstention,no_determinants,39,0.07707509881422925
39,abstention,suspicious_determinants,2,0.003952569169960474
39,abstention,too_many_missing_determinants,4,0.007905138339920948
39,abstention,usable_complete,394,0.7786561264822134
39,abstention,usable_complete_limited_metadata,26,0.05138339920948617
39,abstention,usable_partial,40,0.07905138339920949
39,abstention,usable_partial_limited_metadata,1,0.001976284584980237
39,voter,no_determinants,58,0.11740890688259109
39,voter,suspicious_determinants,3,0.006072874493927126
39,voter,too_many_missing_determinants,21,0.04251012145748988
39,voter,usable_complete,286,0.5789473684210527
39,voter,usable_complete_limited_metadata,13,0.02631578947368421
39,voter,usable_partial,113,0.22874493927125505
40,abstention,no_determinants,31,0.06126482213438735
40,abstention,suspicious_determinants,3,0.005928853754940711
40,abstention,too_many_missing_determinants,3,0.005928853754940711
40,abstention,usable_complete,396,0.782608695652174
40,abstention,usable_complete_limited_metadata,17,0.03359683794466403
40,abstention,usable_partial,54,0.1067193675889328
40,abstention,usable_partial_limited_metadata,2,0.003952569169960474
40,voter,no_determinants,56,0.11336032388663968
40,voter,suspicious_determinants,4,0.008097165991902834
40,voter,too_many_missing_determinants,10,0.020242914979757085
40,voter,usable_complete,299,0.6052631578947368
40,voter,usable_complete_limited_metadata,10,0.020242914979757085
40,voter,usable_partial,115,0.23279352226720648
41,abstention,no_determinants,35,0.0691699604743083
41,abstention,too_many_missing_determinants,2,0.003952569169960474
41,abstention,usable_complete,396,0.782608695652174
41,abstention,usable_complete_limited_metadata,24,0.04743083003952569
41,abstention,usable_partial,45,0.08893280632411067
41,abstention,usable_partial_limited_metadata,4,0.007905138339920948
41,voter,no_determinants,78,0.15789473684210525
41,voter,suspicious_determinants,1,0.0020242914979757085
41,voter,too_many_missing_determinants,19,0.038461538461538464
41,voter,usable_complete,293,0.5931174089068826
41,voter,usable_complete_limited_metadata,7,0.01417004048582996
41,voter,usable_partial,95,0.19230769230769232
41,voter,usable_partial_limited_metadata,1,0.0020242914979757085
42,abstention,no_determinants,31,0.06126482213438735
42,abstention,suspicious_determinants,1,0.001976284584980237
42,abstention,too_many_missing_determinants,6,0.011857707509881422
42,abstention,usable_complete,397,0.7845849802371542
42,abstention,usable_complete_limited_metadata,16,0.03162055335968379
42,abstention,usable_partial,55,0.10869565217391304
42,voter,no_determinants,84,0.1700404858299595
42,voter,suspicious_determinants,2,0.004048582995951417
42,voter,too_many_missing_determinants,11,0.022267206477732792
42,voter,usable_complete,276,0.5587044534412956
42,voter,usable_complete_limited_metadata,11,0.022267206477732792
42,voter,usable_partial,109,0.22064777327935223
42,voter,usable_partial_limited_metadata,1,0.0020242914979757085
43,abstention,no_determinants,38,0.07509881422924901
43,abstention,suspicious_determinants,3,0.005928853754940711
43,abstention,too_many_missing_determinants,7,0.01383399209486166
43,abstention,usable_complete,392,0.7747035573122529
43,abstention,usable_complete_limited_metadata,17,0.03359683794466403
43,abstention,usable_partial,45,0.08893280632411067
43,abstention,usable_partial_limited_metadata,4,0.007905138339920948
43,voter,no_determinants,61,0.12348178137651822
43,voter,suspicious_determinants,1,0.0020242914979757085
