bootstrap_id,target_sample_type,dataset_source,n,prop_within_type
106,abstention,rv,153,0.30237154150197626
106,abstention,why,132,0.2608695652173913
106,voter,rv,494,1
107,abstention,diego,238,0.47035573122529645
107,abstention,rv,144,0.2845849802371542
107,abstention,why,124,0.2450592885375494
107,voter,rv,494,1
108,abstention,diego,238,0.47035573122529645
108,abstention,rv,140,0.2766798418972332
108,abstention,why,128,0.25296442687747034
108,voter,rv,494,1
109,abstention,diego,235,0.4644268774703557
109,abstention,rv,152,0.30039525691699603
109,abstention,why,119,0.23517786561264822
109,voter,rv,494,1
110,abstention,diego,258,0.5098814229249012
110,abstention,rv,125,0.24703557312252963
110,abstention,why,123,0.24308300395256918
110,voter,rv,494,1
111,abstention,diego,220,0.43478260869565216
111,abstention,rv,155,0.30632411067193677
111,abstention,why,131,0.25889328063241107
111,voter,rv,494,1
112,abstention,diego,228,0.4505928853754941
112,abstention,rv,152,0.30039525691699603
112,abstention,why,126,0.2490118577075099
112,voter,rv,494,1
113,abstention,diego,233,0.46047430830039526
113,abstention,rv,137,0.2707509881422925
113,abstention,why,136,0.26877470355731226
113,voter,rv,494,1
114,abstention,diego,231,0.45652173913043476
114,abstention,rv,139,0.274703557312253
114,abstention,why,136,0.26877470355731226
114,voter,rv,494,1
115,abstention,diego,243,0.48023715415019763
115,abstention,rv,139,0.274703557312253
115,abstention,why,124,0.2450592885375494
115,voter,rv,494,1
116,abstention,diego,230,0.45454545454545453
116,abstention,rv,133,0.2628458498023715
116,abstention,why,143,0.2826086956521739
116,voter,rv,494,1
117,abstention,diego,213,0.4209486166007905
117,abstention,rv,147,0.29051383399209485
117,abstention,why,146,0.2885375494071146
117,voter,rv,494,1
118,abstention,diego,228,0.4505928853754941
118,abstention,rv,146,0.2885375494071146
118,abstention,why,132,0.2608695652173913
118,voter,rv,494,1
119,abstention,diego,229,0.4525691699604743
119,abstention,rv,128,0.25296442687747034
119,abstention,why,149,0.29446640316205536
119,voter,rv,494,1
120,abstention,diego,237,0.4683794466403162
120,abstention,rv,120,0.23715415019762845
120,abstention,why,149,0.29446640316205536
120,voter,rv,494,1
121,abstention,diego,246,0.48616600790513836
121,abstention,rv,132,0.2608695652173913
121,abstention,why,128,0.25296442687747034
121,voter,rv,494,1
122,abstention,diego,244,0.48221343873517786
122,abstention,rv,135,0.26679841897233203
122,abstention,why,127,0.2509881422924901
122,voter,rv,494,1
123,abstention,diego,245,0.4841897233201581
123,abstention,rv,145,0.2865612648221344
123,abstention,why,116,0.22924901185770752
123,voter,rv,494,1
124,abstention,diego,229,0.4525691699604743
124,abstention,rv,141,0.27865612648221344
124,abstention,why,136,0.26877470355731226
124,voter,rv,494,1
125,abstention,diego,229,0.4525691699604743
125,abstention,rv,145,0.2865612648221344
125,abstention,why,132,0.2608695652173913
125,voter,rv,494,1
126,abstention,diego,246,0.48616600790513836
126,abstention,rv,133,0.2628458498023715
126,abstention,why,127,0.2509881422924901
126,voter,rv,494,1
127,abstention,diego,246,0.48616600790513836
127,abstention,rv,134,0.2648221343873518
127,abstention,why,126,0.2490118577075099
127,voter,rv,494,1
128,abstention,diego,223,0.4407114624505929
128,abstention,rv,138,0.2727272727272727
128,abstention,why,145,0.2865612648221344
128,voter,rv,494,1
129,abstention,diego,231,0.45652173913043476
129,abstention,rv,140,0.2766798418972332
129,abstention,why,135,0.26679841897233203
129,voter,rv,494,1
130,abstention,diego,213,0.4209486166007905
130,abstention,rv,146,0.2885375494071146
130,abstention,why,147,0.29051383399209485
130,voter,rv,494,1
131,abstention,diego,218,0.4308300395256917
131,abstention,rv,127,0.2509881422924901
131,abstention,why,161,0.3181818181818182
131,voter,rv,494,1
132,abstention,diego,239,0.4723320158102767
132,abstention,rv,134,0.2648221343873518
132,abstention,why,133,0.2628458498023715
132,voter,rv,494,1
133,abstention,diego,231,0.45652173913043476
133,abstention,rv,139,0.274703557312253
133,abstention,why,136,0.26877470355731226
133,voter,rv,494,1
134,abstention,diego,237,0.4683794466403162
134,abstention,rv,148,0.2924901185770751
134,abstention,why,121,0.2391304347826087
134,voter,rv,494,1
135,abstention,diego,236,0.466403162055336
135,abstention,rv,139,0.274703557312253
135,abstention,why,131,0.25889328063241107
135,voter,rv,494,1
136,abstention,diego,202,0.39920948616600793
136,abstention,rv,148,0.2924901185770751
136,abstention,why,156,0.308300395256917
136,voter,rv,494,1
137,abstention,diego,223,0.4407114624505929
137,abstention,rv,144,0.2845849802371542
137,abstention,why,139,0.274703557312253
137,voter,rv,494,1
138,abstention,diego,250,0.49407114624505927
138,abstention,rv,133,0.2628458498023715
138,abstention,why,123,0.24308300395256918
138,voter,rv,494,1
139,abstention,diego,240,0.4743083003952569
139,abstention,rv,113,0.22332015810276679
139,abstention,why,153,0.30237154150197626
139,voter,rv,494,1
140,abstention,diego,235,0.4644268774703557
140,abstention,rv,133,0.2628458498023715
140,abstention,why,138,0.2727272727272727
140,voter,rv,494,1
141,abstention,diego,251,0.49604743083003955
141,abstention,rv,135,0.26679841897233203
141,abstention,why,120,0.23715415019762845
141,voter,rv,494,1
142,abstention,diego,228,0.4505928853754941
142,abstention,rv,144,0.2845849802371542
142,abstention,why,134,0.2648221343873518
142,voter,rv,494,1
143,abstention,diego,219,0.43280632411067194
143,abstention,rv,140,0.2766798418972332
143,abstention,why,147,0.29051383399209485
143,voter,rv,494,1
144,abstention,diego,214,0.42292490118577075
144,abstention,rv,148,0.2924901185770751
144,abstention,why,144,0.2845849802371542
144,voter,rv,494,1
145,abstention,diego,231,0.45652173913043476
145,abstention,rv,123,0.24308300395256918
145,abstention,why,152,0.30039525691699603
145,voter,rv,494,1
146,abstention,diego,232,0.45849802371541504
146,abstention,rv,139,0.274703557312253
146,abstention,why,135,0.26679841897233203
146,voter,rv,494,1
147,abstention,diego,241,0.4762845849802372
147,abstention,rv,135,0.26679841897233203
147,abstention,why,130,0.25691699604743085
147,voter,rv,494,1
148,abstention,diego,214,0.42292490118577075
148,abstention,rv,158,0.31225296442687744
148,abstention,why,134,0.2648221343873518
148,voter,rv,494,1
149,abstention,diego,232,0.45849802371541504
149,abstention,rv,137,0.2707509881422925
149,abstention,why,137,0.2707509881422925
149,voter,rv,494,1
150,abstention,diego,248,0.4901185770750988
150,abstention,rv,132,0.2608695652173913
150,abstention,why,126,0.2490118577075099
150,voter,rv,494,1
151,abstention,diego,215,0.424901185770751
151,abstention,rv,136,0.26877470355731226
151,abstention,why,155,0.30632411067193677
151,voter,rv,494,1
152,abstention,diego,228,0.4505928853754941
152,abstention,rv,127,0.2509881422924901
152,abstention,why,151,0.2984189723320158
152,voter,rv,494,1
153,abstention,diego,241,0.4762845849802372
153,abstention,rv,141,0.27865612648221344
153,abstention,why,124,0.2450592885375494
153,voter,rv,494,1
154,abstention,diego,202,0.39920948616600793
154,abstention,rv,140,0.2766798418972332
154,abstention,why,164,0.3241106719367589
154,voter,rv,494,1
155,abstention,diego,233,0.46047430830039526
155,abstention,rv,130,0.25691699604743085
155,abstention,why,143,0.2826086956521739
155,voter,rv,494,1
156,abstention,diego,224,0.4426877470355731
156,abstention,rv,136,0.26877470355731226
156,abstention,why,146,0.2885375494071146
156,voter,rv,494,1
157,abstention,diego,240,0.4743083003952569
157,abstention,rv,119,0.23517786561264822
157,abstention,why,147,0.29051383399209485
157,voter,rv,494,1
158,abstention,diego,234,0.4624505928853755
158,abstention,rv,116,0.22924901185770752
158,abstention,why,156,0.308300395256917
158,voter,rv,494,1
159,abstention,diego,244,0.48221343873517786
159,abstention,rv,144,0.2845849802371542
159,abstention,why,118,0.233201581027668
159,voter,rv,494,1
160,abstention,diego,226,0.44664031620553357
160,abstention,rv,141,0.27865612648221344
160,abstention,why,139,0.274703557312253
160,voter,rv,494,1
161,abstention,diego,239,0.4723320158102767
161,abstention,rv,138,0.2727272727272727
161,abstention,why,129,0.2549407114624506
161,voter,rv,494,1
162,abstention,diego,237,0.4683794466403162
162,abstention,rv,153,0.30237154150197626
162,abstention,why,116,0.22924901185770752
162,voter,rv,494,1
163,abstention,diego,232,0.45849802371541504
163,abstention,rv,121,0.2391304347826087
163,abstention,why,153,0.30237154150197626
163,voter,rv,494,1
164,abstention,diego,211,0.41699604743083
164,abstention,rv,156,0.308300395256917
164,abstention,why,139,0.274703557312253
164,voter,rv,494,1
165,abstention,diego,216,0.4268774703557312
165,abstention,rv,154,0.30434782608695654
165,abstention,why,136,0.26877470355731226
165,voter,rv,494,1
166,abstention,diego,228,0.4505928853754941
166,abstention,rv,148,0.2924901185770751
166,abstention,why,130,0.25691699604743085
166,voter,rv,494,1
167,abstention,diego,243,0.48023715415019763
167,abstention,rv,132,0.2608695652173913
167,abstention,why,131,0.25889328063241107
167,voter,rv,494,1
168,abstention,diego,215,0.424901185770751
168,abstention,rv,140,0.2766798418972332
168,abstention,why,151,0.2984189723320158
168,voter,rv,494,1
169,abstention,diego,236,0.466403162055336
169,abstention,rv,140,0.2766798418972332
169,abstention,why,130,0.25691699604743085
169,voter,rv,494,1
170,abstention,diego,240,0.4743083003952569
170,abstention,rv,143,0.2826086956521739
170,abstention,why,123,0.24308300395256918
170,voter,rv,494,1
171,abstention,diego,239,0.4723320158102767
171,abstention,rv,141,0.27865612648221344
171,abstention,why,126,0.2490118577075099
171,voter,rv,494,1
172,abstention,diego,252,0.4980237154150198
172,abstention,rv,152,0.30039525691699603
172,abstention,why,102,0.2015810276679842
172,voter,rv,494,1
173,abstention,diego,229,0.4525691699604743
173,abstention,rv,139,0.274703557312253
173,abstention,why,138,0.2727272727272727
173,voter,rv,494,1
174,abstention,diego,232,0.45849802371541504
174,abstention,rv,140,0.2766798418972332
174,abstention,why,134,0.2648221343873518
174,voter,rv,494,1
175,abstention,diego,234,0.4624505928853755
175,abstention,rv,142,0.28063241106719367
175,abstention,why,130,0.25691699604743085
175,voter,rv,494,1
176,abstention,diego,241,0.4762845849802372
176,abstention,rv,131,0.25889328063241107
176,abstention,why,134,0.2648221343873518
176,voter,rv,494,1
177,abstention,diego,234,0.4624505928853755
177,abstention,rv,154,0.30434782608695654
177,abstention,why,118,0.233201581027668
177,voter,rv,494,1
178,abstention,diego,240,0.4743083003952569
178,abstention,rv,125,0.24703557312252963
178,abstention,why,141,0.27865612648221344
178,voter,rv,494,1
179,abstention,diego,238,0.47035573122529645
179,abstention,rv,132,0.2608695652173913
179,abstention,why,136,0.26877470355731226
179,voter,rv,494,1
180,abstention,diego,237,0.4683794466403162
180,abstention,rv,141,0.27865612648221344
180,abstention,why,128,0.25296442687747034
180,voter,rv,494,1
181,abstention,diego,249,0.49209486166007904
181,abstention,rv,105,0.2075098814229249
181,abstention,why,152,0.30039525691699603
181,voter,rv,494,1
182,abstention,diego,223,0.4407114624505929
182,abstention,rv,138,0.2727272727272727
182,abstention,why,145,0.2865612648221344
182,voter,rv,494,1
183,abstention,diego,247,0.4881422924901186
183,abstention,rv,126,0.2490118577075099
183,abstention,why,133,0.2628458498023715
183,voter,rv,494,1
184,abstention,diego,217,0.4288537549407115
184,abstention,rv,152,0.30039525691699603
184,abstention,why,137,0.2707509881422925
184,voter,rv,494,1
185,abstention,diego,223,0.4407114624505929
185,abstention,rv,135,0.26679841897233203
185,abstention,why,148,0.2924901185770751
185,voter,rv,494,1
186,abstention,diego,239,0.4723320158102767
186,abstention,rv,141,0.27865612648221344
186,abstention,why,126,0.2490118577075099
186,voter,rv,494,1
187,abstention,diego,207,0.4090909090909091
187,abstention,rv,158,0.31225296442687744
187,abstention,why,141,0.27865612648221344
187,voter,rv,494,1
188,abstention,diego,238,0.47035573122529645
188,abstention,rv,130,0.25691699604743085
188,abstention,why,138,0.2727272727272727
188,voter,rv,494,1
189,abstention,diego,237,0.4683794466403162
189,abstention,rv,152,0.30039525691699603
189,abstention,why,117,0.23122529644268774
189,voter,rv,494,1
190,abstention,diego,244,0.48221343873517786
190,abstention,rv,142,0.28063241106719367
190,abstention,why,120,0.23715415019762845
190,voter,rv,494,1
191,abstention,diego,216,0.4268774703557312
191,abstention,rv,153,0.30237154150197626
191,abstention,why,137,0.2707509881422925
191,voter,rv,494,1
192,abstention,diego,220,0.43478260869565216
192,abstention,rv,151,0.2984189723320158
192,abstention,why,135,0.26679841897233203
192,voter,rv,494,1
193,abstention,diego,231,0.45652173913043476
193,abstention,rv,137,0.2707509881422925
193,abstention,why,138,0.2727272727272727
193,voter,rv,494,1
194,abstention,diego,234,0.4624505928853755
194,abstention,rv,145,0.2865612648221344
194,abstention,why,127,0.2509881422924901
194,voter,rv,494,1
195,abstention,diego,212,0.4189723320158103
195,abstention,rv,153,0.30237154150197626
195,abstention,why,141,0.27865612648221344
195,voter,rv,494,1
196,abstention,diego,233,0.46047430830039526
196,abstention,rv,140,0.2766798418972332
196,abstention,why,133,0.2628458498023715
196,voter,rv,494,1
197,abstention,diego,222,0.43873517786561267
197,abstention,rv,132,0.2608695652173913
197,abstention,why,152,0.30039525691699603
