consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_04_added_value; det_18_autonomy; det_22_peer_pressure; det_23_support; det_25_agreement; det_27_fun; det_29_trends; det_30_authority,0.475,0.21609859915636248
2,EFA2,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_23_support; det_26_novelty; det_32_own_significance,0.79875,0.3744639140757873
3,EFA3,det_03_risk_profile; det_07_legal; det_09_safety; det_11_knowledge; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,0.8075,0.41577260373045133
4,EFA4,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,0.84625,0.41407440808004076
5,EFA5,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance,0.9275,0.4514860689682594
6,EFA6,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.965,0.5520256682577996
