kmeans_prototype,kmeans_signature_size,kmeans_determinants,incremental_covered_pct,cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_determinants,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
KM1,12,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,24.03160714285626,24.03160714285626,EFA6,7,58.333333333333336,53.84615384615385,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,5,41.666666666666664,100,41.666666666666664,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM2,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,29.869940476190138,53.9015476190464,EFA2,2,13.333333333333334,9.523809523809524,det_13_technical_fit; det_16_commitment,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_23_support; det_26_novelty; det_32_own_significance,Careful,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
KM3,8,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,14.989404761904298,68.8909523809507,EFA5,4,50,33.333333333333336,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance,Careful,12,6,75,50,42.857142857142854,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
KM4,9,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,19.551547619046897,88.4424999999976,EFA4,4,44.44444444444444,30.76923076923077,det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,Stubborn,3,3,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
KM5,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_21_rights_and_duties; det_24_socialising; det_28_recognition; det_31_approval,2.310565476190418,90.753065476188,EFA3,3,37.5,23.076923076923077,det_07_legal; det_11_knowledge; det_21_rights_and_duties,det_03_risk_profile; det_07_legal; det_09_safety; det_11_knowledge; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,Influencer,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM6,12,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_24_socialising; det_28_recognition; det_31_approval,2.7234523809523155,93.47651785714032,EFA1,1,8.333333333333334,5.2631578947368425,det_18_autonomy,det_04_added_value; det_18_autonomy; det_22_peer_pressure; det_23_support; det_25_agreement; det_27_fun; det_29_trends; det_30_authority,Influencer,5,4,33.333333333333336,80,30.76923076923077,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
