"D","assigned_pct","unassigned_pct"
0,0.00554078014184397,99.9944592198582
1,0.0443262411347518,99.9556737588652
2,0.892065602836879,99.1079343971631
3,1.23005319148936,98.7699468085106
4,12.5055407801418,87.4944592198582
5,13.5527482269504,86.4472517730496
6,43.1017287234042,56.8982712765958
7,44.7417996453901,55.2582003546099
8,74.396054964539,25.603945035461
9,75.6981382978723,24.3018617021277
10,90.9906914893617,9.0093085106383
11,91.688829787234,8.31117021276596
12,96.5591755319149,3.44082446808511
13,96.9858156028369,3.01418439716312
14,98.6702127659574,1.32978723404255
15,98.7865691489362,1.21343085106383
16,99.468085106383,0.531914893617021
17,99.4902482269504,0.509751773049645
18,99.8005319148936,0.199468085106383
19,99.822695035461,0.177304964539007
20,99.9445921985816,0.0554078014184397
