"cluster","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","X8"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",25,37.5,60,42.8571428571429,11.1111111111111,37.5,22.2222222222222,25
"cluster_3",42.8571428571429,22.2222222222222,14.2857142857143,25,42.8571428571429,37.5,37.5,42.8571428571429
"cluster_4",25,22.2222222222222,14.2857142857143,25,25,37.5,22.2222222222222,25
"cluster_5",25,37.5,33.3333333333333,42.8571428571429,25,22.2222222222222,37.5,25
"cluster_6",25,37.5,60,42.8571428571429,42.8571428571429,22.2222222222222,37.5,25
"cluster_7",42.8571428571429,22.2222222222222,33.3333333333333,25,25,37.5,37.5,42.8571428571429
