consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_28_recognition,92,0.92,0.515386110610067
1,det_31_approval,91,0.91,0.5479384509635137
1,det_24_socialising,86,0.86,0.48978299439484463
1,det_30_authority,84,0.84,0.3934305553016199
1,det_29_trends,75,0.75,0.3481300970703391
1,det_26_novelty,68,0.68,0.298175830078843
1,det_27_fun,57,0.57,0.2636844879002592
1,det_22_peer_pressure,39,0.39,0.2268212016272543
2,det_21_rights_and_duties,79,0.79,0.5274961976677901
2,det_08_trust,77,0.77,0.34872991750377424
2,det_07_legal,74,0.74,0.5032954372622872
2,det_17_adherence,59,0.59,0.28865431009859993
2,det_11_knowledge,56,0.56,0.26333758901261384
2,det_13_technical_fit,48,0.48,0.2704239526726425
2,det_03_risk_profile,46,0.46,0.24679526191920695
2,det_16_commitment,35,0.35,0.22987639231305854
3,det_04_added_value,98,0.98,0.5684950838400976
3,det_23_support,95,0.95,0.5209638122896048
3,det_14_environmental_concerns,91,0.91,0.48394877262078895
3,det_06_climate_protection,90,0.9,0.5358178055281434
3,det_32_own_significance,76,0.76,0.35671529142296104
3,det_11_knowledge,33,0.33,0.19237007927240385
3,det_16_commitment,32,0.32,0.1883511722818564
3,det_01_profits,30,0.3,0.17661253055079326
4,det_10_cost_efficiency,94,0.94,0.5147022407331948
4,det_05_frugality,90,0.9,0.5607343165964209
4,det_01_profits,87,0.87,0.5487322593628402
4,det_03_risk_profile,84,0.84,0.3998512788403259
4,det_13_technical_fit,56,0.56,0.2945561395855386
4,det_18_autonomy,51,0.51,0.28591660648875306
4,det_02_credit_score,51,0.51,0.26041717584275775
4,det_15_self_satisfaction,42,0.42,0.2535144512019346
5,det_18_autonomy,48,0.48,0.21542606281379043
5,det_26_novelty,46,0.46,0.24230465925266872
5,det_22_peer_pressure,44,0.44,0.21921685974100405
5,det_30_authority,41,0.41,0.20544140175537998
5,det_13_technical_fit,40,0.4,0.19559059543568771
5,det_32_own_significance,39,0.39,0.2127141354649079
5,det_25_agreement,39,0.39,0.19690182539070775
5,det_09_safety,35,0.35,0.18820012907619438
6,det_20_coziness,88,0.88,0.6222556085768199
6,det_19_wellbeing,88,0.88,0.5988193337676516
6,det_09_safety,81,0.81,0.3918991926982348
6,det_27_fun,65,0.65,0.28852624028482804
6,det_15_self_satisfaction,46,0.46,0.21905727221181284
6,det_16_commitment,37,0.37,0.18805531370053494
6,det_18_autonomy,36,0.36,0.1906972067666115
6,det_25_agreement,36,0.36,0.1819769216613361
