"D","assigned_pct","unassigned_pct"
0,23.4558375,76.5441625
2,46.9992125,53.0007875
4,72.3680375,27.6319625
6,88.3287875,11.6712125
8,98.3403875,1.6596125
10,99.166175,0.833825
