"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Stubborn",66.6666666666667,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS",5
"cluster_2","Careful",77.7777777777778,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING",9
"cluster_3","Uninterested",40,"COMPETENCE; AUTONOMY",2
"cluster_4","Fearful",62.5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS; POPULARITY",6
