consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_21_rights_and_duties; det_25_agreement,0.53625,0.21342933552957244
2,EFA2,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_12_own_competence; det_23_support; det_27_fun; det_32_own_significance,0.62375,0.2237255969039793
3,EFA3,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_25_agreement; det_32_own_significance,0.7275,0.2743828032802598
4,EFA4,det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy,0.5475,0.22565862857188265
5,EFA5,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness,0.70875,0.3102047137079552
6,EFA6,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.94,0.4815997968096894
