consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_21_rights_and_duties,87,0.87,0.4220656289022635
1,det_07_legal,80,0.8,0.34705804801615703
1,det_08_trust,58,0.58,0.17424854961604355
1,det_16_commitment,56,0.56,0.19115470689454356
1,det_11_knowledge,44,0.44,0.16429286856784084
1,det_13_technical_fit,37,0.37,0.14519478336153246
1,det_09_safety,36,0.36,0.13957147049857524
1,det_25_agreement,31,0.31,0.12384862837962327
2,det_01_profits,86,0.86,0.33939959508055023
2,det_23_support,77,0.77,0.254695914805074
2,det_02_credit_score,77,0.77,0.2496381549727869
2,det_04_added_value,64,0.64,0.23078324209250897
2,det_05_frugality,61,0.61,0.20727154646114723
2,det_27_fun,54,0.54,0.18748206848263943
2,det_32_own_significance,41,0.41,0.16679756112466745
2,det_12_own_competence,39,0.39,0.15373669221246025
3,det_06_climate_protection,97,0.97,0.632039449620741
3,det_14_environmental_concerns,97,0.97,0.5104318279721972
3,det_04_added_value,95,0.95,0.2712347038423372
3,det_23_support,89,0.89,0.2157948914188777
3,det_32_own_significance,81,0.81,0.1986978655286057
3,det_25_agreement,47,0.47,0.13154277254977814
3,det_21_rights_and_duties,38,0.38,0.11838711813403342
3,det_22_peer_pressure,38,0.38,0.11693379717550807
4,det_16_commitment,73,0.73,0.2946007455823376
4,det_11_knowledge,61,0.61,0.23612261817391436
4,det_15_self_satisfaction,58,0.58,0.22574921667784345
4,det_17_adherence,57,0.57,0.21992918043329762
4,det_03_risk_profile,56,0.56,0.255249075987007
4,det_18_autonomy,53,0.53,0.22005744563806834
4,det_13_technical_fit,41,0.41,0.1800806762595024
4,det_10_cost_efficiency,39,0.39,0.17348006982309044
5,det_09_safety,96,0.96,0.44198022343477966
5,det_19_wellbeing,93,0.93,0.4451343517992616
5,det_20_coziness,91,0.91,0.3938384880503845
5,det_10_cost_efficiency,80,0.8,0.29905780027326406
5,det_15_self_satisfaction,59,0.59,0.2227406666146594
5,det_03_risk_profile,52,0.52,0.22898686829331868
5,det_17_adherence,49,0.49,0.22652048479420225
5,det_07_legal,47,0.47,0.22337882640377174
6,det_31_approval,100,1,0.6578645200486865
6,det_28_recognition,100,1,0.6439006203242656
6,det_24_socialising,100,1,0.6081993813504822
6,det_30_authority,100,1,0.5324881398715531
6,det_29_trends,100,1,0.5200557351099045
6,det_22_peer_pressure,100,1,0.410795415884496
6,det_27_fun,98,0.98,0.2855131205719455
6,det_26_novelty,54,0.54,0.19398144131618159
