"archetype_id","frequency"
16305,1
16307,1
16309,1
16313,1
16322,1
16323,1
16367,2
16368,1
16381,1
16416,1
16431,1
16493,1
16512,1
16516,1
16523,1
16587,5
16595,1
16655,1
16683,1
16685,1
16845,1
16862,3
16908,1
16917,1
16920,1
16923,1
16975,12
16988,1
17048,1
17054,1
17075,1
17081,1
17100,1
17199,1
17237,1
17254,14
17260,1
17345,1
17409,1
17434,1
17438,1
17445,1
17446,2
17496,1
17516,1
17547,1
17676,1
17726,1
17748,1
17776,2
17777,1
17790,1
17822,8
17826,1
17836,1
17843,1
17855,1
17907,1
17932,1
17960,1
17973,1
18008,1
18085,1
18107,2
18111,1
18121,1
18153,1
18194,1
18266,1
18308,1
18314,1
18320,1
18354,26
18369,3
18428,2
18474,1
18483,1
18497,1
18498,1
18541,1
18639,1
18657,1
18719,1
18729,1
18733,21
