"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Fearful",71.4285714285714,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS",5
"cluster_2","Early.Adopter",75,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS; STIMULATION; POPULARITY; MEANING",8
"cluster_3","Uninterested",0,"",0
