"D","assigned_pct","unassigned_pct"
2,2.61363993340244,97.3863600665976
4,25.5740897810448,74.4259102189552
6,64.351459177583,35.648540822417
8,90.4564445701002,9.54355542989979
10,96.8523230609745,3.14767693902554
12,97.8701347658091,2.12986523419093
14,100,0
16,100,0
18,100,0
20,100,0
