analysis_sample,n_rows,n_unique_integrated_ids,n_subsamples,n_sources,n_europe,n_latam,n_diego,n_renovisor,n_why_europe,n_why_latam
COMPLETE,4372,4372,4,3,3764,608,1899,894,971,608
