"cluster","n_active_dets","active_determinants"
"cluster_1",3,"COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_2",3,"FINANCIAL; SECURITY; COMPETENCE"
"cluster_3",3,"FINANCIAL; AUTONOMY; STIMULATION"
"cluster_4",0,""
"cluster_5",3,"SECURITY; AUTONOMY; POPULARITY"
