"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Careful",60,"COMPETENCE; AUTONOMY; PHYSICALNESS",3
"cluster_2","Fearful",37.5,"FINANCIAL; SECURITY; COMPETENCE",3
"cluster_3","Homo.Economicus",37.5,"FINANCIAL; AUTONOMY; STIMULATION",3
"cluster_4","Early.Adopter",42.8571428571429,"SECURITY; AUTONOMY; POPULARITY",3
"cluster_5","X8",0,"",0
"cluster_6","Stubborn",42.8571428571429,"SECURITY; PHYSICALNESS; MEANING",3
"cluster_7","Uninterested",37.5,"PHYSICALNESS; STIMULATION; POPULARITY",3
"cluster_8","Influencer",42.8571428571429,"FINANCIAL; POPULARITY; MEANING",3
