analysis_sample,weighting,method,matrix_name,d_det,d_hamming,n_prototypes_used,n_bootstraps,n_unique_patterns,final_covered_pct,first_prototype_covered_pct,last_prototype_increment_pct,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,radius_can_cover_any_pattern
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,9,2,12,100,859,65.63333333333334,11.5,2.033333333333333,18,2,8,88.88888888888889,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,9,4,12,100,859,95.53333333333333,24.766666666666666,0.8333333333333334,18,4,7,77.77777777777777,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,9,6,12,100,859,99.7,35,0.03333333333333333,18,6,6,66.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,9,8,7,100,859,100,46.46666666666667,0.16666666666666666,18,8,5,55.55555555555556,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,9,10,5,100,859,100,60.5,0.06666666666666667,18,10,4,44.44444444444444,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,10,0,12,100,906,15.666666666666666,2.1,0.9666666666666667,20,0,10,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,10,2,12,100,906,61.9,10.166666666666666,2,20,2,9,90,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,10,4,12,100,906,93.86666666666666,20.8,0.9666666666666667,20,4,8,80,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,10,6,12,100,906,99.56666666666666,37.93333333333333,0.13333333333333333,20,6,7,70,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,10,8,9,100,906,100,50.166666666666664,0.06666666666666667,20,8,6,60,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,10,10,7,100,906,100,60.733333333333334,0.03333333333333333,20,10,5,50,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,11,0,12,100,981,14.6,2.6333333333333333,0.8666666666666667,22,0,11,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,11,2,12,100,981,57.9,9.633333333333333,2.3,22,2,10,90.9090909090909,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,11,4,12,100,981,91.16666666666667,18.4,1.7333333333333334,22,4,9,81.81818181818181,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,11,6,12,100,981,99.4,34.7,0.1,22,6,8,72.72727272727273,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,11,8,8,100,981,100,49.43333333333333,0.03333333333333333,22,8,7,63.63636363636363,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,11,10,5,100,981,100,59.56666666666667,0.03333333333333333,22,10,6,54.54545454545455,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,12,0,12,100,1013,14.533333333333333,2.1,0.7666666666666667,24,0,12,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,12,2,12,100,1013,59.166666666666664,7.8,3.8666666666666667,24,2,11,91.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,12,4,12,100,1013,91.1,14.766666666666667,1.4,24,4,10,83.33333333333333,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,12,6,12,100,1013,99.13333333333334,20.366666666666667,0.03333333333333333,24,6,9,75,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,12,8,11,100,1013,100,35.9,0.03333333333333333,24,8,8,66.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,12,10,6,100,1013,100,54.6,0.06666666666666667,24,10,7,58.333333333333336,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,13,0,12,100,973,16.4,2.066666666666667,1.0333333333333334,26,0,13,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,13,2,12,100,973,60.53333333333333,8.533333333333333,3.2,26,2,12,92.3076923076923,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,13,4,12,100,973,92.6,13.833333333333334,2.3666666666666667,26,4,11,84.61538461538461,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,13,6,12,100,973,99.63333333333334,18.3,0.3,26,6,10,76.92307692307692,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,13,8,12,100,973,100,28.266666666666666,0.03333333333333333,26,8,9,69.23076923076923,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,13,10,6,100,973,100,48.43333333333333,0.13333333333333333,26,10,8,61.53846153846154,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,14,0,12,100,917,16.266666666666666,1.8666666666666667,1,28,0,14,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,14,2,12,100,917,62.5,10.666666666666666,2.3333333333333335,28,2,13,92.85714285714286,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,14,4,12,100,917,93,24.7,1.2333333333333334,28,4,12,85.71428571428571,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,14,6,12,100,917,99,37.53333333333333,0.16666666666666666,28,6,11,78.57142857142857,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,14,8,12,100,917,99.93333333333334,47.13333333333333,0.03333333333333333,28,8,10,71.42857142857143,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,14,10,7,100,917,100,53.833333333333336,0.03333333333333333,28,10,9,64.28571428571429,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,15,0,12,100,872,20.533333333333335,3.3333333333333335,1.1,30,0,15,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,15,2,12,100,872,65.56666666666666,13.6,1.6333333333333333,30,2,14,93.33333333333333,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,15,4,12,100,872,92.06666666666666,25.566666666666666,2.533333333333333,30,4,13,86.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,15,6,12,100,872,98.9,34.43333333333333,0.16666666666666666,30,6,12,80,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,15,8,12,100,872,99.9,44.733333333333334,0.3333333333333333,30,8,11,73.33333333333333,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_raw_0_1,15,10,8,100,872,100,52.7,0.03333333333333333,30,10,10,66.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,8,0,12,100,1959,14.766666666666667,4.733333333333333,0.4,16,0,8,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,8,2,12,100,1959,36.233333333333334,15.333333333333334,0.8333333333333334,16,2,7,87.5,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,8,4,12,100,1959,63.7,21.366666666666667,0.2,16,4,6,75,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,8,6,12,100,1959,86.9,27.266666666666666,0.3,16,6,5,62.5,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,8,8,12,100,1959,98.76666666666667,36.86666666666667,0.06666666666666667,16,8,4,50,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,8,10,8,100,1959,100,50.233333333333334,0.03333333333333333,16,10,3,37.5,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,9,0,12,100,2066,12.233333333333333,4.466666666666667,0.4,18,0,9,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,9,2,12,100,2066,33.3,13.9,1.3333333333333333,18,2,8,88.88888888888889,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,9,4,12,100,2066,60.86666666666667,20.7,3.5,18,4,7,77.77777777777777,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,9,6,12,100,2066,79.86666666666666,25.033333333333335,0.5333333333333333,18,6,6,66.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,9,8,12,100,2066,96.96666666666667,32.266666666666666,0.16666666666666666,18,8,5,55.55555555555556,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,9,10,10,100,2066,100,43.36666666666667,0.03333333333333333,18,10,4,44.44444444444444,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,10,0,12,100,2160,9.4,1.8333333333333333,0.36666666666666664,20,0,10,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,10,2,12,100,2160,31.5,11.633333333333333,1.2333333333333334,20,2,9,90,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,10,4,12,100,2160,54.733333333333334,19.5,1.8,20,4,8,80,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,10,6,12,100,2160,75.13333333333334,25.066666666666666,0.5333333333333333,20,6,7,70,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,10,8,12,100,2160,95.43333333333334,30,0.16666666666666666,20,8,6,60,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,10,10,12,100,2160,99.56666666666666,38.86666666666667,0.1,20,10,5,50,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,11,0,12,100,2244,6.6,1.0333333333333334,0.3333333333333333,22,0,11,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,11,2,12,100,2244,25.833333333333332,8.433333333333334,0.9,22,2,10,90.9090909090909,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,11,4,12,100,2244,50.5,18.066666666666666,2.2,22,4,9,81.81818181818181,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,11,6,12,100,2244,74.23333333333333,24.566666666666666,1.2,22,6,8,72.72727272727273,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,11,8,12,100,2244,92.86666666666666,29.3,0.5666666666666667,22,8,7,63.63636363636363,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,11,10,12,100,2244,99.1,36.8,0.3333333333333333,22,10,6,54.54545454545455,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,12,0,12,100,2320,5.033333333333333,0.8,0.3,24,0,12,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,12,2,12,100,2320,24.266666666666666,6.966666666666667,0.5,24,2,11,91.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,12,4,12,100,2320,50.03333333333333,17.433333333333334,0.7333333333333333,24,4,10,83.33333333333333,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,12,6,12,100,2320,70.43333333333334,25,1,24,6,9,75,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,12,8,12,100,2320,87.96666666666667,31.433333333333334,0.26666666666666666,24,8,8,66.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,12,10,12,100,2320,94.26666666666667,40.86666666666667,0.16666666666666666,24,10,7,58.333333333333336,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,13,0,12,100,2383,4.4,0.5333333333333333,0.26666666666666666,26,0,13,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,13,2,12,100,2383,22,4.866666666666666,1.1666666666666667,26,2,12,92.3076923076923,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,13,4,12,100,2383,43.5,14.933333333333334,1.0333333333333334,26,4,11,84.61538461538461,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,13,6,12,100,2383,71.7,24.4,0.36666666666666664,26,6,10,76.92307692307692,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,13,8,12,100,2383,88.9,30.166666666666668,0.43333333333333335,26,8,9,69.23076923076923,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,13,10,12,100,2383,97.73333333333333,36.96666666666667,0.3,26,10,8,61.53846153846154,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,14,0,12,100,2442,4.866666666666666,0.7,0.3,28,0,14,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,14,2,12,100,2442,22.366666666666667,4.533333333333333,0.6,28,2,13,92.85714285714286,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,14,4,12,100,2442,47.4,11.3,1.2,28,4,12,85.71428571428571,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,14,6,12,100,2442,67.26666666666667,15.8,1.6,28,6,11,78.57142857142857,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,14,8,12,100,2442,85.46666666666667,20.433333333333334,0.2,28,8,10,71.42857142857143,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,14,10,12,100,2442,96.23333333333333,31.4,0.23333333333333334,28,10,9,64.28571428571429,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,15,0,12,100,2478,5.133333333333334,0.7,0.26666666666666666,30,0,15,100,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,15,2,12,100,2478,20.833333333333332,5.4,0.5,30,2,14,93.33333333333333,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,15,4,12,100,2478,47.56666666666667,13.066666666666666,0.13333333333333333,30,4,13,86.66666666666667,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,15,6,12,100,2478,67.76666666666667,16.3,0.9666666666666667,30,6,12,80,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,15,8,12,100,2478,88.33333333333333,19.666666666666668,2.066666666666667,30,8,11,73.33333333333333,FALSE
COMPLETE,equal_element,KMEANS,matrix_32_z_abs,15,10,12,100,2478,94,32.266666666666666,1.2666666666666666,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,0,12,100,1844,20.66952380952333,10.179523809523582,0.4233333333333233,16,0,8,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,2,12,100,1844,38.52809523809434,17.187380952380558,0.500952380952369,16,2,7,87.5,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,4,12,100,1844,62.9976190476176,17.711904761904346,1.519047619047584,16,4,6,75,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,6,12,100,1844,86.18714285714091,18.223333333332906,1.2638095238094944,16,6,5,62.5,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,8,12,100,1844,98.38785714285497,19.52833333333287,0.2845238095238028,16,8,4,50,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,10,8,100,1844,99.9999999999977,23.544047619047067,0.02499999999999941,16,10,3,37.5,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,0,12,100,1983,16.23142857142818,8.956428571428356,0.4133333333333231,18,0,9,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,2,12,100,1983,34.98642857142772,16.06714285714247,0.5188095238095108,18,2,8,88.88888888888889,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,4,12,100,1983,56.67309523809388,17.61190476190433,0.9930952380952138,18,4,7,77.77777777777777,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,6,12,100,1983,77.36333333333145,18.016190476190033,1.6228571428571041,18,6,6,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,8,12,100,1983,96.03071428571201,19.034285714285243,0.2428571428571368,18,8,5,55.55555555555556,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,10,12,100,1983,99.99999999999764,21.967380952380395,0.02499999999999938,18,10,4,44.44444444444444,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,0,12,100,2073,13.999047619047268,2.110952380952327,0.42833333333332246,20,0,10,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,2,12,100,2073,30.699047619046837,14.385476190475824,0.41690476190475134,20,2,9,90,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,4,12,100,2073,50.409285714284444,16.994285714285283,0.3792857142857047,20,4,8,80,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,6,12,100,2073,72.7499999999982,17.930952380951922,0.7699999999999804,20,6,7,70,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,8,12,100,2073,90.06976190475974,18.425714285713813,0.3090476190476112,20,8,6,60,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,10,12,100,2073,99.68571428571185,20.06761904761852,0.28214285714285,20,10,5,50,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,11,0,12,100,2191,9.227142857142605,1.350476190476154,0.5823809523809366,22,0,11,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,11,2,12,100,2191,28.63285714285636,6.38071428571411,0.594285714285698,22,2,10,90.9090909090909,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,11,4,12,100,2191,48.40523809523678,11.275476190475894,1.0045238095237825,22,4,9,81.81818181818181,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,11,6,12,100,2191,66.66238095237918,15.978095238094818,0.7749999999999787,22,6,8,72.72727272727273,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,11,8,12,100,2191,88.09428571428332,21.610476190475634,0.9947619047618774,22,8,7,63.63636363636363,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,11,10,12,100,2191,98.11761904761646,28.068571428570678,0.29547619047618234,22,10,6,54.54545454545455,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,12,0,12,100,2319,7.9252380952378445,1.5699999999999503,0.3740476190476072,24,0,12,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,12,2,12,100,2319,25.738809523808712,6.6549999999997915,0.37333333333332147,24,2,11,91.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,12,4,12,100,2319,42.79476190476057,10.167380952380645,1.1814285714285349,24,4,10,83.33333333333333,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,12,6,12,100,2319,60.25666666666476,14.727619047618557,1.7121428571428037,24,6,9,75,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,12,8,12,100,2319,82.4276190476165,21.523571428570794,1.2273809523809136,24,8,8,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,12,10,12,100,2319,96.64023809523516,27.884047619046775,0.5292857142856975,24,10,7,58.333333333333336,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,13,0,12,100,2444,7.352142857142608,2.899999999999901,0.2783333333333239,26,0,13,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,13,2,12,100,2444,22.00285714285639,5.593571428571237,0.2752380952380859,26,2,12,92.3076923076923,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,13,4,12,100,2444,38.71571428571299,9.105714285713985,0.37880952380951094,26,4,11,84.61538461538461,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,13,6,12,100,2444,57.87023809523616,13.014047619047197,0.2669047619047528,26,6,10,76.92307692307692,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,13,8,12,100,2444,74.91166666666416,19.4571428571422,0.751428571428546,26,8,9,69.23076923076923,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,13,10,12,100,2444,94.38071428571111,27.310952380951488,0.285714285714276,26,10,8,61.53846153846154,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,14,0,12,100,2488,6.220952380952161,1.3699999999999521,0.23666666666665834,28,0,14,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,14,2,12,100,2488,19.65642857142788,4.880238095237924,0.8940476190475878,28,2,13,92.85714285714286,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,14,4,12,100,2488,32.949761904760756,7.664761904761643,0.9490476190475856,28,4,12,85.71428571428571,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,14,6,12,100,2488,52.39952380952201,11.929047619047216,0.3002380952380847,28,6,11,78.57142857142857,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,14,8,12,100,2488,71.15666666666421,18.346904761904103,1.3926190476189992,28,8,10,71.42857142857143,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,14,10,12,100,2488,92.26642857142542,26.858809523808606,1.4661904761904248,28,10,9,64.28571428571429,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,15,0,12,100,2544,5.872619047618842,1.1033333333332946,0.25690476190475287,30,0,15,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,15,2,12,100,2544,16.765714285713695,5.423571428571238,0.5433333333333142,30,2,14,93.33333333333333,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,15,4,12,100,2544,30.812380952379883,8.445714285713997,0.31380952380951277,30,4,13,86.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,15,6,12,100,2544,47.46666666666502,11.7504761904758,1.6647619047618474,30,6,12,80,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,15,8,12,100,2544,68.8914285714262,17.579285714285096,1.2745238095237656,30,8,11,73.33333333333333,FALSE
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,15,10,12,100,2544,89.52166666666359,25.934761904761025,0.8721428571428265,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,0,12,100,1411,20.529285714285393,6.653095238095136,0.6742857142857038,16,0,8,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,2,12,100,1411,50.18380952380875,13.89714285714264,1.2702380952380763,16,2,7,87.5,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,4,12,100,1411,79.80999999999881,16.58023809523783,1.5673809523809294,16,4,6,75,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,6,12,100,1411,94.95666666666527,19.796428571428244,0.5197619047618968,16,6,5,62.5,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,8,12,100,1411,99.49999999999847,22.163809523809146,0.17023809523809263,16,8,4,50,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,10,7,100,1411,99.99999999999834,27.3023809523805,0.024999999999999616,16,10,3,37.5,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,0,12,100,1606,19.967380952380555,9.943571428571234,0.5966666666666548,18,0,9,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,2,12,100,1606,43.87261904761818,13.936428571428296,2.2554761904761436,18,2,8,88.88888888888889,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,4,12,100,1606,74.90738095237947,16.52261904761871,4.222380952380864,18,4,7,77.77777777777777,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,6,12,100,1606,93.03690476190293,18.817857142856745,1.5085714285713985,18,6,6,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,8,12,100,1606,98.28071428571235,21.563333333332857,0.48857142857141866,18,8,5,55.55555555555556,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,10,9,100,1606,99.99999999999801,24.489047619047078,0.0249999999999995,18,10,4,44.44444444444444,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,0,12,100,1816,17.14857142857106,6.429761904761763,0.4552380952380854,20,0,10,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,2,12,100,1816,39.12142857142772,13.272142857142567,0.8088095238095064,20,2,9,90,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,4,12,100,1816,64.96833333333193,15.290952380952037,1.3523809523809234,20,4,8,80,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,6,12,100,1816,85.45333333333149,18.220238095237672,1.5061904761904448,20,6,7,70,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,8,12,100,1816,96.4216666666646,20.709999999999507,0.7138095238095084,20,8,6,60,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,10,12,100,1816,99.87499999999787,24.206904761904184,0.02499999999999946,20,10,5,50,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,11,0,12,100,1968,13.95642857142826,3.4240476190475406,0.5199999999999886,22,0,11,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,11,2,12,100,1968,35.54785714285635,10.800238095237853,0.6102380952380817,22,2,10,90.9090909090909,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,11,4,12,100,1968,59.211904761903455,14.48785714285681,1.4028571428571128,22,4,9,81.81818181818181,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,11,6,12,100,1968,81.98809523809344,17.029761904761493,1.700238095238058,22,6,8,72.72727272727273,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,11,8,12,100,1968,93.28904761904559,19.83595238095188,0.41571428571427643,22,8,7,63.63636363636363,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,11,10,12,100,1968,99.78809523809306,23.293333333332747,0.1583333333333298,22,10,6,54.54545454545455,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,12,0,12,100,2077,11.357142857142582,2.0157142857142367,0.5619047619047483,24,0,12,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,12,2,12,100,2077,32.956428571427764,10.180476190475945,0.854761904761884,24,2,11,91.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,12,4,12,100,2077,54.211904761903455,13.914761904761567,1.2749999999999697,24,4,10,83.33333333333333,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,12,6,12,100,2077,75.6352380952363,16.388571428571023,1.5223809523809162,24,6,9,75,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,12,8,12,100,2077,91.7435714285693,18.666666666666185,0.5426190476190343,24,8,8,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,12,10,12,100,2077,98.99285714285483,22.16357142857084,0.16190476190475797,24,10,7,58.333333333333336,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,13,0,12,100,2203,10.131904761904496,1.444047619047581,0.5399999999999856,26,0,13,100,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,13,2,12,100,2203,30.30619047618967,8.589523809523586,0.5257142857142716,26,2,12,92.3076923076923,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,13,4,12,100,2203,50.52690476190343,13.047142857142527,0.38238095238094216,26,4,11,84.61538461538461,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,13,6,12,100,2203,72.16285714285527,15.523571428571023,1.0523809523809249,26,6,10,76.92307692307692,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,13,8,12,100,2203,89.51642857142625,17.77738095238047,0.31380952380951543,26,8,9,69.23076923076923,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,13,10,12,100,2203,98.52261904761653,21.23738095238036,0.23523809523808897,26,10,8,61.53846153846154,FALSE
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,14,0,12,100,2272,9.656904761904482,2.17333333333327,0.43999999999998723,28,0,14,100,FALSE
