analysis_sample,weighting,method,matrix_name,d_det,d_hamming,coverage_threshold,first_prototype_reaching_threshold,max_coverage_available,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,radius_can_cover_any_pattern
EUROPE,equal_candidate,EFA,matrix_32_z_abs,15,10,80,10,85.14380952380651,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_z_abs,15,10,85,12,85.14380952380651,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_z_abs,15,10,90,NA,85.14380952380651,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,EFA,matrix_32_z_abs,15,10,95,NA,85.14380952380651,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,0,80,NA,24.038809523809057,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,0,85,NA,24.038809523809057,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,0,90,NA,24.038809523809057,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,0,95,NA,24.038809523809057,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,2,80,NA,59.438571428570285,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,2,85,NA,59.438571428570285,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,2,90,NA,59.438571428570285,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,2,95,NA,59.438571428570285,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,4,80,9,82.5226190476173,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,4,85,NA,82.5226190476173,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,4,90,NA,82.5226190476173,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,4,95,NA,82.5226190476173,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,6,80,3,95.50976190475964,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,6,85,4,95.50976190475964,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,6,90,5,95.50976190475964,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,6,95,10,95.50976190475964,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,8,80,2,99.84642857142609,16,8,4,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,8,85,2,99.84642857142609,16,8,4,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,8,90,3,99.84642857142609,16,8,4,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,8,95,3,99.84642857142609,16,8,4,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,10,80,2,99.99999999999842,16,10,3,37.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,10,85,2,99.99999999999842,16,10,3,37.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,10,90,2,99.99999999999842,16,10,3,37.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,10,95,3,99.99999999999842,16,10,3,37.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,0,80,NA,20.327857142856715,18,0,9,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,0,85,NA,20.327857142856715,18,0,9,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,0,90,NA,20.327857142856715,18,0,9,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,0,95,NA,20.327857142856715,18,0,9,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,2,80,NA,54.40404761904649,18,2,8,88.88888888888889,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,2,85,NA,54.40404761904649,18,2,8,88.88888888888889,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,2,90,NA,54.40404761904649,18,2,8,88.88888888888889,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,2,95,NA,54.40404761904649,18,2,8,88.88888888888889,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,4,80,NA,79.36476190476023,18,4,7,77.77777777777777,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,4,85,NA,79.36476190476023,18,4,7,77.77777777777777,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,4,90,NA,79.36476190476023,18,4,7,77.77777777777777,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,4,95,NA,79.36476190476023,18,4,7,77.77777777777777,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,6,80,3,92.67642857142614,18,6,6,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,6,85,5,92.67642857142614,18,6,6,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,6,90,8,92.67642857142614,18,6,6,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,6,95,NA,92.67642857142614,18,6,6,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,8,80,2,99.19523809523533,18,8,5,55.55555555555556,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,8,85,2,99.19523809523533,18,8,5,55.55555555555556,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,8,90,3,99.19523809523533,18,8,5,55.55555555555556,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,8,95,5,99.19523809523533,18,8,5,55.55555555555556,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,10,80,2,99.99999999999707,18,10,4,44.44444444444444,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,10,85,2,99.99999999999707,18,10,4,44.44444444444444,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,10,90,2,99.99999999999707,18,10,4,44.44444444444444,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,10,95,3,99.99999999999707,18,10,4,44.44444444444444,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,0,80,NA,18.266428571428165,20,0,10,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,0,85,NA,18.266428571428165,20,0,10,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,0,90,NA,18.266428571428165,20,0,10,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,0,95,NA,18.266428571428165,20,0,10,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,2,80,NA,47.27904761904657,20,2,9,90,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,2,85,NA,47.27904761904657,20,2,9,90,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,2,90,NA,47.27904761904657,20,2,9,90,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,2,95,NA,47.27904761904657,20,2,9,90,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,4,80,NA,76.01499999999838,20,4,8,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,4,85,NA,76.01499999999838,20,4,8,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,4,90,NA,76.01499999999838,20,4,8,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,4,95,NA,76.01499999999838,20,4,8,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,6,80,4,91.31904761904525,20,6,7,70,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,6,85,6,91.31904761904525,20,6,7,70,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,6,90,11,91.31904761904525,20,6,7,70,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,6,95,NA,91.31904761904525,20,6,7,70,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,8,80,2,99.00714285713997,20,8,6,60,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,8,85,3,99.00714285713997,20,8,6,60,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,8,90,4,99.00714285713997,20,8,6,60,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,8,95,6,99.00714285713997,20,8,6,60,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,10,80,2,99.99999999999699,20,10,5,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,10,85,2,99.99999999999699,20,10,5,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,10,90,3,99.99999999999699,20,10,5,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,10,95,3,99.99999999999699,20,10,5,50,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,0,80,NA,16.465952380951986,22,0,11,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,0,85,NA,16.465952380951986,22,0,11,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,0,90,NA,16.465952380951986,22,0,11,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,0,95,NA,16.465952380951986,22,0,11,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,2,80,NA,45.509047619046534,22,2,10,90.9090909090909,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,2,85,NA,45.509047619046534,22,2,10,90.9090909090909,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,2,90,NA,45.509047619046534,22,2,10,90.9090909090909,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,2,95,NA,45.509047619046534,22,2,10,90.9090909090909,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,4,80,NA,73.91976190476016,22,4,9,81.81818181818181,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,4,85,NA,73.91976190476016,22,4,9,81.81818181818181,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,4,90,NA,73.91976190476016,22,4,9,81.81818181818181,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,4,95,NA,73.91976190476016,22,4,9,81.81818181818181,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,6,80,5,87.1438095238072,22,6,8,72.72727272727273,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,6,85,9,87.1438095238072,22,6,8,72.72727272727273,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,6,90,NA,87.1438095238072,22,6,8,72.72727272727273,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,6,95,NA,87.1438095238072,22,6,8,72.72727272727273,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,8,80,3,96.35190476190178,22,8,7,63.63636363636363,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,8,85,3,96.35190476190178,22,8,7,63.63636363636363,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,8,90,5,96.35190476190178,22,8,7,63.63636363636363,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,8,95,10,96.35190476190178,22,8,7,63.63636363636363,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,10,80,2,99.84999999999674,22,10,6,54.54545454545455,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,10,85,2,99.84999999999674,22,10,6,54.54545454545455,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,10,90,3,99.84999999999674,22,10,6,54.54545454545455,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,11,10,95,4,99.84999999999674,22,10,6,54.54545454545455,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,0,80,NA,15.032619047618716,24,0,12,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,0,85,NA,15.032619047618716,24,0,12,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,0,90,NA,15.032619047618716,24,0,12,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,0,95,NA,15.032619047618716,24,0,12,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,2,80,NA,42.55714285714193,24,2,11,91.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,2,85,NA,42.55714285714193,24,2,11,91.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,2,90,NA,42.55714285714193,24,2,11,91.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,2,95,NA,42.55714285714193,24,2,11,91.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,4,80,NA,72.6971428571413,24,4,10,83.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,4,85,NA,72.6971428571413,24,4,10,83.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,4,90,NA,72.6971428571413,24,4,10,83.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,4,95,NA,72.6971428571413,24,4,10,83.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,6,80,5,85.96547619047415,24,6,9,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,6,85,11,85.96547619047415,24,6,9,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,6,90,NA,85.96547619047415,24,6,9,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,6,95,NA,85.96547619047415,24,6,9,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,8,80,4,94.43476190475926,24,8,8,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,8,85,5,94.43476190475926,24,8,8,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,8,90,8,94.43476190475926,24,8,8,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,8,95,NA,94.43476190475926,24,8,8,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,10,80,2,99.92499999999718,24,10,7,58.333333333333336,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,10,85,2,99.92499999999718,24,10,7,58.333333333333336,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,10,90,3,99.92499999999718,24,10,7,58.333333333333336,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,12,10,95,4,99.92499999999718,24,10,7,58.333333333333336,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,0,80,NA,14.100238095237767,26,0,13,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,0,85,NA,14.100238095237767,26,0,13,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,0,90,NA,14.100238095237767,26,0,13,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,0,95,NA,14.100238095237767,26,0,13,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,2,80,NA,40.70452380952287,26,2,12,92.3076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,2,85,NA,40.70452380952287,26,2,12,92.3076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,2,90,NA,40.70452380952287,26,2,12,92.3076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,2,95,NA,40.70452380952287,26,2,12,92.3076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,4,80,NA,68.17261904761746,26,4,11,84.61538461538461,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,4,85,NA,68.17261904761746,26,4,11,84.61538461538461,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,4,90,NA,68.17261904761746,26,4,11,84.61538461538461,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,4,95,NA,68.17261904761746,26,4,11,84.61538461538461,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,6,80,7,85.43738095237896,26,6,10,76.92307692307692,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,6,85,12,85.43738095237896,26,6,10,76.92307692307692,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,6,90,NA,85.43738095237896,26,6,10,76.92307692307692,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,6,95,NA,85.43738095237896,26,6,10,76.92307692307692,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,8,80,4,94.36071428571152,26,8,9,69.23076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,8,85,5,94.36071428571152,26,8,9,69.23076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,8,90,6,94.36071428571152,26,8,9,69.23076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,8,95,NA,94.36071428571152,26,8,9,69.23076923076923,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,10,80,2,99.43571428571103,26,10,8,61.53846153846154,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,10,85,3,99.43571428571103,26,10,8,61.53846153846154,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,10,90,4,99.43571428571103,26,10,8,61.53846153846154,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,13,10,95,5,99.43571428571103,26,10,8,61.53846153846154,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,0,80,NA,12.799761904761587,28,0,14,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,0,85,NA,12.799761904761587,28,0,14,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,0,90,NA,12.799761904761587,28,0,14,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,0,95,NA,12.799761904761587,28,0,14,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,2,80,NA,38.3626190476181,28,2,13,92.85714285714286,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,2,85,NA,38.3626190476181,28,2,13,92.85714285714286,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,2,90,NA,38.3626190476181,28,2,13,92.85714285714286,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,2,95,NA,38.3626190476181,28,2,13,92.85714285714286,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,4,80,NA,67.14499999999838,28,4,12,85.71428571428571,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,4,85,NA,67.14499999999838,28,4,12,85.71428571428571,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,4,90,NA,67.14499999999838,28,4,12,85.71428571428571,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,4,95,NA,67.14499999999838,28,4,12,85.71428571428571,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,6,80,9,82.79785714285518,28,6,11,78.57142857142857,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,6,85,NA,82.79785714285518,28,6,11,78.57142857142857,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,6,90,NA,82.79785714285518,28,6,11,78.57142857142857,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,6,95,NA,82.79785714285518,28,6,11,78.57142857142857,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,8,80,4,94.89357142856858,28,8,10,71.42857142857143,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,8,85,5,94.89357142856858,28,8,10,71.42857142857143,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,8,90,8,94.89357142856858,28,8,10,71.42857142857143,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,8,95,NA,94.89357142856858,28,8,10,71.42857142857143,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,10,80,2,99.25952380952035,28,10,9,64.28571428571429,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,10,85,3,99.25952380952035,28,10,9,64.28571428571429,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,10,90,4,99.25952380952035,28,10,9,64.28571428571429,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,14,10,95,6,99.25952380952035,28,10,9,64.28571428571429,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,0,80,NA,13.811428571428216,30,0,15,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,0,85,NA,13.811428571428216,30,0,15,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,0,90,NA,13.811428571428216,30,0,15,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,0,95,NA,13.811428571428216,30,0,15,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,2,80,NA,38.316666666665704,30,2,14,93.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,2,85,NA,38.316666666665704,30,2,14,93.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,2,90,NA,38.316666666665704,30,2,14,93.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,2,95,NA,38.316666666665704,30,2,14,93.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,4,80,NA,64.72857142856982,30,4,13,86.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,4,85,NA,64.72857142856982,30,4,13,86.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,4,90,NA,64.72857142856982,30,4,13,86.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,4,95,NA,64.72857142856982,30,4,13,86.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,6,80,NA,79.77952380952182,30,6,12,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,6,85,NA,79.77952380952182,30,6,12,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,6,90,NA,79.77952380952182,30,6,12,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,6,95,NA,79.77952380952182,30,6,12,80,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,8,80,4,93.3071428571403,30,8,11,73.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,8,85,5,93.3071428571403,30,8,11,73.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,8,90,9,93.3071428571403,30,8,11,73.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,8,95,NA,93.3071428571403,30,8,11,73.33333333333333,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,10,80,2,99.18690476190122,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,10,85,3,99.18690476190122,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,10,90,4,99.18690476190122,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,15,10,95,6,99.18690476190122,30,10,10,66.66666666666667,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,0,80,NA,30.730476190475844,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,0,85,NA,30.730476190475844,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,0,90,NA,30.730476190475844,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,0,95,NA,30.730476190475844,16,0,8,100,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,2,80,NA,77.20857142857056,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,2,85,NA,77.20857142857056,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,2,90,NA,77.20857142857056,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,2,95,NA,77.20857142857056,16,2,7,87.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,4,80,3,95.86095238095113,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,4,85,4,95.86095238095113,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,4,90,6,95.86095238095113,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,4,95,10,95.86095238095113,16,4,6,75,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,6,80,2,99.89999999999863,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,6,85,2,99.89999999999863,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,6,90,3,99.89999999999863,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,6,95,4,99.89999999999863,16,6,5,62.5,FALSE
EUROPE,equal_candidate,KMEANS,matrix_32_pos_0_1,8,8,80,2,99.99999999999957,16,8,4,50,FALSE
