analysis_sample,method,matrix_name,score_rank,mean_score,median_score,q25_score,q75_score
COMPLETE,EFA,matrix_32_pos_0_1,15,0.10016489490683816,0.09570795026948747,0.07436107399552626,0.11809311418674612
COMPLETE,EFA,matrix_32_pos_0_1,16,0.09070509226223608,0.08659438555607712,0.06835622006481773,0.10735144082446245
COMPLETE,EFA,matrix_32_pos_0_1,17,0.08253358890121401,0.07916887449984727,0.06252085352495224,0.09697768495677601
COMPLETE,EFA,matrix_32_pos_0_1,18,0.0751534967775394,0.07229908635787681,0.05714018279011296,0.08845523297882296
COMPLETE,EFA,matrix_32_pos_0_1,19,0.0684542568150919,0.06591649518162662,0.05206021538070363,0.08075994902084342
COMPLETE,EFA,matrix_32_pos_0_1,20,0.06192814878099318,0.05944154309072272,0.046798845727994566,0.0732000915159094
COMPLETE,EFA,matrix_32_pos_0_1,21,0.055804035516903154,0.053547696301911515,0.042156535722241276,0.06602732846973808
COMPLETE,EFA,matrix_32_pos_0_1,22,0.05027771555555906,0.048168975802887426,0.03802091711383832,0.05991166312386969
COMPLETE,EFA,matrix_32_pos_0_1,23,0.04498651060357552,0.04286556378328007,0.03378159279080764,0.05375492968289347
COMPLETE,EFA,matrix_32_pos_0_1,24,0.039716524177930895,0.037684269333405226,0.02923923912499831,0.047433027542790315
COMPLETE,EFA,matrix_32_pos_0_1,25,0.034716766329134896,0.03300546154424515,0.025452430610215994,0.041760830323817125
COMPLETE,EFA,matrix_32_pos_0_1,26,0.03001101119145333,0.028573140819553866,0.021750704919830305,0.03624638407540163
COMPLETE,EFA,matrix_32_pos_0_1,27,0.025476582863767153,0.024072814335495366,0.018095103203279013,0.031193799411336452
COMPLETE,EFA,matrix_32_pos_0_1,28,0.021096984200403266,0.019891746090039346,0.014381652706758041,0.026344807110372126
COMPLETE,EFA,matrix_32_pos_0_1,29,0.016785910760224957,0.015538171605345395,0.010745051813874945,0.021226995502658427
COMPLETE,EFA,matrix_32_pos_0_1,30,0.012500958026991289,0.01125202856130816,0.007286793031977507,0.016259878618389983
COMPLETE,EFA,matrix_32_pos_0_1,31,0.008180450062968959,0.006829285668336235,0.003958302411292214,0.010949665846870857
COMPLETE,EFA,matrix_32_pos_0_1,32,0.0040708390709107475,0.00284146067718117,0.0012083502358094275,0.0057043653295304995
COMPLETE,EFA,matrix_32_raw_0_1,1,0.6519244360144194,0.691053138499392,0.5893090442517316,0.7396996333821081
COMPLETE,EFA,matrix_32_raw_0_1,2,0.5798230064510099,0.6220467507808276,0.48410028774470365,0.6831883658640285
COMPLETE,EFA,matrix_32_raw_0_1,3,0.44117815386081727,0.4222121117721549,0.3399513814376959,0.5488902859897883
COMPLETE,EFA,matrix_32_raw_0_1,4,0.37538776814415403,0.3366893667945998,0.26014486446776136,0.5030850791888786
COMPLETE,EFA,matrix_32_raw_0_1,5,0.31980502154023455,0.2872838814198079,0.20421107659399781,0.4473354228954689
COMPLETE,EFA,matrix_32_raw_0_1,6,0.27355509550360413,0.25449238370246685,0.17251951256182238,0.3418848535012394
COMPLETE,EFA,matrix_32_raw_0_1,7,0.24597480145537112,0.23018376195920243,0.15387081357863142,0.3060108737702032
COMPLETE,EFA,matrix_32_raw_0_1,8,0.22089468506077434,0.20754537967772857,0.13533374803628379,0.27061178975659117
COMPLETE,EFA,matrix_32_raw_0_1,9,0.18827227685005757,0.18711638493171195,0.12291898967750138,0.23566659184329175
COMPLETE,EFA,matrix_32_raw_0_1,10,0.1686938690534704,0.16648159917988603,0.11187372317320733,0.20666198682691683
COMPLETE,EFA,matrix_32_raw_0_1,11,0.15335389212040215,0.15222913226732965,0.10314502583830981,0.184775096246743
COMPLETE,EFA,matrix_32_raw_0_1,12,0.13982588243185223,0.13798533790792006,0.094741115899414,0.1659699430735282
COMPLETE,EFA,matrix_32_raw_0_1,13,0.12789619872767058,0.12489376211579539,0.08719138514770608,0.14998325080088903
COMPLETE,EFA,matrix_32_raw_0_1,14,0.11618470170871432,0.11322095312243313,0.0810263181416586,0.13719952670866822
COMPLETE,EFA,matrix_32_raw_0_1,15,0.10589851615270145,0.10312784079324933,0.07424423938796486,0.12460184551012059
COMPLETE,EFA,matrix_32_raw_0_1,16,0.09622469234210605,0.09333373090702729,0.06838810187162742,0.11376182307769686
COMPLETE,EFA,matrix_32_raw_0_1,17,0.08730922450632034,0.08420615636195765,0.06264373641962394,0.10357480541503061
COMPLETE,EFA,matrix_32_raw_0_1,18,0.07935899433275176,0.07678316643695131,0.05675524456571737,0.0949942587322928
COMPLETE,EFA,matrix_32_raw_0_1,19,0.07208312898302638,0.06933964426084421,0.0521020463504864,0.08691442428431459
COMPLETE,EFA,matrix_32_raw_0_1,20,0.06505825839478611,0.06228373771863703,0.04686674207371852,0.07892252047234263
COMPLETE,EFA,matrix_32_raw_0_1,21,0.058787102071742196,0.05593857953163393,0.04196043008113798,0.07154567311812848
COMPLETE,EFA,matrix_32_raw_0_1,22,0.052811097172835796,0.049905472894482245,0.037836440432471675,0.06433658011445276
COMPLETE,EFA,matrix_32_raw_0_1,23,0.047050647016092996,0.044329264865204845,0.0334246368652696,0.057649406309609
COMPLETE,EFA,matrix_32_raw_0_1,24,0.04174996793570469,0.03913692534042241,0.02937838299104322,0.05099223265661798
COMPLETE,EFA,matrix_32_raw_0_1,25,0.036510720226717704,0.034322448920221044,0.024953873840946154,0.04481936801295186
COMPLETE,EFA,matrix_32_raw_0_1,26,0.03152517490688173,0.029454364950350503,0.021507713385070466,0.039156311046685335
COMPLETE,EFA,matrix_32_raw_0_1,27,0.02668494415506186,0.024455483603375475,0.017807524244170696,0.033388902714576375
COMPLETE,EFA,matrix_32_raw_0_1,28,0.02192846114566866,0.020067678144333075,0.014025673147397463,0.027558598024994982
COMPLETE,EFA,matrix_32_raw_0_1,29,0.017445140805026845,0.015590037835275555,0.01075172382205577,0.02234974466434736
COMPLETE,EFA,matrix_32_raw_0_1,30,0.013104713079013576,0.011382488225292505,0.0072555196215500824,0.01696434446335429
COMPLETE,EFA,matrix_32_raw_0_1,31,0.008647955675636754,0.007070324196427115,0.0041469357217869905,0.011445750867034973
COMPLETE,EFA,matrix_32_raw_0_1,32,0.004265762022249935,0.002948572222823975,0.001266036834240225,0.005782435456824667
COMPLETE,EFA,matrix_32_z_abs,1,0.5609570789953175,0.5754110426380821,0.47258161473437865,0.6493498479820372
COMPLETE,EFA,matrix_32_z_abs,2,0.44212531555469486,0.454842511092615,0.35543808730807624,0.5384877209978366
COMPLETE,EFA,matrix_32_z_abs,3,0.34809043058444505,0.33806033610464575,0.2710905774802078,0.4203301906808974
COMPLETE,EFA,matrix_32_z_abs,4,0.2936427622704413,0.2803255973179667,0.21684536949416106,0.36110316619297483
COMPLETE,EFA,matrix_32_z_abs,5,0.24039294627818145,0.21133487692598812,0.16150047733245415,0.31039421716127075
COMPLETE,EFA,matrix_32_z_abs,6,0.21183257673888597,0.18753228220324047,0.1391088872684576,0.2729672721394675
COMPLETE,EFA,matrix_32_z_abs,7,0.18720497106713707,0.16686703319262197,0.12532884492665525,0.2377472606739061
COMPLETE,EFA,matrix_32_z_abs,8,0.16224548885313506,0.1491587539547003,0.11406249958640945,0.19779876455288922
COMPLETE,EFA,matrix_32_z_abs,9,0.14694202904157136,0.13535762014583747,0.1037904435266775,0.17613538420680575
COMPLETE,EFA,matrix_32_z_abs,10,0.13359208452673985,0.12282026581880737,0.09582518678863514,0.15798005794248451
COMPLETE,EFA,matrix_32_z_abs,11,0.12226256437163674,0.1125290065415048,0.0882523571925129,0.1404696009558255
COMPLETE,EFA,matrix_32_z_abs,12,0.11204042698140688,0.1026877188845001,0.08155454403663705,0.1279839149681831
COMPLETE,EFA,matrix_32_z_abs,13,0.10216942761373458,0.09353299062277472,0.0747694187368077,0.11542735480733048
COMPLETE,EFA,matrix_32_z_abs,14,0.09334034972409595,0.0857306346381419,0.06887444070377574,0.10518500980705962
COMPLETE,EFA,matrix_32_z_abs,15,0.08566587705797181,0.07841486939633147,0.06335993153013357,0.09654741764452376
COMPLETE,EFA,matrix_32_z_abs,16,0.07808944189215086,0.07205283354300562,0.05813227714059742,0.08774469755300561
COMPLETE,EFA,matrix_32_z_abs,17,0.07134286570354077,0.06585240689102145,0.05319584454787214,0.08026695929093951
COMPLETE,EFA,matrix_32_z_abs,18,0.064645578426434,0.05989902853146628,0.04841615031566776,0.07393904008330893
COMPLETE,EFA,matrix_32_z_abs,19,0.05852084403162612,0.05438115718635021,0.044077643988233196,0.06698551213545775
COMPLETE,EFA,matrix_32_z_abs,20,0.052843864786604224,0.04931814228260578,0.039681376565770414,0.0608402308522151
COMPLETE,EFA,matrix_32_z_abs,21,0.04765015319681124,0.044628153176476656,0.03552950177428486,0.055209566770655416
COMPLETE,EFA,matrix_32_z_abs,22,0.042605587103992794,0.04013858459139001,0.031548899087102934,0.04984235688550947
COMPLETE,EFA,matrix_32_z_abs,23,0.038087214724966345,0.0361461446270825,0.028102884626028557,0.044575380823162106
COMPLETE,EFA,matrix_32_z_abs,24,0.033565015462684845,0.03144229642555485,0.024488471133767058,0.04003057989384799
COMPLETE,EFA,matrix_32_z_abs,25,0.02919417636909133,0.027523223150441114,0.021106285080909473,0.035280364845892434
COMPLETE,EFA,matrix_32_z_abs,26,0.02531815951811606,0.023470911285494406,0.017921846131092593,0.030715063718853266
COMPLETE,EFA,matrix_32_z_abs,27,0.021407406075806983,0.01987917053277197,0.014684919750738972,0.026282127344485578
COMPLETE,EFA,matrix_32_z_abs,28,0.017538610298643117,0.01616566631429585,0.01140542315325328,0.022034610623439654
COMPLETE,EFA,matrix_32_z_abs,29,0.013904013907183033,0.01249955616624018,0.008639825069494945,0.017700657475217492
COMPLETE,EFA,matrix_32_z_abs,30,0.010389620932578265,0.00907921352604128,0.005765139793421733,0.013524038122960215
COMPLETE,EFA,matrix_32_z_abs,31,0.006947188583014389,0.005758740669181155,0.0031906718887178102,0.009324504427034336
COMPLETE,EFA,matrix_32_z_abs,32,0.0035182838509492504,0.00235408441820125,9.896294535184625e-4,0.004820274740316035
COMPLETE,KMEANS,matrix_32_ext_0_1,1,0.6585954796069691,0.7538416831973834,0.5300249011589868,0.8251549534024971
COMPLETE,KMEANS,matrix_32_ext_0_1,2,0.6254812041270665,0.7206997779081743,0.4837494252596992,0.8022783088612642
COMPLETE,KMEANS,matrix_32_ext_0_1,3,0.5955651475863843,0.6581482970977182,0.46003432860483195,0.7766206125909916
COMPLETE,KMEANS,matrix_32_ext_0_1,4,0.5670375305187044,0.6019980826496056,0.44369097616466957,0.7461423751785355
COMPLETE,KMEANS,matrix_32_ext_0_1,5,0.5456827170138995,0.5667764115096143,0.4254199716339575,0.7226979636265862
COMPLETE,KMEANS,matrix_32_ext_0_1,6,0.524122003669216,0.5270538443321049,0.41285597903221444,0.698931785886327
COMPLETE,KMEANS,matrix_32_ext_0_1,7,0.5065665268037107,0.49654684248906245,0.3985288663980312,0.6781437818342659
COMPLETE,KMEANS,matrix_32_ext_0_1,8,0.49152027892057454,0.47440250879929496,0.38546034732542256,0.663263472437385
COMPLETE,KMEANS,matrix_32_ext_0_1,9,0.4774306236313057,0.4526441520587067,0.37053122252380755,0.6457220193556421
COMPLETE,KMEANS,matrix_32_ext_0_1,10,0.46444736434979905,0.43497115708044476,0.3559549173315079,0.6309836453391968
COMPLETE,KMEANS,matrix_32_ext_0_1,11,0.45199133299192085,0.4202533211039732,0.3403270691028115,0.6165071487521048
COMPLETE,KMEANS,matrix_32_ext_0_1,12,0.44091090012712797,0.40654615983555664,0.32709978511621757,0.6051567132032983
COMPLETE,KMEANS,matrix_32_ext_0_1,13,0.42975905749708515,0.3940343925086914,0.3149403214078317,0.592994053317365
COMPLETE,KMEANS,matrix_32_ext_0_1,14,0.419265249660133,0.3832159846715356,0.30185526937482554,0.5763388100027329
COMPLETE,KMEANS,matrix_32_ext_0_1,15,0.40863121037804506,0.37201065733835614,0.2934904750358782,0.558299102595901
COMPLETE,KMEANS,matrix_32_ext_0_1,16,0.39762023321549733,0.36193078783502763,0.28386505598895145,0.5410771207957362
COMPLETE,KMEANS,matrix_32_ext_0_1,17,0.38614656820986254,0.3525114082556317,0.27070499391492825,0.5198903967843732
COMPLETE,KMEANS,matrix_32_ext_0_1,18,0.3738161011738183,0.34399712449461795,0.2620791791807707,0.48828919285404226
COMPLETE,KMEANS,matrix_32_ext_0_1,19,0.36276741569479865,0.3348167370207292,0.2519448684594038,0.46615140614374406
COMPLETE,KMEANS,matrix_32_ext_0_1,20,0.35175957450978895,0.3260489775665849,0.24223221931100214,0.4420517963089009
COMPLETE,KMEANS,matrix_32_ext_0_1,21,0.3415438169718929,0.3177746014584357,0.23130954699800846,0.42465829070343064
COMPLETE,KMEANS,matrix_32_ext_0_1,22,0.33213376295247815,0.3094627701188384,0.2242709660223381,0.40867510547616237
COMPLETE,KMEANS,matrix_32_ext_0_1,23,0.32294761525075566,0.30174376234281086,0.21525939234791308,0.39730430059161836
COMPLETE,KMEANS,matrix_32_ext_0_1,24,0.31381839572974407,0.2930207270091999,0.20472354908417806,0.3848248293931365
COMPLETE,KMEANS,matrix_32_ext_0_1,25,0.30526110313843596,0.2857508857581563,0.19851475104878466,0.3711193923632351
COMPLETE,KMEANS,matrix_32_ext_0_1,26,0.29604782431890175,0.27695402747237285,0.18970344327083666,0.3567955632193792
COMPLETE,KMEANS,matrix_32_ext_0_1,27,0.28632480183924913,0.26732532514159146,0.180412327535115,0.34179265891662364
COMPLETE,KMEANS,matrix_32_ext_0_1,28,0.27615555544357634,0.25536071678636757,0.17017484586177134,0.3311450291470769
COMPLETE,KMEANS,matrix_32_ext_0_1,29,0.2645991195296767,0.2442079423393832,0.16053977265368577,0.31760592890862804
COMPLETE,KMEANS,matrix_32_ext_0_1,30,0.2510878536391614,0.22947417778854623,0.14912550320869444,0.3008261401003762
COMPLETE,KMEANS,matrix_32_ext_0_1,31,0.23294100423787809,0.20947176998935954,0.1352128632142442,0.2772486717640491
COMPLETE,KMEANS,matrix_32_ext_0_1,32,0.20676031491650357,0.1785470134091271,0.11407962508880704,0.2473914729173273
COMPLETE,KMEANS,matrix_32_pos_0_1,1,0.33663766338592693,0.3533580223264214,0.29080250991279755,0.4110732800696293
COMPLETE,KMEANS,matrix_32_pos_0_1,2,0.31724297675878077,0.31795216026998324,0.27369890042826717,0.3981978825913954
COMPLETE,KMEANS,matrix_32_pos_0_1,3,0.3044652066271581,0.3002187051988118,0.261827966019464,0.38740404530514455
COMPLETE,KMEANS,matrix_32_pos_0_1,4,0.29373644095960205,0.28688050437716467,0.24893551364658667,0.378978208169795
COMPLETE,KMEANS,matrix_32_pos_0_1,5,0.28415777428460076,0.27572782043218297,0.23810636703123012,0.36917030905749504
COMPLETE,KMEANS,matrix_32_pos_0_1,6,0.27643804462881594,0.26802670834908526,0.22791887394249938,0.3622004956329019
COMPLETE,KMEANS,matrix_32_pos_0_1,7,0.26953125762014113,0.2592772007698407,0.21921903267014306,0.35488413083660375
COMPLETE,KMEANS,matrix_32_pos_0_1,8,0.26220332050755357,0.2497049283845551,0.21157273068422772,0.34948556744578985
COMPLETE,KMEANS,matrix_32_pos_0_1,9,0.25524064005480757,0.24103635640015675,0.20314071144173745,0.3433593722547674
COMPLETE,KMEANS,matrix_32_pos_0_1,10,0.24907409888167914,0.23471695500497647,0.1958396828666938,0.33780946162857717
COMPLETE,KMEANS,matrix_32_pos_0_1,11,0.24326682921430962,0.22719760825439483,0.18939626837957046,0.33158171323618235
COMPLETE,KMEANS,matrix_32_pos_0_1,12,0.23697012705717865,0.2180099478340069,0.18438461499166028,0.3241075922556807
COMPLETE,KMEANS,matrix_32_pos_0_1,13,0.23063901377263396,0.20823906678481213,0.17745404568760917,0.317884493857222
COMPLETE,KMEANS,matrix_32_pos_0_1,14,0.22429633880422511,0.20053076342260212,0.17133166053161192,0.30986236733969097
COMPLETE,KMEANS,matrix_32_pos_0_1,15,0.2174109963217859,0.19235651467297843,0.1642406686909491,0.3009718411748606
COMPLETE,KMEANS,matrix_32_pos_0_1,16,0.20982560157547106,0.18379763430135942,0.1570678394428098,0.28951064177956887
COMPLETE,KMEANS,matrix_32_pos_0_1,17,0.1986019653931792,0.17299792700723676,0.13390028700259787,0.27599306072413676
COMPLETE,KMEANS,matrix_32_pos_0_1,18,0.18717805462797937,0.16418373999827968,0.1239065797726625,0.2483484026549977
COMPLETE,KMEANS,matrix_32_pos_0_1,19,0.1718804651856542,0.1514175587005112,0.11271379022112674,0.20176810772511225
COMPLETE,KMEANS,matrix_32_pos_0_1,20,0.16107031436507546,0.13978479429791119,0.10367695201256477,0.17816580683937006
COMPLETE,KMEANS,matrix_32_pos_0_1,21,0.15226158375187251,0.12982421201629518,0.09643572770076944,0.16761085863420766
COMPLETE,KMEANS,matrix_32_pos_0_1,22,0.14375509888628948,0.11972297719102482,0.09099212441279234,0.15809895326729298
COMPLETE,KMEANS,matrix_32_pos_0_1,23,0.13388308625259554,0.10731947555557197,0.08378438092407042,0.14674124236576117
COMPLETE,KMEANS,matrix_32_pos_0_1,24,0.12419098505418946,0.09672599678384186,0.07734880210291264,0.13598298111564094
COMPLETE,KMEANS,matrix_32_pos_0_1,25,0.11220553114427821,0.08607213980898182,0.06824608632667004,0.12195787376790965
COMPLETE,KMEANS,matrix_32_pos_0_1,26,0.09143950750634439,0.06808984971283405,0.05489561766117165,0.09605627510489223
COMPLETE,KMEANS,matrix_32_pos_0_1,27,0.08060103111357429,0.05760067498328797,0.047541944501441474,0.08345171034538607
COMPLETE,KMEANS,matrix_32_pos_0_1,28,0.07045788332293323,0.049617717920093174,0.038397749911536716,0.0718241626794256
COMPLETE,KMEANS,matrix_32_pos_0_1,29,0.062029326550044936,0.04121872124442494,0.03163968019951635,0.06008367889520899
COMPLETE,KMEANS,matrix_32_pos_0_1,30,0.05389537088212719,0.03275916860826422,0.025572625778624125,0.049538794854846024
COMPLETE,KMEANS,matrix_32_pos_0_1,31,0.04566237221447846,0.02642448596115643,0.019075724080701795,0.041188845263957524
COMPLETE,KMEANS,matrix_32_pos_0_1,32,0.034575041308435535,0.020034461474391974,0.012380357899379024,0.034730279161611616
COMPLETE,KMEANS,matrix_32_raw_0_1,1,0.3348176689199295,0.3670043326931366,0.25560631061196903,0.3941695562730362
COMPLETE,KMEANS,matrix_32_raw_0_1,2,0.3159160283338625,0.351534448763165,0.2357035670808894,0.37726217190534755
COMPLETE,KMEANS,matrix_32_raw_0_1,3,0.30233652397974936,0.33588847638276964,0.21812075158891403,0.36614004659789373
COMPLETE,KMEANS,matrix_32_raw_0_1,4,0.28922756104818687,0.31977966802059354,0.20207145852510647,0.3550127512402015
COMPLETE,KMEANS,matrix_32_raw_0_1,5,0.27998627960387074,0.305765493576712,0.19341516424780866,0.3466449190789318
COMPLETE,KMEANS,matrix_32_raw_0_1,6,0.2705446867708513,0.2913124491961243,0.18683070433575782,0.33702332668747276
COMPLETE,KMEANS,matrix_32_raw_0_1,7,0.26187375736421464,0.2785668136733424,0.17962953400445203,0.32947848433522553
COMPLETE,KMEANS,matrix_32_raw_0_1,8,0.25335125870569813,0.2648739420735273,0.1745364723576785,0.32011222442669546
COMPLETE,KMEANS,matrix_32_raw_0_1,9,0.24604094902360396,0.2555599979813967,0.16906337342724617,0.3130013886035685
COMPLETE,KMEANS,matrix_32_raw_0_1,10,0.23853158974496597,0.24510292735112765,0.1626721626715588,0.30612212318219933
COMPLETE,KMEANS,matrix_32_raw_0_1,11,0.2322512635378022,0.2366501619660178,0.15855230079379423,0.3004146406631633
COMPLETE,KMEANS,matrix_32_raw_0_1,12,0.22609424769631783,0.2289160779594179,0.15322962185183445,0.29526167787626645
COMPLETE,KMEANS,matrix_32_raw_0_1,13,0.2196266985924845,0.2187509602170676,0.14906085171174357,0.2887247415528557
COMPLETE,KMEANS,matrix_32_raw_0_1,14,0.21303155949495695,0.20984243642048805,0.1441542556522377,0.28327948760729965
COMPLETE,KMEANS,matrix_32_raw_0_1,15,0.206266579863358,0.20159045556723731,0.13855114909048766,0.2771291269337478
COMPLETE,KMEANS,matrix_32_raw_0_1,16,0.19894421215950506,0.19340824408515916,0.13241361956246353,0.26923011776347205
COMPLETE,KMEANS,matrix_32_raw_0_1,17,0.19049423432980772,0.18485411184896644,0.12374721567569832,0.2609354299937825
COMPLETE,KMEANS,matrix_32_raw_0_1,18,0.17989170290049913,0.1755484153073193,0.11593092625104445,0.24812565903741757
COMPLETE,KMEANS,matrix_32_raw_0_1,19,0.171117566854986,0.16756123744239465,0.10826342940463712,0.23740548290543473
COMPLETE,KMEANS,matrix_32_raw_0_1,20,0.16253480657020244,0.16002822932977107,0.10102730125024836,0.2281332582221789
COMPLETE,KMEANS,matrix_32_raw_0_1,21,0.15438531061072888,0.15078319805570686,0.09409660777315076,0.21866049058730577
COMPLETE,KMEANS,matrix_32_raw_0_1,22,0.14609322830015367,0.14154220627171765,0.08561239494480856,0.2096471782209891
COMPLETE,KMEANS,matrix_32_raw_0_1,23,0.13778334047511798,0.13218896438530625,0.07940908795788847,0.19805173302707607
COMPLETE,KMEANS,matrix_32_raw_0_1,24,0.128760365730388,0.12307613858043548,0.07254988985668381,0.18570864752649005
COMPLETE,KMEANS,matrix_32_raw_0_1,25,0.11843236209036453,0.11043003652609254,0.06595866092935765,0.1735233533571919
COMPLETE,KMEANS,matrix_32_raw_0_1,26,0.10606654178165263,0.09803347780752014,0.05726615787445431,0.15521839643581128
COMPLETE,KMEANS,matrix_32_raw_0_1,27,0.09417977368637837,0.0854372540560368,0.04994445751597529,0.13918084066064051
COMPLETE,KMEANS,matrix_32_raw_0_1,28,0.08125101438322466,0.07100056962159343,0.04074507958720133,0.12165820018456325
COMPLETE,KMEANS,matrix_32_raw_0_1,29,0.06565758471593139,0.05630450332762765,0.03209827304105556,0.09655175149665701
COMPLETE,KMEANS,matrix_32_raw_0_1,30,0.05117111194983417,0.04172363210733321,0.02308374686565054,0.07482630722142411
