analysis_sample,method,matrix_name,score_rank,mean_score,median_score,q25_score,q75_score
EUROPE,KMEANS,matrix_32_ext_0_1,17,0.37353549850423295,0.34791295158791935,0.2715412343670367,0.46815887849504134
EUROPE,KMEANS,matrix_32_ext_0_1,18,0.36374691426033,0.33850597023457224,0.262434575708299,0.45430580568197143
EUROPE,KMEANS,matrix_32_ext_0_1,19,0.3542022828836334,0.3304590708661056,0.25404901708331606,0.4369287657254133
EUROPE,KMEANS,matrix_32_ext_0_1,20,0.3447908738749869,0.3208858261156672,0.24644878954809213,0.4224068924416873
EUROPE,KMEANS,matrix_32_ext_0_1,21,0.3357509918845117,0.3127252523001939,0.23763055346903847,0.40969744445868633
EUROPE,KMEANS,matrix_32_ext_0_1,22,0.32662565219881357,0.3053519386257264,0.22894631233995388,0.3970399529646239
EUROPE,KMEANS,matrix_32_ext_0_1,23,0.31786720887888487,0.2963162675029935,0.2209618080907387,0.3845888333173133
EUROPE,KMEANS,matrix_32_ext_0_1,24,0.30885682097434264,0.2886253167355626,0.21119942910020362,0.3719334079119169
EUROPE,KMEANS,matrix_32_ext_0_1,25,0.2994581656391039,0.2792362736128803,0.20446326200871262,0.3562663762818308
EUROPE,KMEANS,matrix_32_ext_0_1,26,0.2895545724523952,0.27091268197569895,0.19442528487720373,0.3429231942446569
EUROPE,KMEANS,matrix_32_ext_0_1,27,0.2794625852994052,0.2614768509204505,0.18422233669068092,0.3274042918486886
EUROPE,KMEANS,matrix_32_ext_0_1,28,0.2684386153298827,0.24962482151546977,0.1743687246705917,0.31309367329350557
EUROPE,KMEANS,matrix_32_ext_0_1,29,0.2560642690628289,0.23658048578626217,0.16268782383677105,0.2979132741950498
EUROPE,KMEANS,matrix_32_ext_0_1,30,0.2418150439173581,0.22221295164483962,0.15096213998563235,0.28160271971759065
EUROPE,KMEANS,matrix_32_ext_0_1,31,0.22406798447357457,0.20441098828139403,0.1327956020265696,0.2611930522062472
EUROPE,KMEANS,matrix_32_ext_0_1,32,0.19676368969157726,0.1738947897656854,0.11048472295797306,0.23581554341391803
EUROPE,KMEANS,matrix_32_pos_0_1,1,0.3271351236321915,0.32826716187741195,0.27750317737074187,0.3981564975912746
EUROPE,KMEANS,matrix_32_pos_0_1,2,0.3047420530564602,0.3022031091033049,0.2521041655386558,0.3787548560227827
EUROPE,KMEANS,matrix_32_pos_0_1,3,0.29131023220746255,0.2863716680738225,0.23591867424814753,0.36257245805169325
EUROPE,KMEANS,matrix_32_pos_0_1,4,0.281627897936614,0.2732941627578693,0.22633524143663564,0.35198665073095753
EUROPE,KMEANS,matrix_32_pos_0_1,5,0.27357544627323016,0.264028564217932,0.21752956251385513,0.3440800185421896
EUROPE,KMEANS,matrix_32_pos_0_1,6,0.26606338987819605,0.25550573511386276,0.20942574241219805,0.33822092573136875
EUROPE,KMEANS,matrix_32_pos_0_1,7,0.259310141311774,0.24857157980844785,0.20250511232415924,0.33169105649764247
EUROPE,KMEANS,matrix_32_pos_0_1,8,0.25256887590223326,0.24128751891487205,0.19529115684805384,0.32483423254888677
EUROPE,KMEANS,matrix_32_pos_0_1,9,0.24568985876296817,0.23297568222627674,0.18738651572396856,0.3176621092236154
EUROPE,KMEANS,matrix_32_pos_0_1,10,0.23845340592104722,0.22524171133023135,0.17851734929614727,0.3103474123113681
EUROPE,KMEANS,matrix_32_pos_0_1,11,0.23166817904056558,0.21847181572612262,0.17047067586533118,0.30031341926329463
EUROPE,KMEANS,matrix_32_pos_0_1,12,0.22467705469773158,0.21104589625555836,0.16333127565907618,0.28920614137272616
EUROPE,KMEANS,matrix_32_pos_0_1,13,0.21763336094357166,0.20348638890051768,0.15630786361399715,0.27915930151430546
EUROPE,KMEANS,matrix_32_pos_0_1,14,0.21019327552917708,0.19478184907396262,0.15021764122331444,0.2688793249812693
EUROPE,KMEANS,matrix_32_pos_0_1,15,0.2027321929746993,0.1866502094219865,0.14248769389833632,0.2556722644659272
EUROPE,KMEANS,matrix_32_pos_0_1,16,0.19499335726048608,0.1788376813711527,0.13521645859960538,0.24170680474756334
EUROPE,KMEANS,matrix_32_pos_0_1,17,0.18606187749966557,0.16907938477536183,0.12552171726449873,0.22317275832330372
EUROPE,KMEANS,matrix_32_pos_0_1,18,0.1761565652470479,0.15766355911281488,0.11437491335479291,0.20572291129780135
EUROPE,KMEANS,matrix_32_pos_0_1,19,0.16591717922409166,0.14633612960590753,0.10476749286100148,0.18996253078413747
EUROPE,KMEANS,matrix_32_pos_0_1,20,0.15488050687312854,0.13102076042491861,0.0977611212481406,0.17599384911472565
EUROPE,KMEANS,matrix_32_pos_0_1,21,0.1461909393997632,0.11981662451367103,0.0918731299167806,0.1682893289328932
EUROPE,KMEANS,matrix_32_pos_0_1,22,0.13598378237379882,0.10878784982707018,0.0848546159437229,0.1590941529639046
EUROPE,KMEANS,matrix_32_pos_0_1,23,0.1249823170724183,0.09462919027383898,0.07670197847630328,0.1492174162419725
EUROPE,KMEANS,matrix_32_pos_0_1,24,0.1127246870324381,0.08444273956282272,0.06845114898337859,0.13533991382260538
EUROPE,KMEANS,matrix_32_pos_0_1,25,0.10102049304033597,0.07526957093729375,0.0596433873781686,0.12003316319974064
EUROPE,KMEANS,matrix_32_pos_0_1,26,0.0867537741452301,0.06274180901976806,0.04929132226569602,0.10495160474839288
EUROPE,KMEANS,matrix_32_pos_0_1,27,0.07609432044747576,0.05285403412542977,0.04139253057887904,0.09008431997743765
EUROPE,KMEANS,matrix_32_pos_0_1,28,0.06640746410956412,0.04386913301031897,0.0338137251040484,0.0815945270503019
EUROPE,KMEANS,matrix_32_pos_0_1,29,0.05919614860088063,0.037604592332249664,0.028144667148068903,0.0758588639672148
EUROPE,KMEANS,matrix_32_pos_0_1,30,0.05138485071915049,0.03240592754690563,0.02306041273784523,0.06813230240492862
EUROPE,KMEANS,matrix_32_pos_0_1,31,0.04463865181278413,0.02754309196860788,0.01787119183126884,0.059869666864016596
EUROPE,KMEANS,matrix_32_pos_0_1,32,0.037021267577870505,0.02286220508600051,0.01272184794880668,0.04880687216498411
EUROPE,KMEANS,matrix_32_raw_0_1,1,0.316583307363051,0.33807255244708534,0.25401184269224797,0.37617871410373405
EUROPE,KMEANS,matrix_32_raw_0_1,2,0.3006034003444011,0.3241948789452891,0.2367606422381458,0.36098997393960175
EUROPE,KMEANS,matrix_32_raw_0_1,3,0.2862686223620109,0.30592804971110543,0.21813257539122335,0.34875823272841217
EUROPE,KMEANS,matrix_32_raw_0_1,4,0.27542615239937857,0.29350193701622546,0.20527350203291417,0.33797311575381367
EUROPE,KMEANS,matrix_32_raw_0_1,5,0.26616928180824345,0.2836062063244281,0.19566768261113154,0.3287651816664284
EUROPE,KMEANS,matrix_32_raw_0_1,6,0.25708427530222155,0.27477139326709576,0.1892885931452015,0.316266686543062
EUROPE,KMEANS,matrix_32_raw_0_1,7,0.248199539334856,0.26245312044587543,0.18119743910985225,0.3063081568379541
EUROPE,KMEANS,matrix_32_raw_0_1,8,0.2399702070666958,0.252819701121832,0.1735659532930966,0.2976053665421836
EUROPE,KMEANS,matrix_32_raw_0_1,9,0.23261803080015256,0.24242054631149393,0.1669136588399989,0.28984225433386845
EUROPE,KMEANS,matrix_32_raw_0_1,10,0.2253848735882668,0.23332445009666408,0.16191540892550174,0.2834091954353174
EUROPE,KMEANS,matrix_32_raw_0_1,11,0.21807834148637076,0.2241439362635266,0.15622380840448402,0.27623978485895173
EUROPE,KMEANS,matrix_32_raw_0_1,12,0.210647903839248,0.21420488053878145,0.15031670783597198,0.26869255436097395
EUROPE,KMEANS,matrix_32_raw_0_1,13,0.20319314185329873,0.2054779700110973,0.14414568761300423,0.2607867197544371
EUROPE,KMEANS,matrix_32_raw_0_1,14,0.1959146398491168,0.1971327586625099,0.13756323348147195,0.2538017134423254
EUROPE,KMEANS,matrix_32_raw_0_1,15,0.18850940051741683,0.1876078223539146,0.13165999207135243,0.24614961061484436
EUROPE,KMEANS,matrix_32_raw_0_1,16,0.18086474955677026,0.17680231332401197,0.1247871397717642,0.2382378736502883
EUROPE,KMEANS,matrix_32_raw_0_1,17,0.1732114730673239,0.1683439208989328,0.11769965964654458,0.23262881241017855
EUROPE,KMEANS,matrix_32_raw_0_1,18,0.16574202209685776,0.1601519680056911,0.11001565655477549,0.22437664651762212
EUROPE,KMEANS,matrix_32_raw_0_1,19,0.15799280982491296,0.15112803316628465,0.10199372040429144,0.21635708356928435
EUROPE,KMEANS,matrix_32_raw_0_1,20,0.14992140685481842,0.14258745724998306,0.09489862732348849,0.20819743868899834
EUROPE,KMEANS,matrix_32_raw_0_1,21,0.14183350110921658,0.13475876616423227,0.08561755899521284,0.19928734673196996
EUROPE,KMEANS,matrix_32_raw_0_1,22,0.13364612888401317,0.12616021209279416,0.07853352583308609,0.18954313564229502
EUROPE,KMEANS,matrix_32_raw_0_1,23,0.12501280935242362,0.11841415901091576,0.07211128513113171,0.17783818060804407
EUROPE,KMEANS,matrix_32_raw_0_1,24,0.11572497863364102,0.10969043224179212,0.06552855590436402,0.16379974091007785
EUROPE,KMEANS,matrix_32_raw_0_1,25,0.10534641919499232,0.09949984519513705,0.0587126680594402,0.1499384372230394
EUROPE,KMEANS,matrix_32_raw_0_1,26,0.09350934658941797,0.08827575530054446,0.05202489735509938,0.13122601692816294
EUROPE,KMEANS,matrix_32_raw_0_1,27,0.08106777863517603,0.074283908747869,0.04410596581103497,0.11208792940368498
EUROPE,KMEANS,matrix_32_raw_0_1,28,0.06901955846125672,0.06104620926500387,0.03646357614678157,0.09534005616953528
EUROPE,KMEANS,matrix_32_raw_0_1,29,0.055965124760604265,0.045701413705035526,0.02806790657921711,0.07897281135821027
EUROPE,KMEANS,matrix_32_raw_0_1,30,0.04162827656241607,0.033622847417277835,0.019445140720567522,0.059140941973453084
EUROPE,KMEANS,matrix_32_raw_0_1,31,0.027269950113040786,0.02108110353814724,0.011210993759319277,0.038143178905196015
EUROPE,KMEANS,matrix_32_raw_0_1,32,0.013508592425161,0.008690595700653253,0.0033936338720584325,0.018798696962086817
EUROPE,KMEANS,matrix_32_z_abs,1,1.2551339207250847,1.2746550020606564,1.0254443724081999,1.4897363599540776
EUROPE,KMEANS,matrix_32_z_abs,2,1.151210822494774,1.1941872602900059,0.976046743585374,1.3701730961896197
EUROPE,KMEANS,matrix_32_z_abs,3,1.091490716222447,1.1352019198689216,0.9527068362905204,1.2772255012775735
EUROPE,KMEANS,matrix_32_z_abs,4,1.0574141620707846,1.0975730400671613,0.9281688389723322,1.2273986770689083
EUROPE,KMEANS,matrix_32_z_abs,5,1.0315906037114564,1.067725387879515,0.9096956599748814,1.1892471403988263
EUROPE,KMEANS,matrix_32_z_abs,6,1.0104430843485002,1.040944390394116,0.8911522751082857,1.1599829804463364
EUROPE,KMEANS,matrix_32_z_abs,7,0.9893694910933609,1.0140764557239232,0.8750132648575162,1.1294155749126107
EUROPE,KMEANS,matrix_32_z_abs,8,0.9704534996442749,0.9919368262090937,0.8542990852421535,1.1070646587288808
EUROPE,KMEANS,matrix_32_z_abs,9,0.9506014258498064,0.9646586745679109,0.8327435244140564,1.0843553685330591
EUROPE,KMEANS,matrix_32_z_abs,10,0.9334058177410609,0.9401273450416487,0.8152046968301677,1.062775863601762
EUROPE,KMEANS,matrix_32_z_abs,11,0.9178359471183933,0.9240184849932545,0.7980818835250042,1.0417659771439491
EUROPE,KMEANS,matrix_32_z_abs,12,0.9040714690129473,0.9089284424300688,0.7841752848369864,1.025321013645031
EUROPE,KMEANS,matrix_32_z_abs,13,0.8907431846579867,0.892939355945162,0.7676344613732448,1.0087506378716968
EUROPE,KMEANS,matrix_32_z_abs,14,0.8779381888502145,0.8787981329100325,0.755783953293675,0.9921693479155729
EUROPE,KMEANS,matrix_32_z_abs,15,0.865922764336708,0.865207820462318,0.7444423702450169,0.9786388217028006
EUROPE,KMEANS,matrix_32_z_abs,16,0.8545147307622761,0.8508953174571219,0.7333914713323276,0.963019118408611
EUROPE,KMEANS,matrix_32_z_abs,17,0.8430727517196954,0.839260818281551,0.7239074249543543,0.9477277624016119
EUROPE,KMEANS,matrix_32_z_abs,18,0.8311042722242754,0.8256967905154802,0.7120615311416405,0.9328530869606051
EUROPE,KMEANS,matrix_32_z_abs,19,0.8195595851113031,0.8119368524352355,0.7014010650148439,0.9174376803496767
EUROPE,KMEANS,matrix_32_z_abs,20,0.8081377290738275,0.7989506876180982,0.6903955858587252,0.9007995393833591
EUROPE,KMEANS,matrix_32_z_abs,21,0.7970798506824658,0.7872530040327488,0.6803817393182315,0.8868617183652355
EUROPE,KMEANS,matrix_32_z_abs,22,0.7853733922968819,0.7739918814568244,0.6668753785857038,0.8719450201723734
EUROPE,KMEANS,matrix_32_z_abs,23,0.7734282244809264,0.7624580343702092,0.6569684689765354,0.857612306846475
EUROPE,KMEANS,matrix_32_z_abs,24,0.7611179729408181,0.7478497100109631,0.6452748728140433,0.8414598191521074
EUROPE,KMEANS,matrix_32_z_abs,25,0.7482442753910364,0.7347067753770038,0.6319590578265214,0.8251903566476901
EUROPE,KMEANS,matrix_32_z_abs,26,0.7347924649750203,0.7179174640059147,0.6198749585187486,0.8089848945865911
EUROPE,KMEANS,matrix_32_z_abs,27,0.7200282064573429,0.7003411281444856,0.6060366650551764,0.7925096981761143
EUROPE,KMEANS,matrix_32_z_abs,28,0.7044388883962144,0.6825050803807748,0.5885755977553587,0.7758586571041939
EUROPE,KMEANS,matrix_32_z_abs,29,0.6861346630477106,0.6642710199608965,0.5722846611831781,0.7540722153461186
EUROPE,KMEANS,matrix_32_z_abs,30,0.6638745140964009,0.6400353131230551,0.5493373568786489,0.7325300295355199
EUROPE,KMEANS,matrix_32_z_abs,31,0.635500904982032,0.6110785965733156,0.5206017297315029,0.7007196477142763
EUROPE,KMEANS,matrix_32_z_abs,32,0.5928348010412368,0.5671960656225477,0.47225689412765415,0.6638043269447351
LATAM,EFA,matrix_32_ext_0_1,1,0.6404392993456696,0.6705435287837864,0.5548021350722798,0.7386723838867024
LATAM,EFA,matrix_32_ext_0_1,2,0.5318613224428391,0.5386203581633378,0.426583219428062,0.655037817587602
LATAM,EFA,matrix_32_ext_0_1,3,0.4426031289683006,0.4260248551763128,0.33140926826038014,0.5346842946097816
LATAM,EFA,matrix_32_ext_0_1,4,0.37914178868241744,0.3415306979438506,0.27308507022341655,0.4580615068321918
LATAM,EFA,matrix_32_ext_0_1,5,0.33588055373952086,0.29583480550855423,0.24232715674623334,0.41139987017862106
LATAM,EFA,matrix_32_ext_0_1,6,0.30421316699247414,0.2627737036456044,0.21756134707295685,0.3756699718080395
LATAM,EFA,matrix_32_ext_0_1,7,0.2604901252905537,0.23813279959040934,0.19744084540039475,0.3121482920186299
LATAM,EFA,matrix_32_ext_0_1,8,0.22792860510504465,0.21063784681189052,0.17833560285431713,0.2627620487304888
LATAM,EFA,matrix_32_ext_0_1,9,0.20466234149179233,0.18995471313108941,0.16282511189751486,0.22711739240986892
LATAM,EFA,matrix_32_ext_0_1,10,0.18545434181334006,0.17203785390755405,0.14873002781047615,0.20157830682448935
LATAM,EFA,matrix_32_ext_0_1,11,0.16900127608661036,0.15704224113581747,0.1363004029895072,0.18416204526474073
LATAM,EFA,matrix_32_ext_0_1,12,0.15439151229806952,0.1444213360721225,0.1253269985913936,0.16623411593637086
LATAM,EFA,matrix_32_ext_0_1,13,0.14020562127192865,0.13101187806278816,0.11372644630920234,0.15237895454078212
LATAM,EFA,matrix_32_ext_0_1,14,0.12860161241269463,0.12016524572924858,0.10410595890808735,0.1405592492027256
LATAM,EFA,matrix_32_ext_0_1,15,0.11765477932149045,0.11068788959405151,0.09497419872137897,0.12973123087957406
LATAM,EFA,matrix_32_ext_0_1,16,0.10786731225052518,0.10194634437668375,0.08670481156229622,0.11976445720724622
LATAM,EFA,matrix_32_ext_0_1,17,0.09880872501522607,0.09352120215592252,0.07888332169911748,0.11055559995620581
LATAM,EFA,matrix_32_ext_0_1,18,0.09028518821328166,0.08528783540175897,0.0720089727093764,0.10081521463696198
LATAM,EFA,matrix_32_ext_0_1,19,0.0821478688856195,0.07794997162517128,0.06547451885318616,0.09280205638736873
LATAM,EFA,matrix_32_ext_0_1,20,0.07464177316299009,0.0710225439587131,0.058935689987197844,0.08484660926432636
LATAM,EFA,matrix_32_ext_0_1,21,0.06727438930723292,0.06398511196104584,0.053082336131966605,0.0765649700292459
LATAM,EFA,matrix_32_ext_0_1,22,0.060343267135660184,0.05777191191982647,0.0471569874616251,0.06936518227429993
LATAM,EFA,matrix_32_ext_0_1,23,0.05401081515091156,0.05160553746739435,0.04190331530900701,0.06304748260917652
LATAM,EFA,matrix_32_ext_0_1,24,0.04778127424115764,0.045840685862319944,0.036521950689255525,0.05593211400038326
LATAM,EFA,matrix_32_ext_0_1,25,0.04176271045316685,0.03986180902634612,0.03172069499304834,0.049513537704339104
LATAM,EFA,matrix_32_ext_0_1,26,0.03613027531236206,0.03422652201143361,0.026576971912872536,0.043404069014554125
LATAM,EFA,matrix_32_ext_0_1,27,0.030766990195735113,0.028974430511287272,0.022045202562647973,0.03736931577930117
LATAM,EFA,matrix_32_ext_0_1,28,0.025367233672810168,0.02374596541407098,0.01752027533739209,0.031325146129017815
LATAM,EFA,matrix_32_ext_0_1,29,0.020229422749783593,0.018552294686914793,0.013212008246172836,0.02524964053646385
LATAM,EFA,matrix_32_ext_0_1,30,0.0149310559935433,0.013465250289106815,0.008802820261803053,0.0192181519144987
LATAM,EFA,matrix_32_ext_0_1,31,0.00986923985750772,0.00855991262231608,0.004947616031119513,0.013171374139123997
LATAM,EFA,matrix_32_ext_0_1,32,0.004841305054396408,0.00337864021286977,0.0013826510149106876,0.006861804758725528
LATAM,EFA,matrix_32_pos_0_1,1,0.6843007044517839,0.6880989999997265,0.6213167405920709,0.7610353328398572
LATAM,EFA,matrix_32_pos_0_1,2,0.5933945418822706,0.6088168747274869,0.5261155063889519,0.6735613514338288
LATAM,EFA,matrix_32_pos_0_1,3,0.4662845744195549,0.4746499350735415,0.3761983209691632,0.5576159745556077
LATAM,EFA,matrix_32_pos_0_1,4,0.3968438003567478,0.3947567172896221,0.31650248571089407,0.47615043469966434
LATAM,EFA,matrix_32_pos_0_1,5,0.3361529570246844,0.32077402441191877,0.2612131011637275,0.4075703842374041
LATAM,EFA,matrix_32_pos_0_1,6,0.29884733395489166,0.28496185278902164,0.2230129774989312,0.3651802666385717
LATAM,EFA,matrix_32_pos_0_1,7,0.2700604433703622,0.253262081470488,0.19754653731759902,0.33377453869153373
LATAM,EFA,matrix_32_pos_0_1,8,0.24569108500052175,0.22868273624269145,0.17802228943738382,0.3027490484023194
LATAM,EFA,matrix_32_pos_0_1,9,0.22084851160104715,0.20365510604886117,0.16072717564445277,0.26805716932285206
LATAM,EFA,matrix_32_pos_0_1,10,0.1978241439680052,0.18103124759022346,0.14566372442222894,0.23736107334884943
LATAM,EFA,matrix_32_pos_0_1,11,0.17887548109010679,0.1655580271592731,0.13283465897751645,0.21253072600211115
LATAM,EFA,matrix_32_pos_0_1,12,0.16205488168534113,0.1499278905278611,0.12159372771824922,0.19004431584155532
LATAM,EFA,matrix_32_pos_0_1,13,0.14743920213012923,0.1361578054454377,0.11044919891438071,0.17225697488365652
LATAM,EFA,matrix_32_pos_0_1,14,0.13455996654638647,0.12434663721191323,0.10175738355284786,0.156262666628588
LATAM,EFA,matrix_32_pos_0_1,15,0.12307577139658538,0.1142630828369873,0.09407677167335168,0.14182961710549521
LATAM,EFA,matrix_32_pos_0_1,16,0.11258026981038012,0.10484724143656382,0.08594371687314689,0.13051911972498806
LATAM,EFA,matrix_32_pos_0_1,17,0.10288831907476409,0.09572529713084921,0.07912355022589988,0.1194641108274328
LATAM,EFA,matrix_32_pos_0_1,18,0.09396993580380963,0.08810268993081587,0.07173421022352916,0.10887440347688784
LATAM,EFA,matrix_32_pos_0_1,19,0.08564904611067216,0.08052315976543548,0.0654398051775352,0.10009972303428467
LATAM,EFA,matrix_32_pos_0_1,20,0.0779001446346263,0.07293428617850706,0.059151905839438794,0.09089905807624057
LATAM,EFA,matrix_32_pos_0_1,21,0.07077348288183406,0.06630959891104356,0.05317214514825033,0.08299495845567206
LATAM,EFA,matrix_32_pos_0_1,22,0.06395981387377825,0.05981834880941431,0.048000995659640874,0.07569196371392785
LATAM,EFA,matrix_32_pos_0_1,23,0.057476435738544884,0.05403191575772526,0.04271807182671736,0.06783079590184853
LATAM,EFA,matrix_32_pos_0_1,24,0.05120385918335847,0.04769851416006654,0.037542057095839396,0.0609164951374745
LATAM,EFA,matrix_32_pos_0_1,25,0.04504570202986585,0.04201460273462505,0.03239481674029363,0.053868821948182835
LATAM,EFA,matrix_32_pos_0_1,26,0.03910049933068495,0.036210060642983655,0.027640073091153895,0.04718006189203289
LATAM,EFA,matrix_32_pos_0_1,27,0.03351712039235816,0.030730360225034357,0.023147610572535008,0.04071279497167078
LATAM,EFA,matrix_32_pos_0_1,28,0.027643391331049726,0.025213165691505827,0.018313328025197136,0.03407769538277742
LATAM,EFA,matrix_32_pos_0_1,29,0.02205036799224979,0.019942045723089965,0.013635187235038695,0.027777251915772593
LATAM,EFA,matrix_32_pos_0_1,30,0.016454544632579293,0.01428582943636191,0.009309820803703926,0.0214330193797681
LATAM,EFA,matrix_32_pos_0_1,31,0.010884579048451167,0.009077792092542659,0.005118366248185347,0.014618312493526462
LATAM,EFA,matrix_32_pos_0_1,32,0.005387810114342073,0.003638705178816945,0.0015400709790051,0.007353491186717813
LATAM,EFA,matrix_32_raw_0_1,1,0.7162604870807032,0.7386721724254961,0.6563995467127679,0.7822570740645988
LATAM,EFA,matrix_32_raw_0_1,2,0.6214684576801796,0.6543331104861305,0.5446334600700371,0.7178521053727667
LATAM,EFA,matrix_32_raw_0_1,3,0.47388467236024406,0.47224474189200016,0.3740230136587973,0.5687154001489935
LATAM,EFA,matrix_32_raw_0_1,4,0.4048460695145921,0.39183905565390725,0.3111769653881158,0.4803054278696167
LATAM,EFA,matrix_32_raw_0_1,5,0.34468641702452235,0.3414498927496828,0.2684848466425449,0.41020172900632756
LATAM,EFA,matrix_32_raw_0_1,6,0.3083448584299161,0.30009329101879145,0.22972369170594834,0.37428348148381974
LATAM,EFA,matrix_32_raw_0_1,7,0.27912026204709306,0.26859137344132644,0.2055015478864636,0.3415830563984119
LATAM,EFA,matrix_32_raw_0_1,8,0.25287555244851845,0.24109159185048132,0.1835424524809528,0.31430945870890054
LATAM,EFA,matrix_32_raw_0_1,9,0.2208207560792708,0.2130711774420102,0.16623195133273483,0.26824986062890654
LATAM,EFA,matrix_32_raw_0_1,10,0.19858303910759761,0.19067492074488843,0.15095167968261103,0.23800465934234843
LATAM,EFA,matrix_32_raw_0_1,11,0.1791406169790994,0.17265584098569395,0.13728487382313004,0.21160861205643566
LATAM,EFA,matrix_32_raw_0_1,12,0.16212479769214633,0.15559142060882597,0.1254749251053425,0.18831333061553313
LATAM,EFA,matrix_32_raw_0_1,13,0.14757648815281704,0.1411154089953668,0.11532214290290754,0.1711385301553952
LATAM,EFA,matrix_32_raw_0_1,14,0.13482272646640628,0.12876433679931662,0.10632926843360847,0.1552701966479391
LATAM,EFA,matrix_32_raw_0_1,15,0.1233775820643635,0.11803287027868956,0.0968641699881011,0.1411699733710618
LATAM,EFA,matrix_32_raw_0_1,16,0.11312218839931545,0.10792267470352657,0.0895248121011718,0.12988444161636462
LATAM,EFA,matrix_32_raw_0_1,17,0.10361388156792817,0.09897997346399691,0.08108130485428193,0.11888166265120931
LATAM,EFA,matrix_32_raw_0_1,18,0.0944624027197293,0.09014068624934973,0.07353511456701456,0.10914829591879359
LATAM,EFA,matrix_32_raw_0_1,19,0.08618387043021372,0.08176469660332515,0.06678824088753593,0.10031481985909245
LATAM,EFA,matrix_32_raw_0_1,20,0.07837408127719114,0.07396689709972623,0.060264016277420146,0.09161346291712807
LATAM,EFA,matrix_32_raw_0_1,21,0.07091554312630607,0.06669879004846094,0.05409945957957358,0.08330586132470114
LATAM,EFA,matrix_32_raw_0_1,22,0.0639893034403093,0.059821793919094965,0.04817948965406001,0.07580407664378809
LATAM,EFA,matrix_32_raw_0_1,23,0.05733510892669688,0.053916807447286635,0.043382562750931664,0.06803314747926888
LATAM,EFA,matrix_32_raw_0_1,24,0.05092801323980582,0.047416093616563154,0.037605789317042476,0.060552334404953057
LATAM,EFA,matrix_32_raw_0_1,25,0.044703870962684175,0.041665525506279916,0.032474565261801425,0.053396905781659884
LATAM,EFA,matrix_32_raw_0_1,26,0.03867505526038758,0.03593968944743245,0.02766769039505944,0.04610342656402877
LATAM,EFA,matrix_32_raw_0_1,27,0.03298257625748607,0.030408816211235493,0.022967923846125945,0.0399513806509912
LATAM,EFA,matrix_32_raw_0_1,28,0.02724910374816879,0.024804113493221702,0.018089539119542922,0.033816829141923826
LATAM,EFA,matrix_32_raw_0_1,29,0.021622848294634043,0.01957370061806464,0.013435068852884258,0.027434391840133552
LATAM,EFA,matrix_32_raw_0_1,30,0.016165992384955367,0.014177493702871585,0.009080391959000038,0.021108521376774932
LATAM,EFA,matrix_32_raw_0_1,31,0.010612933871142042,0.008719954663600885,0.004947867821424407,0.014061170229144417
LATAM,EFA,matrix_32_raw_0_1,32,0.005210613857628392,0.00357793811709577,0.001467519464043085,0.007195842629716035
LATAM,EFA,matrix_32_z_abs,1,0.6141011758810002,0.6242199431557658,0.5507316790915588,0.6776162265836705
LATAM,EFA,matrix_32_z_abs,2,0.48861100284155345,0.4972621534293844,0.4116491039952669,0.5722624195717014
LATAM,EFA,matrix_32_z_abs,3,0.415247616730094,0.40924380776704,0.3294037562554398,0.5089538281538732
LATAM,EFA,matrix_32_z_abs,4,0.34333830470971727,0.3263038884093825,0.27362229436368113,0.3956018468301514
LATAM,EFA,matrix_32_z_abs,5,0.3044587156216426,0.28169719358135137,0.23860065987377366,0.3504654455695564
LATAM,EFA,matrix_32_z_abs,6,0.27323033924198536,0.25159118287598836,0.21423524110271908,0.31215218025279534
LATAM,EFA,matrix_32_z_abs,7,0.24248478950165356,0.22609066987911636,0.19081948560811288,0.27987466591608273
LATAM,EFA,matrix_32_z_abs,8,0.21789500092375055,0.20455261851032308,0.173475260733869,0.25211826279077576
LATAM,EFA,matrix_32_z_abs,9,0.19636075113855822,0.18727008606567708,0.1573218597614045,0.22632107123735815
LATAM,EFA,matrix_32_z_abs,10,0.17865438427835487,0.1707015031147714,0.14454487573833447,0.2059559236155296
LATAM,EFA,matrix_32_z_abs,11,0.16344309179287117,0.15643501344095484,0.13322958727113127,0.18802168015967047
LATAM,EFA,matrix_32_z_abs,12,0.1500579677742136,0.1445511095550299,0.12243140674688438,0.17269509435638214
LATAM,EFA,matrix_32_z_abs,13,0.13751288521410293,0.13241435294620738,0.11207348733442847,0.1587331787518305
LATAM,EFA,matrix_32_z_abs,14,0.12633143520195086,0.12268905000995509,0.10252328535608987,0.14594915796878888
LATAM,EFA,matrix_32_z_abs,15,0.11635827500576483,0.11343497330283712,0.09505264638125596,0.13424192032302054
LATAM,EFA,matrix_32_z_abs,16,0.10703593004256354,0.10454430461830833,0.08696277949978903,0.12429161438822112
LATAM,EFA,matrix_32_z_abs,17,0.09841955599087922,0.09586145665400636,0.07902952806978719,0.11449715173018124
LATAM,EFA,matrix_32_z_abs,18,0.08994336236617463,0.08781365573592359,0.07212560904672456,0.1044785875754839
LATAM,EFA,matrix_32_z_abs,19,0.08221499804104211,0.07996739298314941,0.06542430290345261,0.09571807884981169
LATAM,EFA,matrix_32_z_abs,20,0.07470104468481994,0.07257745746533618,0.05886388295712361,0.08812101126822332
LATAM,EFA,matrix_32_z_abs,21,0.06783757792768477,0.06597522549536375,0.05376148682839835,0.08006128404031657
