"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",23.5294117647059,16.6666666666667,41.1764705882353,60,20,5.26315789473684,68.75,40
"cluster_2",10.5263157894737,23.5294117647059,33.3333333333333,41.1764705882353,12.5,11.1111111111111,35,5
