consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_01_profits,95,0.95,0.3525040337454652
1,det_02_credit_score,81,0.81,0.27773151763394355
1,det_05_frugality,65,0.65,0.21863884528992408
1,det_04_added_value,64,0.64,0.21919398809835436
1,det_27_fun,62,0.62,0.2014451346742792
1,det_23_support,60,0.6,0.22344864056202887
1,det_26_novelty,44,0.44,0.1687197370555167
1,det_12_own_competence,42,0.42,0.16746403864073578
2,det_19_wellbeing,94,0.94,0.4497653375243982
2,det_09_safety,93,0.93,0.43411117123482207
2,det_20_coziness,86,0.86,0.38829621733114866
2,det_10_cost_efficiency,78,0.78,0.30135647289117723
2,det_03_risk_profile,60,0.6,0.24730755218848427
2,det_15_self_satisfaction,52,0.52,0.2239376355987567
2,det_17_adherence,52,0.52,0.22260334487285596
2,det_13_technical_fit,46,0.46,0.21764793636769453
3,det_16_commitment,83,0.83,0.31708703032805846
3,det_18_autonomy,65,0.65,0.23676651029178938
3,det_17_adherence,64,0.64,0.22918999197472198
3,det_11_knowledge,63,0.63,0.253186784404876
3,det_32_own_significance,47,0.47,0.19706834709011245
3,det_08_trust,42,0.42,0.17252038032220093
3,det_03_risk_profile,41,0.41,0.17603328380642932
3,det_15_self_satisfaction,39,0.39,0.17864616538200195
4,det_07_legal,84,0.84,0.37593494907575625
4,det_21_rights_and_duties,79,0.79,0.4011250127351897
4,det_08_trust,65,0.65,0.18423678583523354
4,det_13_technical_fit,50,0.5,0.17420510853850535
4,det_15_self_satisfaction,47,0.47,0.16376055409724943
4,det_16_commitment,41,0.41,0.1519394667378277
4,det_11_knowledge,41,0.41,0.1404788572931812
4,det_23_support,39,0.39,0.12990288068191466
5,det_04_added_value,98,0.98,0.27437659305878714
5,det_06_climate_protection,97,0.97,0.619703170555439
5,det_14_environmental_concerns,97,0.97,0.5260553709157877
5,det_32_own_significance,93,0.93,0.21115153360737848
5,det_23_support,91,0.91,0.22595275116278815
5,det_25_agreement,64,0.64,0.14063011218184257
5,det_21_rights_and_duties,43,0.43,0.11697128634116576
5,det_22_peer_pressure,23,0.23,0.1004706060111072
6,det_31_approval,100,1,0.6529932316678468
6,det_28_recognition,100,1,0.6306556175061618
6,det_24_socialising,100,1,0.6196546682637192
6,det_30_authority,100,1,0.534398492511328
6,det_22_peer_pressure,100,1,0.4045419204894974
6,det_29_trends,99,0.99,0.5036705319082464
6,det_27_fun,99,0.99,0.28704597159324474
6,det_26_novelty,56,0.56,0.1862940363186916
